Mhost,Msat,R,V
314180208189258.5,1148497780844.9038,0.034580861769609166,0.15190237007519394
212211238364454.9,633825712590.8419,0.04879632456288621,0.17953487322904552
247168389355958.62,711373725683.8995,0.06512618721137244,0.10867820199755164
110822309186174.3,2134416524667.6516,0.07084287729305715,0.1138377520266504
