GMP,n_sat,n_int,int_frac,int_frac_percentage
3254,26.0,1.0,0.037037037037037035,3.7037037037037033
3269,22.0,0.0,0.0,0.0
3291,35.0,1.0,0.027777777777777776,2.7777777777777777
3329,132.0,0.0,0.0,0.0
3352,22.0,1.0,0.043478260869565216,4.3478260869565215
3367,13.0,0.0,0.0,0.0
3414,15.0,0.0,0.0,0.0
3484,56.0,0.0,0.0,0.0
3534,89.0,1.0,0.011111111111111112,1.1111111111111112
3565,60.0,2.0,0.03225806451612903,3.225806451612903
3639,26.0,0.0,0.0,0.0
3664,17.0,0.0,0.0,0.0
