GMP,n_sat,n_int,int_frac,int_frac_percentage
3254,33.0,1.0,0.029411764705882353,2.941176470588235
3269,28.0,0.0,0.0,0.0
3291,38.0,0.0,0.0,0.0
3329,233.0,0.0,0.0,0.0
3352,18.0,1.0,0.05263157894736842,5.263157894736842
3367,18.0,1.0,0.05263157894736842,5.263157894736842
3414,12.0,0.0,0.0,0.0
3484,60.0,0.0,0.0,0.0
3534,92.0,1.0,0.010752688172043012,1.0752688172043012
3565,68.0,3.0,0.04225352112676056,4.225352112676056
3639,20.0,1.0,0.047619047619047616,4.761904761904762
3664,24.0,0.0,0.0,0.0
