GMP,n_sat,n_int,int_frac,int_frac_percentage
3254,33.0,1.0,0.029411764705882353,2.941176470588235
3269,29.0,0.0,0.0,0.0
3291,37.0,0.0,0.0,0.0
3329,4.0,0.0,0.0,0.0
3352,27.0,1.0,0.03571428571428571,3.571428571428571
3367,20.0,1.0,0.047619047619047616,4.761904761904762
3414,19.0,0.0,0.0,0.0
3484,67.0,0.0,0.0,0.0
3534,92.0,1.0,0.010752688172043012,1.0752688172043012
3565,67.0,3.0,0.04285714285714286,4.285714285714286
3639,30.0,1.0,0.03225806451612903,3.225806451612903
3664,26.0,0.0,0.0,0.0
