"v (km/s)" BF[g(v)]
-1003.98 0.00764609
-979.531 0.00221509
-955.082 0.00117876
-930.63 0.00110907
-906.177 0.00129564
-881.722 0.00143879
-857.265 0.00138522
-832.805 0.00122041
-808.344 0.00108023
-783.881 0.00103883
-759.416 0.00112723
-734.949 0.00136173
-710.479 0.00173282
-686.008 0.0021754
-661.535 0.00257661
-637.06 0.00288057
-612.582 0.00374689
-588.103 0.00474656
-563.622 0.00584711
-539.139 0.00697539
-514.653 0.00808039
-490.166 0.00925306
-465.677 0.0107178
-441.186 0.0126466
-416.692 0.014936
-392.197 0.0172176
-367.7 0.0192174
-343.2 0.0211828
-318.699 0.0237709
-294.196 0.0272957
-269.691 0.0309609
-245.183 0.033142
-220.674 0.0330064
-196.163 0.0317272
-171.649 0.0316186
-147.134 0.0339555
-122.617 0.0378158
-98.0974 0.0408345
-73.5761 0.0411209
-49.0527 0.0388206
-24.5274 0.0358101
-2.66269e-10 0.0338683
24.5294 0.0333064
49.0607 0.0331437
73.5941 0.0323288
98.1295 0.0307094
122.667 0.0288044
147.206 0.0268862
171.748 0.0245356
196.291 0.021304
220.837 0.0176248
245.384 0.0144901
269.933 0.0124227
294.485 0.0112068
319.038 0.0102917
343.594 0.0092487
368.151 0.0080038
392.711 0.00669355
417.272 0.00543801
441.836 0.00427706
466.401 0.00323447
490.969 0.00237985
515.538 0.00178907
540.11 0.00149978
564.683 0.00154294
589.259 0.00206207
613.837 0.00337276
638.416 0.00231044
662.998 0.00146248
687.581 0.000777952
712.167 0.000373571
736.755 0.000190488
761.344 0.000126422
785.936 0.000129012
810.53 0.000194601
835.125 0.000348099
859.723 0.000580168
884.323 0.000758729
908.924 0.000751547
933.528 0.000618091
958.134 0.000555865
982.742 0.000903445
1007.35 0.003556
