"Wavelength (A)" Specta "Best Fitting Model" "Non-parm Extinction Curve" "Non-param Adjusted Continuum"
4075.07 0.621791 0.623728 0.685198 0.854444
4075.4 0.62311 0.620268 0.684739 0.854838
4075.73 0.623246 0.615195 0.684403 0.855231
4076.07 0.621106 0.608948 0.68513 0.855623
4076.4 0.61603 0.60217 0.690122 0.856013
4076.73 0.608318 0.595646 0.69517 0.856401
4077.07 0.598476 0.590197 0.699882 0.856788
4077.4 0.588809 0.586567 0.70425 0.857174
4077.73 0.58341 0.585326 0.70866 0.857557
4078.07 0.585762 0.586802 0.70905 0.85794
4078.4 0.59435 0.591063 0.708457 0.85832
4078.74 0.605446 0.597938 0.707733 0.858699
4079.07 0.615979 0.607058 0.705912 0.859076
4079.4 0.624826 0.617905 0.704099 0.859452
4079.74 0.631251 0.629859 0.701569 0.859826
4080.07 0.635882 0.642236 0.698022 0.860198
4080.4 0.641063 0.654329 0.694501 0.860568
4080.74 0.648986 0.665455 0.689383 0.860937
4081.07 0.659258 0.675016 0.683679 0.861304
4081.41 0.670018 0.682563 0.678123 0.861668
4081.74 0.679584 0.68784 0.676515 0.862032
4082.07 0.687025 0.690811 0.674913 0.862393
4082.41 0.691581 0.691646 0.674854 0.862752
4082.74 0.692458 0.690684 0.678016 0.86311
4083.08 0.688802 0.688381 0.681201 0.863466
4083.41 0.680138 0.685253 0.682555 0.863819
4083.74 0.671113 0.681836 0.682826 0.864171
4084.08 0.670017 0.678646 0.683096 0.864521
4084.41 0.682448 0.676155 0.678698 0.864869
4084.75 0.70055 0.674767 0.674029 0.865214
4085.08 0.712447 0.674789 0.670733 0.865558
4085.42 0.712479 0.676404 0.671583 0.8659
4085.75 0.707311 0.679658 0.672435 0.86624
4086.08 0.704791 0.684458 0.671707 0.866577
4086.42 0.707871 0.690585 0.669697 0.866912
4086.75 0.715213 0.697713 0.667696 0.867246
4087.09 0.724952 0.705444 0.664362 0.867577
4087.42 0.732888 0.713338 0.660835 0.867906
4087.76 0.733944 0.72094 0.658089 0.868233
4088.09 0.726472 0.727812 0.659104 0.868557
4088.42 0.717208 0.733565 0.660122 0.86888
4088.76 0.713899 0.737887 0.662045 0.8692
4089.09 0.717678 0.740576 0.664975 0.869518
4089.43 0.722651 0.741558 0.667924 0.869833
4089.76 0.723232 0.740901 0.673031 0.870146
4090.1 0.718828 0.738792 0.678785 0.870457
4090.43 0.711174 0.735505 0.684483 0.870766
4090.77 0.702088 0.731356 0.689021 0.871072
4091.1 0.6936 0.72667 0.693605 0.871376
4091.44 0.687729 0.721753 0.696729 0.871677
4091.77 0.684571 0.716869 0.697682 0.871976
4092.11 0.681778 0.712215 0.698638 0.872272
4092.44 0.677166 0.707892 0.700018 0.872566
4092.78 0.671661 0.703882 0.701568 0.872858
4093.11 0.667932 0.700026 0.703139 0.873147
4093.45 0.667899 0.696051 0.705183 0.873433
4093.78 0.670705 0.691633 0.707237 0.873717
4094.12 0.674845 0.686484 0.709491 0.873999
4094.45 0.678175 0.680443 0.71212 0.874277
4094.79 0.677579 0.67352 0.714764 0.874554
4095.12 0.670189 0.665904 0.718905 0.874827
4095.46 0.65701 0.657902 0.72386 0.875098
4095.79 0.64161 0.649863 0.728867 0.875367
4096.13 0.627414 0.642108 0.736835 0.875633
4096.46 0.617044 0.634867 0.745019 0.875896
4096.8 0.612874 0.628254 0.751293 0.876157
4097.13 0.614923 0.622253 0.752528 0.876416
4097.47 0.619072 0.616737 0.753766 0.876672
4097.8 0.620964 0.611487 0.75489 0.876926
4098.14 0.618951 0.606227 0.75594 0.877177
4098.47 0.613464 0.600662 0.756993 0.877425
4098.81 0.605101 0.594518 0.761617 0.877672
4099.14 0.59506 0.587601 0.766608 0.877915
4099.48 0.584731 0.57984 0.771855 0.878157
4099.81 0.575414 0.571334 0.777842 0.878396
4100.15 0.568225 0.56238 0.7839 0.878633
4100.48 0.564173 0.553453 0.788353 0.878867
4100.82 0.562703 0.545161 0.791472 0.879099
4101.16 0.561895 0.538152 0.79461 0.879329
4101.49 0.560038 0.533025 0.797616 0.879556
4101.83 0.556953 0.530239 0.800616 0.879781
4102.16 0.55303 0.530056 0.803636 0.880004
4102.5 0.549487 0.532529 0.806684 0.880224
4102.83 0.54946 0.537527 0.809749 0.880443
4103.17 0.556161 0.544783 0.806014 0.880658
4103.51 0.56847 0.553944 0.795769 0.880872
4103.84 0.580993 0.564617 0.785718 0.881084
4104.18 0.589037 0.57639 0.783607 0.881293
4104.51 0.593938 0.588841 0.783157 0.8815
4104.85 0.599553 0.601536 0.781526 0.881705
4105.18 0.608469 0.614037 0.773008 0.881907
4105.52 0.619937 0.625922 0.764628 0.882108
4105.86 0.632668 0.636818 0.756937 0.882306
4106.19 0.645372 0.646434 0.749989 0.882502
4106.53 0.656757 0.654584 0.743136 0.882696
4106.86 0.665607 0.661188 0.739793 0.882888
4107.2 0.671311 0.666249 0.737399 0.883078
4107.54 0.673541 0.669827 0.735274 0.883266
4107.87 0.672472 0.672013 0.735275 0.883451
4108.21 0.669735 0.672921 0.735276 0.883635
4108.54 0.66721 0.672697 0.734618 0.883816
4108.88 0.666294 0.671533 0.733092 0.883996
4109.22 0.6678 0.669683 0.731571 0.884173
4109.55 0.672286 0.667457 0.727843 0.884349
4109.89 0.678387 0.665196 0.723427 0.884522
4110.23 0.683754 0.663231 0.719182 0.884694
4110.56 0.686979 0.661843 0.716546 0.884863
4110.9 0.689672 0.661243 0.713924 0.885031
4111.23 0.693977 0.661554 0.713212 0.885196
4111.57 0.699572 0.662823 0.715348 0.88536
4111.91 0.702939 0.665033 0.717493 0.885521
4112.24 0.700873 0.668114 0.717988 0.885681
4112.58 0.695176 0.671955 0.717856 0.885839
4112.92 0.690411 0.676409 0.717607 0.885995
4113.25 0.689937 0.681306 0.715164 0.886149
4113.59 0.692857 0.686463 0.712734 0.886301
4113.93 0.697372 0.691698 0.710116 0.886451
4114.26 0.702024 0.696834 0.707186 0.8866
4114.6 0.705833 0.701698 0.704274 0.886747
4114.94 0.707967 0.706107 0.702537 0.886891
4115.27 0.708763 0.70986 0.701296 0.887035
4115.61 0.709246 0.712743 0.700121 0.887176
4115.95 0.710159 0.71455 0.700994 0.887315
4116.28 0.711187 0.71511 0.701869 0.887453
4116.62 0.711777 0.714332 0.702844 0.887589
4116.96 0.711444 0.712239 0.703999 0.887723
4117.29 0.709807 0.708982 0.705158 0.887856
4117.63 0.706563 0.704848 0.705739 0.887987
4117.97 0.702178 0.700223 0.706056 0.888116
4118.3 0.697593 0.695545 0.70645 0.888243
4118.64 0.693496 0.691226 0.712405 0.888369
4118.98 0.689578 0.687585 0.718436 0.888493
4119.32 0.6853 0.684797 0.723697 0.888615
4119.65 0.680577 0.682886 0.727379 0.888736
4119.99 0.676013 0.681754 0.731091 0.888855
4120.33 0.672255 0.681241 0.733616 0.888973
4120.66 0.669785 0.68119 0.735562 0.889089
4121.0 0.668982 0.681486 0.737508 0.889203
4121.34 0.669971 0.682071 0.736896 0.889316
4121.68 0.671893 0.68294 0.736284 0.889427
4122.01 0.673649 0.684111 0.735447 0.889537
4122.35 0.674575 0.685611 0.734163 0.889645
4122.69 0.674681 0.687456 0.732881 0.889751
4123.02 0.674114 0.689654 0.732399 0.889856
4123.36 0.673987 0.692189 0.732317 0.88996
4123.7 0.676037 0.694995 0.732234 0.890062
4124.04 0.681372 0.697939 0.730213 0.890163
4124.37 0.688542 0.700823 0.728197 0.890262
4124.71 0.69546 0.703398 0.726553 0.89036
4125.05 0.700491 0.705411 0.725647 0.890456
4125.39 0.70271 0.706651 0.724743 0.890551
4125.72 0.701426 0.706989 0.725845 0.890644
4126.06 0.69799 0.706397 0.727967 0.890736
4126.4 0.695078 0.704938 0.730099 0.890827
4126.74 0.694648 0.702736 0.730419 0.890916
4127.07 0.695673 0.699953 0.730736 0.891004
4127.41 0.696388 0.696763 0.730435 0.891091
4127.75 0.695714 0.693331 0.728897 0.891176
4128.09 0.693645 0.689789 0.727363 0.89126
4128.43 0.690285 0.686225 0.728867 0.891343
4128.76 0.686002 0.682666 0.731895 0.891424
4129.1 0.681331 0.679076 0.734961 0.891504
4129.44 0.676614 0.675367 0.743063 0.891583
4129.78 0.67142 0.671409 0.751302 0.89166
4130.11 0.665142 0.667061 0.75829 0.891737
4130.45 0.658067 0.662205 0.762653 0.891812
4130.79 0.651844 0.656801 0.767053 0.891885
4131.13 0.648063 0.650935 0.770901 0.891958
4131.47 0.646343 0.644843 0.774493 0.892029
4131.8 0.645068 0.638893 0.778076 0.8921
4132.14 0.643092 0.633535 0.779279 0.892169
4132.48 0.641161 0.629213 0.780485 0.892237
4132.82 0.64046 0.626296 0.781036 0.892303
4133.16 0.641686 0.625036 0.780377 0.892369
4133.5 0.644806 0.625578 0.779719 0.892434
4133.83 0.649689 0.627983 0.77721 0.892497
4134.17 0.655742 0.632242 0.773891 0.892559
4134.51 0.662091 0.638251 0.770549 0.89262
4134.85 0.667948 0.645783 0.76579 0.892681
4135.19 0.672834 0.654463 0.761076 0.89274
4135.53 0.67635 0.663791 0.757063 0.892798
4135.86 0.678432 0.673215 0.754198 0.892855
4136.2 0.679491 0.682238 0.751349 0.892911
4136.54 0.679982 0.690504 0.750458 0.892966
4136.88 0.68047 0.697837 0.750361 0.89302
4137.22 0.681581 0.704208 0.750067 0.893073
4137.56 0.68387 0.709674 0.746088 0.893125
4137.89 0.687643 0.714292 0.742141 0.893176
4138.23 0.693133 0.718075 0.738789 0.893226
4138.57 0.699759 0.720971 0.736328 0.893276
4138.91 0.705864 0.722872 0.733878 0.893324
4139.25 0.709784 0.723628 0.73364 0.893371
4139.59 0.710464 0.72306 0.7342 0.893418
4139.93 0.707179 0.720963 0.735018 0.893463
4140.26 0.699893 0.717123 0.738928 0.893508
4140.6 0.690744 0.711357 0.74287 0.893552
4140.94 0.682264 0.703566 0.747014 0.893595
4141.28 0.675687 0.693811 0.75143 0.893638
4141.62 0.670642 0.682362 0.755886 0.893679
4141.96 0.666569 0.669722 0.760544 0.89372
4142.3 0.662145 0.656602 0.765298 0.893759
4142.64 0.655675 0.643852 0.770177 0.893798
4142.98 0.646343 0.632364 0.775777 0.893837
4143.31 0.635905 0.622949 0.781438 0.893874
4143.65 0.62659 0.616241 0.786338 0.893911
4143.99 0.620898 0.612613 0.790283 0.893947
4144.33 0.621641 0.612148 0.794257 0.893982
4144.67 0.630745 0.614641 0.792493 0.894017
4145.01 0.643446 0.619654 0.789297 0.894051
4145.35 0.651973 0.626586 0.786296 0.894084
4145.69 0.651784 0.634761 0.784345 0.894117
4146.03 0.646812 0.643491 0.782401 0.894149
4146.37 0.642266 0.652134 0.780683 0.89418
4146.71 0.641266 0.660122 0.779197 0.894211
4147.05 0.644791 0.666996 0.777714 0.894241
4147.38 0.65332 0.672422 0.772433 0.89427
4147.72 0.664699 0.676213 0.766485 0.894299
4148.06 0.675718 0.678345 0.76088 0.894327
4148.4 0.683874 0.678946 0.756526 0.894355
4148.74 0.688311 0.678281 0.752209 0.894382
4149.08 0.688477 0.676703 0.750505 0.894409
4149.42 0.685148 0.674592 0.751048 0.894435
4149.76 0.68032 0.672285 0.751593 0.894461
4150.1 0.675683 0.670025 0.752484 0.894486
4150.44 0.670949 0.667937 0.753423 0.89451
4150.78 0.665138 0.666047 0.755573 0.894534
4151.12 0.658152 0.664318 0.761743 0.894558
4151.46 0.651689 0.662698 0.767988 0.894581
4151.8 0.647608 0.66115 0.770599 0.894604
4152.14 0.646766 0.659656 0.770578 0.894626
4152.48 0.649221 0.658196 0.770557 0.894648
4152.82 0.654583 0.656745 0.766847 0.894669
4153.16 0.660389 0.655268 0.762906 0.89469
4153.5 0.663567 0.653755 0.76062 0.894711
4153.84 0.662938 0.652238 0.762415 0.894731
4154.18 0.66066 0.650795 0.764216 0.894751
4154.52 0.659129 0.649539 0.765157 0.894771
4154.86 0.659437 0.648586 0.765607 0.89479
4155.2 0.661762 0.648044 0.766057 0.894809
4155.54 0.665818 0.648016 0.763183 0.894828
4155.88 0.669488 0.648608 0.760291 0.894846
4156.22 0.67022 0.649941 0.758553 0.894864
4156.56 0.667632 0.652132 0.759001 0.894882
4156.9 0.664622 0.655256 0.759449 0.894899
4157.24 0.664157 0.659301 0.758864 0.894917
4157.58 0.667083 0.664148 0.75783 0.894934
4157.92 0.672978 0.669598 0.756618 0.89495
4158.26 0.681044 0.675417 0.752034 0.894967
4158.6 0.689247 0.681384 0.747491 0.894984
4158.94 0.695342 0.687323 0.743868 0.895
4159.28 0.699 0.693114 0.741554 0.895016
4159.62 0.702362 0.698671 0.739251 0.895032
4159.96 0.707477 0.703927 0.736541 0.895048
4160.3 0.714288 0.70883 0.733714 0.895063
4160.64 0.721684 0.713345 0.731167 0.895079
4160.98 0.728369 0.717454 0.730626 0.895094
4161.32 0.732548 0.721146 0.730086 0.89511
4161.66 0.732412 0.724391 0.731068 0.895125
4162.0 0.728046 0.727127 0.733757 0.89514
4162.34 0.72158 0.729256 0.736461 0.895155
4162.68 0.715302 0.730663 0.738869 0.89517
4163.02 0.711911 0.731244 0.741226 0.895185
4163.36 0.714264 0.730941 0.742314 0.8952
4163.7 0.72248 0.729748 0.737875 0.895215
4164.05 0.730344 0.727707 0.733476 0.89523
4164.39 0.73108 0.72488 0.733947 0.895245
4164.73 0.724199 0.721338 0.738484 0.89526
4165.07 0.714793 0.717147 0.743064 0.895275
4165.41 0.707265 0.712393 0.7484 0.895291
4165.75 0.701268 0.707216 0.753872 0.895306
4166.09 0.694888 0.701837 0.759046 0.895321
4166.43 0.68755 0.696569 0.763267 0.895336
4166.77 0.681191 0.691788 0.767523 0.895352
4167.11 0.677897 0.687867 0.769938 0.895368
4167.45 0.678057 0.685099 0.771226 0.895383
4167.79 0.680829 0.683607 0.772519 0.895399
4168.14 0.685032 0.683302 0.772207 0.895415
4168.48 0.688187 0.683882 0.771868 0.895431
4168.82 0.68751 0.684899 0.772066 0.895448
4169.16 0.682264 0.685834 0.773284 0.895464
4169.5 0.674794 0.686188 0.774505 0.895481
4169.84 0.667578 0.685532 0.777698 0.895498
4170.18 0.661867 0.683547 0.781736 0.895515
4170.52 0.658196 0.680044 0.785686 0.895533
4170.86 0.656842 0.674984 0.788027 0.895551
4171.21 0.657276 0.668508 0.790378 0.895569
4171.55 0.658773 0.660948 0.792522 0.895587
4171.89 0.659785 0.652808 0.794385 0.895605
4172.23 0.657777 0.644707 0.796256 0.895624
4172.57 0.650676 0.637284 0.800503 0.895643
4172.91 0.640372 0.631094 0.805405 0.895663
4173.25 0.630553 0.626525 0.810201 0.895683
4173.6 0.623997 0.623749 0.814225 0.895703
4173.94 0.621158 0.622731 0.818279 0.895723
4174.28 0.622076 0.623266 0.820247 0.895744
4174.62 0.625586 0.62504 0.820287 0.895766
4174.96 0.629387 0.627688 0.820328 0.895787
4175.3 0.631693 0.630841 0.817811 0.89581
4175.64 0.633862 0.634162 0.814984 0.895832
4175.99 0.638331 0.637377 0.812674 0.895855
4176.33 0.645544 0.640303 0.811854 0.895879
4176.67 0.652101 0.642873 0.811035 0.895903
4177.01 0.654433 0.645133 0.811359 0.895927
4177.35 0.652729 0.647222 0.812389 0.895952
4177.7 0.649924 0.649322 0.81342 0.895977
4178.04 0.648498 0.651594 0.813184 0.896003
4178.38 0.648749 0.65412 0.812929 0.89603
4178.72 0.650404 0.656875 0.812335 0.896057
4179.06 0.653084 0.659724 0.81112 0.896084
4179.4 0.656254 0.662462 0.809907 0.896112
4179.75 0.659389 0.664853 0.807723 0.896141
4180.09 0.662191 0.666702 0.805172 0.89617
4180.43 0.664489 0.667905 0.802595 0.8962
4180.77 0.666201 0.66848 0.799639 0.896231
4181.11 0.66752 0.668582 0.796699 0.896262
4181.46 0.668694 0.66848 0.794561 0.896293
4181.8 0.669978 0.668502 0.79336 0.896326
4182.14 0.671645 0.668971 0.79216 0.896359
4182.48 0.673721 0.670132 0.793864 0.896393
4182.83 0.674595 0.672107 0.796179 0.896427
4183.17 0.671987 0.674868 0.798258 0.896462
4183.51 0.666138 0.678238 0.799336 0.896497
4183.85 0.662965 0.681911 0.800417 0.896533
4184.19 0.668671 0.685482 0.80021 0.89657
4184.54 0.681141 0.688497 0.799025 0.896607
4184.88 0.691307 0.690513 0.797844 0.896645
4185.22 0.691983 0.691176 0.797498 0.896683
4185.56 0.686052 0.690306 0.797205 0.896722
4185.91 0.67939 0.687961 0.796843 0.896761
4186.25 0.676155 0.684454 0.796327 0.896801
4186.59 0.677681 0.680302 0.795812 0.896842
4186.93 0.684619 0.676131 0.795806 0.896883
4187.28 0.693028 0.672541 0.796036 0.896924
4187.62 0.696137 0.669984 0.796456 0.896966
4187.96 0.689822 0.668699 0.800029 0.897009
4188.3 0.679047 0.668701 0.803628 0.897052
4188.65 0.670574 0.669838 0.806728 0.897095
4188.99 0.667267 0.671868 0.80915 0.897139
4189.33 0.667307 0.674541 0.811584 0.897183
4189.68 0.668779 0.677646 0.810708 0.897228
4190.02 0.671076 0.681042 0.809031 0.897273
4190.36 0.674173 0.684649 0.807345 0.897318
4190.7 0.67798 0.688435 0.805603 0.897364
4191.05 0.682251 0.692383 0.803867 0.897411
4191.39 0.686714 0.696456 0.802536 0.897458
4191.73 0.691022 0.700559 0.801529 0.897505
4192.08 0.694769 0.70452 0.800523 0.897552
4192.42 0.697618 0.708086 0.798925 0.8976
4192.76 0.699597 0.710948 0.797287 0.897649
4193.1 0.700844 0.712788 0.795679 0.897697
4193.45 0.701594 0.713335 0.794132 0.897746
4193.79 0.702237 0.712394 0.79259 0.897796
4194.13 0.703119 0.709872 0.793644 0.897845
4194.48 0.703947 0.705777 0.795911 0.897895
4194.82 0.704029 0.700215 0.798473 0.897945
4195.16 0.702413 0.693379 0.805539 0.897996
4195.51 0.697287 0.685543 0.8127 0.898047
4195.85 0.686759 0.677052 0.819558 0.898098
4196.19 0.671972 0.668298 0.825985 0.898149
4196.54 0.657645 0.659686 0.832488 0.898201
4196.88 0.648081 0.651599 0.83678 0.898253
4197.22 0.64326 0.644371 0.840589 0.898305
4197.57 0.64131 0.638268 0.843911 0.898358
4197.91 0.640653 0.633466 0.845135 0.89841
4198.25 0.640396 0.630045 0.846362 0.898463
4198.6 0.639795 0.627972 0.847077 0.898516
4198.94 0.639055 0.627101 0.847414 0.89857
4199.28 0.639161 0.627187 0.847751 0.898623
4199.63 0.640901 0.627932 0.847721 0.898677
4199.97 0.644044 0.629049 0.847673 0.898731
4200.32 0.648072 0.630331 0.846754 0.898785
4200.66 0.652456 0.631704 0.844125 0.898839
4201.0 0.65666 0.633236 0.841508 0.898893
4201.35 0.66015 0.635105 0.839047 0.898948
4201.69 0.662447 0.637526 0.836653 0.899002
4202.03 0.663098 0.64067 0.834709 0.899057
4202.38 0.662103 0.644612 0.836738 0.899112
4202.72 0.660798 0.64931 0.838775 0.899167
4203.07 0.660729 0.654635 0.83953 0.899222
4203.41 0.662533 0.660424 0.838903 0.899277
4203.75 0.665893 0.666545 0.838278 0.899332
4204.1 0.670503 0.672925 0.837843 0.899388
4204.44 0.676401 0.679546 0.837438 0.899443
4204.79 0.683754 0.686401 0.83657 0.899498
4205.13 0.692457 0.693449 0.83431 0.899554
4205.47 0.701874 0.700579 0.83206 0.899609
4205.82 0.711249 0.707617 0.827479 0.899665
4206.16 0.718991 0.714355 0.821597 0.899721
4206.51 0.722925 0.720589 0.81589 0.899776
4206.85 0.722011 0.726154 0.816472 0.899832
4207.19 0.719575 0.730919 0.817054 0.899887
4207.54 0.719891 0.734777 0.816799 0.899943
4207.88 0.723922 0.73764 0.815303 0.899998
4208.23 0.728365 0.739448 0.813812 0.900054
4208.57 0.73007 0.740203 0.813856 0.900109
4208.92 0.729249 0.740002 0.81431 0.900165
4209.26 0.727664 0.739059 0.81444 0.90022
4209.6 0.726794 0.737686 0.813046 0.900275
4209.95 0.727405 0.73623 0.811656 0.90033
4210.29 0.730112 0.734997 0.808758 0.900386
4210.64 0.734685 0.734173 0.804708 0.900441
4210.98 0.740174 0.733766 0.800688 0.900496
4211.33 0.74562 0.733606 0.79621 0.90055
4211.67 0.750126 0.733384 0.791744 0.900605
4212.02 0.752818 0.732719 0.788432 0.90066
4212.36 0.753132 0.731239 0.787327 0.900714
4212.71 0.750975 0.728651 0.786223 0.900768
4213.05 0.746332 0.72479 0.789216 0.900822
4213.4 0.739532 0.719647 0.793786 0.900876
4213.74 0.7311 0.713382 0.798424 0.90093
4214.08 0.721612 0.706323 0.803322 0.900984
4214.43 0.711803 0.698965 0.808266 0.901037
4214.77 0.702426 0.69194 0.813294 0.90109
4215.12 0.694112 0.685954 0.818407 0.901143
4215.46 0.687366 0.681685 0.823569 0.901196
4215.81 0.68268 0.679672 0.826408 0.901249
4216.15 0.680503 0.680214 0.828985 0.901301
4216.5 0.681268 0.683327 0.829956 0.901353
4216.84 0.685034 0.688764 0.826908 0.901405
4217.19 0.691209 0.696093 0.823877 0.901457
4217.53 0.699098 0.704793 0.817522 0.901508
4217.88 0.70764 0.71433 0.809677 0.901559
4218.22 0.715542 0.724198 0.80204 0.90161
4218.57 0.721958 0.733925 0.795785 0.90166
4218.91 0.727507 0.743057 0.789603 0.90171
4219.26 0.733063 0.751158 0.784377 0.90176
4219.6 0.738369 0.757818 0.780224 0.90181
4219.95 0.74192 0.762681 0.776102 0.901859
4220.3 0.742408 0.765471 0.77495 0.901908
4220.64 0.740132 0.766008 0.774298 0.901956
4220.99 0.736009 0.764222 0.774252 0.902004
4221.33 0.730924 0.760136 0.776038 0.902052
4221.68 0.725691 0.753833 0.777831 0.9021
4222.02 0.721057 0.745421 0.780942 0.902147
4222.37 0.716949 0.73499 0.784806 0.902193
4222.71 0.712732 0.722599 0.78882 0.902239
4223.06 0.707553 0.708277 0.795953 0.902285
4223.4 0.699815 0.692074 0.803184 0.902331
4223.75 0.687775 0.674124 0.812894 0.902376
4224.1 0.670351 0.654701 0.825969 0.90242
4224.44 0.647244 0.634259 0.839363 0.902464
4224.79 0.619075 0.613441 0.859045 0.902508
4225.13 0.592333 0.593052 0.88071 0.902551
4225.48 0.575899 0.574019 0.901472 0.902594
4225.82 0.572892 0.557334 0.916848 0.902636
4226.17 0.574435 0.54399 0.932621 0.902678
4226.52 0.57083 0.534886 0.942352 0.902719
4226.86 0.561654 0.530718 0.948291 0.90276
4227.21 0.553218 0.531868 0.9541 0.9028
4227.55 0.550802 0.538327 0.950777 0.90284
4227.9 0.555221 0.549676 0.947471 0.90288
4228.24 0.566198 0.565132 0.940433 0.902919
4228.59 0.582154 0.583663 0.928348 0.902957
4228.94 0.599893 0.604126 0.916494 0.902996
4229.28 0.616628 0.625383 0.900144 0.903033
4229.63 0.633156 0.646382 0.883199 0.903071
4229.97 0.651798 0.666197 0.867074 0.903108
4230.32 0.673027 0.684037 0.852615 0.903144
4230.67 0.693355 0.699264 0.838513 0.90318
4231.01 0.708964 0.711422 0.829727 0.903216
4231.36 0.718572 0.720276 0.824155 0.903251
4231.71 0.722772 0.725845 0.818715 0.903286
4232.05 0.722392 0.728397 0.818085 0.903321
4232.4 0.718979 0.728409 0.817455 0.903355
4232.74 0.714247 0.726477 0.817341 0.903389
4233.09 0.709737 0.72321 0.817946 0.903423
4233.44 0.706768 0.719135 0.818552 0.903456
4233.78 0.706373 0.714637 0.819705 0.903488
4234.13 0.707658 0.709954 0.820982 0.903521
4234.48 0.708909 0.705232 0.822495 0.903553
4234.82 0.708624 0.700594 0.824841 0.903585
4235.17 0.70575 0.696205 0.827197 0.903616
4235.52 0.699482 0.692282 0.830037 0.903648
4235.86 0.691638 0.689066 0.833182 0.903679
4236.21 0.685937 0.686756 0.836241 0.903709
4236.56 0.685182 0.685455 0.835381 0.903739
4236.9 0.688606 0.685155 0.834522 0.903769
4237.25 0.694611 0.68577 0.831894 0.903799
4237.6 0.701283 0.687196 0.826943 0.903829
4237.94 0.706334 0.689357 0.822035 0.903858
4238.29 0.707956 0.692224 0.820633 0.903887
4238.64 0.707694 0.695804 0.819928 0.903915
4238.98 0.708452 0.700101 0.819178 0.903944
4239.33 0.712057 0.705079 0.818283 0.903972
