"v (km/s)" BF[g(v)]
-1003.98 0.00075843
-979.531 0.000628899
-955.082 0.000600216
-930.63 0.000610932
-906.177 0.000602412
-881.722 0.000572936
-857.265 0.000570575
-832.805 0.00065037
-808.344 0.000838705
-783.881 0.00107624
-759.416 0.00120392
-734.949 0.00111544
-710.479 0.000877557
-686.008 0.000603764
-661.535 0.00037062
-637.06 0.000209972
-612.582 7.02885e-05
-588.103 2.66276e-05
-563.622 2.02034e-05
-539.139 3.94946e-05
-514.653 0.000117213
-490.166 0.000320699
-465.677 0.00066266
-441.186 0.000998814
-416.692 0.00117945
-392.197 0.00127543
-367.7 0.00152707
-343.2 0.00226449
-318.699 0.00407679
-294.196 0.00785924
-269.691 0.0141798
-245.183 0.0232032
-220.674 0.0334745
-196.163 0.0425571
-171.649 0.0492436
-147.134 0.0547149
-122.617 0.0610029
-98.0974 0.0697121
-73.5761 0.0792459
-49.0527 0.0856208
-24.5274 0.0851744
-2.66269e-10 0.0769284
24.5294 0.0634434
49.0607 0.0495361
73.5941 0.038506
98.1295 0.0303625
122.667 0.0232029
147.206 0.0157833
171.748 0.00918978
196.291 0.00501061
220.837 0.00303647
245.384 0.0025135
269.933 0.00298452
294.485 0.00416581
319.038 0.00533624
343.594 0.00545816
368.151 0.00429747
392.711 0.00271184
417.272 0.00157052
441.836 0.00102343
466.401 0.000892282
490.969 0.00108341
515.538 0.00163139
540.11 0.0025484
564.683 0.00356419
589.259 0.00402305
613.837 0.00329042
638.416 0.00186316
662.998 0.00155478
687.581 0.00168945
712.167 0.00150465
736.755 0.000923991
761.344 0.00036678
785.936 8.36036e-05
810.53 6.57701e-06
835.125 1.65604e-07
859.723 1.20739e-06
884.323 1.59938e-06
908.924 4.56442e-06
933.528 1.17758e-05
958.134 1.52187e-05
982.742 1.27737e-05
1007.35 6.61038e-06
