"Wavelength (A)" Specta "Best Fitting Model" "Non-parm Extinction Curve" "Non-param Adjusted Continuum"
4091.77 0.695785 0.698633 9.6006 0.891282
4092.11 0.69241 0.695066 9.64149 0.891112
4092.44 0.688535 0.691102 9.68682 0.890949
4092.78 0.684316 0.686776 9.73411 0.890791
4093.11 0.680048 0.682106 9.7829 0.890639
4093.45 0.675812 0.677107 9.86689 0.890494
4093.78 0.670915 0.671785 9.95197 0.890354
4094.12 0.664504 0.666154 10.0444 0.89022
4094.45 0.656622 0.660239 10.1501 0.890093
4094.79 0.648659 0.654083 10.2575 0.889972
4095.12 0.642017 0.647742 10.339 0.889856
4095.46 0.636862 0.64128 10.407 0.889746
4095.79 0.632544 0.634751 10.4757 0.889643
4096.13 0.628406 0.628187 10.5529 0.889545
4096.46 0.623817 0.621613 10.6312 0.889452
4096.8 0.618154 0.615047 10.7208 0.889365
4097.13 0.611208 0.608517 10.8377 0.889284
4097.47 0.603487 0.602059 10.9565 0.889208
4097.8 0.595566 0.595718 11.0824 0.889137
4098.14 0.587906 0.589541 11.214 0.889071
4098.47 0.580875 0.583567 11.348 0.889011
4098.81 0.574772 0.577833 11.4491 0.888956
4099.14 0.569526 0.57238 11.5484 0.888905
4099.48 0.564951 0.567269 11.6452 0.88886
4099.81 0.560773 0.562576 11.7306 0.888819
4100.15 0.556536 0.558394 11.8169 0.888783
4100.48 0.551814 0.554828 11.9021 0.888751
4100.82 0.547031 0.551976 11.9864 0.888725
4101.16 0.543363 0.549919 12.0716 0.888702
4101.49 0.541798 0.548714 12.0824 0.888684
4101.83 0.542068 0.548397 12.0819 0.888671
4102.16 0.54344 0.548983 12.0769 0.888661
4102.5 0.545372 0.550486 12.0524 0.888656
4102.83 0.547763 0.552913 12.028 0.888654
4103.17 0.550579 0.556264 11.9888 0.888657
4103.51 0.553923 0.560512 11.9354 0.888664
4103.84 0.558033 0.565584 11.8825 0.888674
4104.18 0.563119 0.571348 11.7948 0.888688
4104.51 0.569166 0.577607 11.7009 0.888706
4104.85 0.576063 0.584125 11.6032 0.888727
4105.18 0.583662 0.590656 11.4787 0.888752
4105.52 0.591719 0.596984 11.3562 0.88878
4105.86 0.599967 0.602941 11.2342 0.888812
4106.19 0.607992 0.608407 11.1125 0.888846
4106.53 0.615213 0.613307 10.9927 0.888884
4106.86 0.621108 0.617608 10.9042 0.888925
4107.2 0.625678 0.621287 10.8246 0.888969
4107.54 0.629164 0.624333 10.753 0.889016
4107.87 0.631742 0.626756 10.7401 0.889065
4108.21 0.633391 0.628597 10.7273 0.889118
4108.54 0.634064 0.629917 10.7252 0.889173
4108.88 0.634011 0.630803 10.7372 0.88923
4109.22 0.633837 0.63137 10.7492 0.88929
4109.55 0.634117 0.631743 10.7431 0.889353
4109.89 0.634975 0.632035 10.7312 0.889417
4110.23 0.636305 0.632343 10.7184 0.889484
4110.56 0.637955 0.632746 10.6957 0.889553
4110.9 0.639627 0.633302 10.673 0.889624
4111.23 0.641002 0.634057 10.6544 0.889698
4111.57 0.641935 0.635049 10.6417 0.889773
4111.91 0.642505 0.636312 10.6291 0.889849
4112.24 0.642812 0.637864 10.6215 0.889928
4112.58 0.642973 0.639694 10.6159 0.890008
4112.92 0.643116 0.641761 10.61 0.89009
4113.25 0.643348 0.643997 10.5979 0.890173
4113.59 0.643697 0.646319 10.5857 0.890258
4113.93 0.644185 0.648638 10.5688 0.890344
4114.26 0.645145 0.650868 10.5438 0.890431
4114.6 0.647343 0.652942 10.5189 0.89052
4114.94 0.651425 0.6548 10.4652 0.890609
4115.27 0.656506 0.656374 10.3998 0.8907
4115.61 0.660803 0.657591 10.3363 0.890791
4115.95 0.662992 0.658383 10.3136 0.890883
4116.28 0.663476 0.65869 10.291 0.890976
4116.62 0.663049 0.658484 10.2791 0.89107
4116.96 0.662258 0.657787 10.2866 0.891164
4117.29 0.661286 0.656675 10.2941 0.891259
4117.63 0.660261 0.655258 10.3233 0.891354
4117.97 0.658985 0.653666 10.3628 0.891449
4118.3 0.657061 0.652019 10.4028 0.891545
4118.64 0.654254 0.650412 10.4671 0.891641
4118.98 0.650978 0.648902 10.532 0.891736
4119.32 0.647798 0.647515 10.5909 0.891832
4119.65 0.645123 0.646269 10.6378 0.891928
4119.99 0.643128 0.645181 10.685 0.892024
4120.33 0.641985 0.644278 10.6967 0.892119
4120.66 0.642077 0.643606 10.6912 0.892214
4121.0 0.643914 0.643213 10.6856 0.892309
4121.34 0.647531 0.643137 10.6576 0.892403
4121.68 0.651049 0.643384 10.6297 0.892496
4122.01 0.652148 0.643933 10.6123 0.892589
4122.35 0.650244 0.644738 10.6157 0.892681
4122.69 0.647432 0.645738 10.6191 0.892773
4123.02 0.645906 0.646867 10.6115 0.892863
4123.36 0.646268 0.648061 10.5985 0.892952
4123.7 0.648093 0.649244 10.5854 0.893041
4124.04 0.650823 0.650339 10.5693 0.893128
4124.37 0.653449 0.65126 10.5533 0.893214
4124.71 0.654854 0.651925 10.5465 0.893298
4125.05 0.654542 0.65227 10.5587 0.893381
4125.39 0.652981 0.652261 10.5708 0.893463
4125.72 0.650721 0.651895 10.6035 0.893543
4126.06 0.648286 0.651179 10.6468 0.893621
4126.4 0.646184 0.65011 10.6903 0.893698
4126.74 0.644811 0.648666 10.7127 0.893773
4127.07 0.644126 0.646805 10.7351 0.893846
4127.41 0.643973 0.644471 10.7522 0.893917
4127.75 0.644028 0.641626 10.7586 0.893985
4128.09 0.643704 0.638276 10.7649 0.894052
4128.43 0.642425 0.634473 10.8022 0.894117
4128.76 0.639989 0.63031 10.8551 0.894179
4129.1 0.636438 0.625896 10.9085 0.894238
4129.44 0.631892 0.621341 10.9708 0.894296
4129.78 0.626762 0.616742 11.0337 0.89435
4130.11 0.621525 0.61218 11.1046 0.894402
4130.45 0.616426 0.607737 11.1909 0.894452
4130.79 0.611353 0.603496 11.2782 0.894498
4131.13 0.60619 0.59955 11.377 0.894542
4131.47 0.601155 0.596008 11.4822 0.894582
4131.8 0.596673 0.592984 11.5884 0.89462
4132.14 0.593205 0.590578 11.6523 0.894654
4132.48 0.591332 0.588874 11.7167 0.894685
4132.82 0.591653 0.587946 11.7419 0.894713
4133.16 0.594006 0.587846 11.6939 0.894737
4133.5 0.597109 0.588607 11.6463 0.894758
4133.83 0.59969 0.590252 11.6101 0.894775
4134.17 0.60155 0.592785 11.579 0.894789
4134.51 0.603138 0.596175 11.548 0.894799
4134.85 0.604911 0.600338 11.5166 0.894805
4135.19 0.60732 0.605133 11.4854 0.894807
4135.53 0.610804 0.610366 11.4368 0.894805
4135.86 0.6153 0.615812 11.3591 0.8948
4136.2 0.62004 0.62125 11.2821 0.89479
4136.54 0.624272 0.626484 11.2075 0.894775
4136.88 0.627958 0.631354 11.1343 0.894757
4137.22 0.631472 0.635727 11.0619 0.894734
4137.56 0.635078 0.639482 10.9933 0.894707
4137.89 0.638655 0.642488 10.9253 0.894675
4138.23 0.641995 0.644613 10.8703 0.894638
4138.57 0.644702 0.645751 10.8348 0.894598
4138.91 0.646133 0.645841 10.7994 0.894553
4139.25 0.64572 0.644869 10.8167 0.894504
4139.59 0.643774 0.64287 10.8531 0.89445
4139.93 0.641073 0.639911 10.8918 0.894393
4140.26 0.638164 0.636072 10.9563 0.894332
4140.6 0.634834 0.631443 11.0213 0.894266
4140.94 0.630732 0.626134 11.095 0.894197
4141.28 0.625866 0.620288 11.1805 0.894124
4141.62 0.620685 0.614089 11.267 0.894048
4141.96 0.615639 0.607759 11.3484 0.893968
4142.3 0.610922 0.601544 11.4287 0.893884
4142.64 0.606602 0.595688 11.51 0.893797
4142.98 0.60262 0.590406 11.5924 0.893706
4143.31 0.598552 0.585864 11.6757 0.893612
4143.65 0.593924 0.582172 11.7627 0.893515
4143.99 0.588761 0.579384 11.8541 0.893414
4144.33 0.583654 0.577517 11.9466 0.893311
4144.67 0.579231 0.57656 12.0091 0.893204
4145.01 0.57618 0.576494 12.0642 0.893095
4145.35 0.575214 0.577285 12.1077 0.892982
4145.69 0.576658 0.578862 12.0806 0.892867
4146.03 0.579819 0.5811 12.0535 0.892749
4146.37 0.583839 0.583819 12.0052 0.892629
4146.71 0.58786 0.586804 11.9354 0.892505
4147.05 0.591014 0.589818 11.8661 0.89238
4147.38 0.592607 0.592644 11.8438 0.892251
4147.72 0.593075 0.595117 11.8304 0.892121
4148.06 0.593302 0.597138 11.8161 0.891988
4148.4 0.593842 0.598669 11.7977 0.891853
4148.74 0.594472 0.599702 11.7794 0.891716
4149.08 0.594867 0.600259 11.7736 0.891576
4149.42 0.59489 0.600376 11.7786 0.891435
4149.76 0.594569 0.6001 11.7837 0.891292
4150.1 0.593958 0.599483 11.7977 0.891147
4150.44 0.59322 0.598593 11.8128 0.891
4150.78 0.592557 0.597509 11.828 0.890851
4151.12 0.592007 0.596304 11.8432 0.890701
4151.46 0.591281 0.595036 11.8584 0.890549
4151.8 0.590057 0.593744 11.8789 0.890396
4152.14 0.588148 0.592454 11.9032 0.890241
4152.48 0.585471 0.59118 11.9275 0.890085
4152.82 0.582141 0.589939 11.974 0.889928
4153.16 0.579225 0.588756 12.0222 0.88977
4153.5 0.578072 0.58767 12.0554 0.88961
4153.84 0.579144 0.586737 12.0499 0.889449
4154.18 0.581344 0.58602 12.0445 0.889288
4154.52 0.58348 0.585584 12.0311 0.889125
4154.86 0.585174 0.585493 12.0133 0.888962
4155.2 0.586623 0.585802 11.9954 0.888798
4155.54 0.588 0.58655 11.9776 0.888633
4155.88 0.589345 0.587769 11.9597 0.888467
4156.22 0.590664 0.589488 11.9376 0.888301
4156.56 0.592056 0.591723 11.9074 0.888135
4156.9 0.593758 0.594475 11.8773 0.887968
4157.24 0.596008 0.597729 11.8277 0.887801
4157.58 0.598959 0.601436 11.7699 0.887634
4157.92 0.602712 0.605515 11.7115 0.887466
4158.26 0.607265 0.609872 11.6338 0.887299
4158.6 0.612265 0.614414 11.5569 0.887131
4158.94 0.617286 0.619049 11.4854 0.886963
4159.28 0.621919 0.623698 11.4217 0.886796
4159.62 0.625782 0.628292 11.3584 0.886629
4159.96 0.628622 0.632755 11.3216 0.886462
4160.3 0.631282 0.637004 11.2931 0.886295
4160.64 0.635149 0.640957 11.2579 0.886129
4160.98 0.640817 0.644536 11.1721 0.885963
4161.32 0.646616 0.647669 11.0873 0.885798
4161.66 0.650529 0.65029 11.0421 0.885634
4162.0 0.651925 0.652345 11.0403 0.88547
4162.34 0.651653 0.653803 11.0385 0.885307
4162.68 0.650567 0.654647 11.062 0.885145
4163.02 0.64901 0.654892 11.0909 0.884984
4163.36 0.647121 0.654583 11.1227 0.884824
4163.7 0.644981 0.653785 11.1671 0.884665
4164.05 0.642547 0.652558 11.2119 0.884507
4164.39 0.639768 0.650951 11.2588 0.88435
4164.73 0.636859 0.649 11.3077 0.884195
4165.07 0.634264 0.646729 11.3569 0.884041
4165.41 0.632329 0.644169 11.3923 0.883888
4165.75 0.63081 0.641368 11.4263 0.883737
4166.09 0.62927 0.638404 11.4611 0.883588
4166.43 0.627408 0.635372 11.4976 0.88344
4166.77 0.625176 0.632367 11.5342 0.883294
4167.11 0.622544 0.629464 11.5883 0.88315
4167.45 0.619347 0.626703 11.6532 0.883008
4167.79 0.615326 0.624089 11.7187 0.882868
4168.14 0.610514 0.621595 11.7836 0.882729
4168.48 0.6062 0.619162 11.8491 0.882593
4168.82 0.603976 0.616716 11.8987 0.882459
4169.16 0.604232 0.61419 11.9171 0.882328
4169.5 0.605544 0.611529 11.9356 0.882198
4169.84 0.606403 0.608691 11.9573 0.882072
4170.18 0.605951 0.60565 11.9803 0.881947
4170.52 0.603704 0.602397 12.0055 0.881825
4170.86 0.599569 0.598944 12.0578 0.881706
4171.21 0.594704 0.595321 12.1105 0.881589
4171.55 0.590491 0.591595 12.1628 0.881476
4171.89 0.587215 0.587865 12.2144 0.881365
4172.23 0.583852 0.584258 12.2663 0.881257
4172.57 0.579508 0.580895 12.346 0.881152
4172.91 0.574847 0.577871 12.4338 0.88105
4173.25 0.571242 0.575245 12.5115 0.880951
4173.6 0.569546 0.573041 12.5311 0.880856
4173.94 0.569298 0.571274 12.5508 0.880763
4174.28 0.569837 0.569961 12.5621 0.880675
4174.62 0.570582 0.569124 12.5657 0.880589
4174.96 0.571028 0.568788 12.5693 0.880507
4175.3 0.570814 0.568959 12.578 0.880429
4175.64 0.570361 0.569604 12.5873 0.880354
4175.99 0.570358 0.570641 12.5919 0.880283
4176.33 0.571236 0.571957 12.5822 0.880216
4176.67 0.572918 0.573445 12.5725 0.880153
4177.01 0.57524 0.57501 12.5604 0.880094
4177.35 0.577618 0.576592 12.5467 0.880038
4177.7 0.579165 0.578178 12.5331 0.879987
4178.04 0.579247 0.579782 12.5664 0.87994
4178.38 0.57833 0.581416 12.6005 0.879897
4178.72 0.577168 0.583086 12.632 0.879859
4179.06 0.576541 0.584789 12.6586 0.879825
4179.4 0.577271 0.586507 12.6853 0.879795
4179.75 0.580038 0.588219 12.6274 0.87977
4180.09 0.584152 0.589914 12.5376 0.87975
4180.43 0.588157 0.591602 12.4526 0.879734
4180.77 0.59101 0.593293 12.4072 0.879723
4181.11 0.592967 0.594993 12.362 0.879717
4181.46 0.594528 0.596699 12.3189 0.879716
4181.8 0.596089 0.598395 12.2781 0.87972
4182.14 0.597926 0.600051 12.2374 0.879729
4182.48 0.600258 0.601639 12.1955 0.879742
4182.83 0.602941 0.603138 12.1534 0.87976
4183.17 0.605681 0.604535 12.1147 0.879783
4183.51 0.608205 0.605814 12.089 0.879811
4183.85 0.610292 0.606946 12.0633 0.879843
4184.19 0.611737 0.60789 12.0571 0.87988
4184.54 0.612454 0.608601 12.0655 0.879921
4184.88 0.612459 0.609049 12.0739 0.879967
4185.22 0.611829 0.609226 12.0964 0.880017
4185.56 0.610909 0.609161 12.1198 0.880071
4185.91 0.610127 0.608931 12.1362 0.88013
4186.25 0.609977 0.608641 12.1369 0.880193
4186.59 0.61106 0.608391 12.1377 0.88026
4186.93 0.613884 0.608268 12.0935 0.880332
4187.28 0.617823 0.608326 12.0289 0.880407
4187.62 0.621548 0.608579 11.9667 0.880487
4187.96 0.624075 0.60902 11.9349 0.88057
4188.3 0.625619 0.609646 11.9032 0.880657
4188.65 0.626646 0.610469 11.8793 0.880749
4188.99 0.627631 0.611524 11.8655 0.880844
4189.33 0.629054 0.612859 11.8517 0.880943
4189.68 0.63127 0.614511 11.8303 0.881046
4190.02 0.633709 0.616479 11.807 0.881152
4190.36 0.635389 0.618713 11.788 0.881262
4190.7 0.635714 0.621106 11.7878 0.881376
4191.05 0.635001 0.623508 11.7877 0.881493
4191.39 0.633697 0.625744 11.8027 0.881613
4191.73 0.632114 0.627644 11.83 0.881737
4192.08 0.630453 0.629055 11.8575 0.881865
4192.42 0.628909 0.62986 11.8868 0.881995
4192.76 0.627682 0.629988 11.9164 0.882129
4193.1 0.626965 0.629404 11.9482 0.882267
4193.45 0.626547 0.628116 11.9848 0.882407
4193.79 0.625539 0.626162 12.0215 0.88255
4194.13 0.623094 0.623602 12.0719 0.882697
4194.48 0.619503 0.620504 12.1289 0.882846
4194.82 0.615767 0.616943 12.1853 0.882999
4195.16 0.612726 0.612991 12.226 0.883154
4195.51 0.610656 0.608713 12.267 0.883313
4195.85 0.609687 0.604173 12.301 0.883474
4196.19 0.609049 0.599442 12.326 0.883638
4196.54 0.606914 0.594603 12.351 0.883804
4196.88 0.601767 0.58976 12.4528 0.883973
4197.22 0.594732 0.58504 12.5733 0.884145
4197.57 0.588056 0.580593 12.6882 0.884319
4197.91 0.583146 0.576574 12.7738 0.884496
4198.25 0.579508 0.573116 12.8603 0.884675
4198.6 0.576418 0.570315 12.9225 0.884857
4198.94 0.573726 0.568219 12.9663 0.885041
4199.28 0.571756 0.566829 13.0104 0.885227
4199.63 0.570813 0.566098 13.008 0.885416
4199.97 0.571062 0.565976 13.0035 0.885607
4200.32 0.572624 0.56644 12.9875 0.885799
4200.66 0.575358 0.567489 12.9488 0.885994
4201.0 0.578721 0.569148 12.9103 0.886191
4201.35 0.582159 0.571455 12.8681 0.88639
4201.69 0.585354 0.574435 12.8246 0.886591
4202.03 0.588116 0.578059 12.7822 0.886794
4202.38 0.590474 0.582269 12.7487 0.886998
4202.72 0.593086 0.586981 12.7154 0.887205
4203.07 0.596699 0.592101 12.6684 0.887413
4203.41 0.601297 0.597545 12.6072 0.887623
4203.75 0.60607 0.603254 12.5464 0.887834
4204.1 0.610328 0.609181 12.4695 0.888047
4204.44 0.614331 0.615269 12.3907 0.888261
4204.79 0.618695 0.621457 12.3112 0.888477
4205.13 0.623857 0.627665 12.2283 0.888694
4205.47 0.629909 0.633792 12.1463 0.888913
4205.82 0.636867 0.639728 12.0613 0.889133
4206.16 0.644292 0.645379 11.9749 0.889354
4206.51 0.651427 0.650664 11.8898 0.889577
4206.85 0.657602 0.655509 11.8256 0.8898
4207.19 0.662508 0.659854 11.7619 0.890025
4207.54 0.665933 0.663646 11.7099 0.890251
4207.88 0.667987 0.666828 11.6747 0.890477
4208.23 0.669196 0.669361 11.6396 0.890705
4208.57 0.670071 0.671239 11.613 0.890934
4208.92 0.670774 0.672497 11.5886 0.891163
4209.26 0.671311 0.673206 11.5687 0.891393
4209.6 0.671498 0.673461 11.569 0.891624
4209.95 0.670709 0.673342 11.5694 0.891856
4210.29 0.66831 0.672887 11.606 0.892088
4210.64 0.664731 0.672093 11.6712 0.892321
4210.98 0.6613 0.670923 11.7369 0.892554
4211.33 0.659042 0.66934 11.7629 0.892788
4211.67 0.657424 0.667333 11.7868 0.893023
4212.02 0.655471 0.664948 11.8186 0.893257
4212.36 0.652711 0.662286 11.866 0.893492
4212.71 0.649446 0.659474 11.9137 0.893728
4213.05 0.646043 0.656645 11.9689 0.893963
4213.4 0.642892 0.653928 12.0271 0.894199
4213.74 0.640392 0.651429 12.0827 0.894435
4214.08 0.638674 0.649247 12.1143 0.89467
4214.43 0.637109 0.647489 12.146 0.894906
4214.77 0.634984 0.646277 12.1691 0.895142
4215.12 0.632823 0.645732 12.1837 0.895378
4215.46 0.632365 0.645956 12.1983 0.895614
4215.81 0.635005 0.647016 12.1262 0.895849
4216.15 0.639954 0.648924 12.0446 0.896084
4216.5 0.645685 0.651621 11.9688 0.896319
4216.84 0.651112 0.65501 11.9059 0.896554
4217.19 0.655925 0.658976 11.8434 0.896788
4217.53 0.659937 0.663394 11.7869 0.897022
4217.88 0.66343 0.668121 11.7334 0.897255
4218.22 0.666978 0.672995 11.6785 0.897488
4218.57 0.67099 0.677807 11.6004 0.89772
4218.91 0.675325 0.682274 11.523 0.897951
4219.26 0.679725 0.686056 11.4431 0.898182
4219.6 0.683784 0.6888 11.3604 0.898412
4219.95 0.68693 0.690194 11.2785 0.898641
4220.3 0.688687 0.690006 11.2411 0.898869
4220.64 0.689225 0.688117 11.2112 0.899097
4220.99 0.68896 0.684507 11.2019 0.899323
4221.33 0.68781 0.679233 11.255 0.899548
4221.68 0.684729 0.672384 11.3084 0.899773
4222.02 0.678639 0.664068 11.4212 0.899996
4222.37 0.66949 0.654404 11.5692 0.900218
4222.71 0.657933 0.643535 11.7221 0.900439
4223.06 0.644663 0.631644 11.9342 0.900658
4223.4 0.630465 0.618963 12.152 0.900877
4223.75 0.61614 0.605783 12.3758 0.901093
4224.1 0.602264 0.592441 12.6058 0.901309
4224.44 0.589149 0.579298 12.8422 0.901523
4224.79 0.577061 0.566725 13.063 0.901735
4225.13 0.566069 0.555089 13.2849 0.901946
4225.48 0.556161 0.544738 13.5045 0.902155
4225.82 0.547372 0.535996 13.7018 0.902363
4226.17 0.539841 0.529155 13.9035 0.902569
4226.52 0.533722 0.52446 14.0785 0.902773
4226.86 0.52919 0.52208 14.2375 0.902975
4227.21 0.526439 0.522079 14.3965 0.903176
4227.55 0.525716 0.524407 14.4182 0.903375
4227.9 0.527485 0.528894 14.4399 0.903572
4228.24 0.532234 0.535287 14.3782 0.903768
4228.59 0.539689 0.543275 14.2028 0.903962
4228.94 0.548626 0.552525 14.0305 0.904154
4229.28 0.557924 0.562709 13.8254 0.904345
4229.63 0.567576 0.573497 13.6168 0.904533
4229.97 0.578053 0.584531 13.4113 0.904721
4230.32 0.589514 0.595448 13.2042 0.904906
4230.67 0.601449 0.605887 13.0019 0.90509
4231.01 0.613243 0.615513 12.8213 0.905272
4231.36 0.623993 0.624053 12.6549 0.905452
4231.71 0.632585 0.631337 12.4928 0.905631
4232.05 0.638291 0.637301 12.3957 0.905808
4232.4 0.641888 0.641965 12.2998 0.905983
4232.74 0.644495 0.645412 12.2289 0.906157
4233.09 0.646599 0.647767 12.1917 0.906329
4233.44 0.647901 0.649172 12.1547 0.906499
4233.78 0.648148 0.649784 12.1469 0.906668
4234.13 0.647731 0.649774 12.1456 0.906835
4234.48 0.647313 0.649326 12.1439 0.907
4234.82 0.647353 0.648624 12.1413 0.907164
4235.17 0.647868 0.647844 12.1386 0.907326
4235.52 0.648802 0.647142 12.1371 0.907486
4235.86 0.649845 0.646631 12.1363 0.907644
4236.21 0.650507 0.646385 12.1356 0.907801
4236.56 0.650435 0.64645 12.1394 0.907956
4236.9 0.649821 0.64686 12.1432 0.90811
4237.25 0.648983 0.647657 12.1444 0.908262
4237.6 0.648454 0.648906 12.142 0.908412
4237.94 0.649016 0.6507 12.1396 0.90856
4238.29 0.651269 0.653129 12.1081 0.908707
4238.64 0.654489 0.656253 12.0709 0.908852
4238.98 0.657415 0.660082 12.0351 0.908996
4239.33 0.65952 0.664558 12.0032 0.909138
4239.68 0.661758 0.669569 11.9715 0.909278
4240.02 0.665204 0.674991 11.9104 0.909416
