Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4051.13,0.646132,0.273573,0.0,0.889824
4051.46,0.652423,0.31303,0.0,0.889887
4051.79,0.659784,0.3541,0.0,0.889951
4052.13,0.667341,0.395549,0.0,0.890015
4052.46,0.671743,0.434968,0.0,0.890078
4052.79,0.669625,0.469868,0.0,0.890142
4053.12,0.661632,0.498943,0.0,0.890206
4053.45,0.651755,0.522623,0.0,0.89027
4053.78,0.643551,0.542427,0.0,0.890334
4054.12,0.637262,0.559605,0.0,0.890398
4054.45,0.63186,0.574313,0.0,0.890462
4054.78,0.626572,0.58582,0.0,0.890526
4055.11,0.621294,0.593268,0.0,0.89059
4055.44,0.616042,0.596477,0.0,0.890654
4055.77,0.611108,0.596307,0.0,0.890719
4056.11,0.60712,0.594183,0.0,0.890783
4056.44,0.604615,0.591359,0.0,0.890848
4056.77,0.603049,0.588657,0.0,0.890912
4057.1,0.601269,0.586573,0.0,0.890977
4057.43,0.598427,0.585398,0.0,0.891042
4057.77,0.594895,0.58523,0.0,0.891108
4058.1,0.591342,0.58592,0.0,0.891173
4058.43,0.58823,0.587145,0.0,0.891238
4058.76,0.585659,0.588617,0.0,0.891304
4059.09,0.583724,0.590153,0.0,0.89137
4059.43,0.582976,0.59158,2.44732,0.891436
4059.76,0.584336,0.592741,2.43804,0.891502
4060.09,0.588252,0.593321,2.44169,0.891569
4060.42,0.592348,0.592984,2.4472,0.891636
4060.76,0.593233,0.591485,2.45203,0.891702
4061.09,0.58931,0.588772,2.45329,0.89177
4061.42,0.583403,0.584984,2.45456,0.891837
4061.75,0.578926,0.580401,2.45593,0.891905
4062.08,0.577029,0.575448,2.45742,0.891973
4062.42,0.576331,0.570627,2.45891,0.892041
4062.75,0.57538,0.566266,2.46765,0.892109
4063.08,0.573283,0.562325,2.47888,0.892178
4063.41,0.569434,0.558653,2.49023,0.892247
4063.75,0.563783,0.555357,2.50284,0.892316
4064.08,0.558239,0.552767,2.51555,0.892386
4064.41,0.555124,0.551203,2.5233,0.892456
4064.74,0.555476,0.550605,2.52106,0.892526
4065.08,0.558353,0.551536,2.51882,0.892597
4065.41,0.56268,0.554022,2.51051,0.892668
4065.74,0.567884,0.558,2.49868,0.892739
4066.07,0.573752,0.563315,2.48694,0.892811
4066.41,0.580063,0.569728,2.47167,0.892883
4066.74,0.586515,0.576937,2.45623,0.892955
4067.07,0.592778,0.584594,2.44172,0.893028
4067.41,0.59832,0.592324,2.4301,0.893101
4067.74,0.602174,0.599735,2.41855,0.893175
4068.07,0.603377,0.606444,2.42042,0.893249
4068.4,0.602181,0.612102,2.43501,0.893323
4068.74,0.600012,0.616435,2.44974,0.893398
