Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4051.13,0.566812,0.264604,0.0,0.890462
4051.46,0.569846,0.288639,0.0,0.88975
4051.79,0.571998,0.312806,0.0,0.889039
4052.13,0.572966,0.336341,0.0,0.888327
4052.46,0.572689,0.358704,0.0,0.887616
4052.79,0.571167,0.379833,0.0,0.886905
4053.12,0.56895,0.400122,0.0,0.886194
4053.45,0.567048,0.420026,0.0,0.885484
4053.78,0.566282,0.439447,0.0,0.884775
4054.12,0.566193,0.457577,0.0,0.884066
4054.45,0.565838,0.473514,0.0,0.883357
4054.78,0.56451,0.487013,0.0,0.882649
4055.11,0.562133,0.498611,0.0,0.881942
4055.44,0.558746,0.509065,0.0,0.881236
4055.77,0.554773,0.518667,0.0,0.880531
4056.11,0.5511,0.527051,0.0,0.879827
4056.44,0.548559,0.533651,0.0,0.879124
4056.77,0.547166,0.538294,0.0,0.878422
4057.1,0.546475,0.541351,0.0,0.877722
4057.43,0.546081,0.543445,0.0,0.877022
4057.77,0.545751,0.545045,0.0,0.876324
4058.1,0.545299,0.54627,0.0,0.875627
4058.43,0.54454,0.546953,0.0,0.874932
4058.76,0.543303,0.546911,0.0,0.874239
4059.09,0.541436,0.546169,0.0,0.873547
4059.43,0.539091,0.544929,9.19792,0.872857
4059.76,0.536671,0.543547,9.22675,0.872168
4060.09,0.534531,0.542278,9.24855,0.871482
4060.42,0.532737,0.541276,9.2694,0.870797
4060.76,0.53125,0.540501,9.29222,0.870115
4061.09,0.530059,0.539595,9.32476,0.869434
4061.42,0.529228,0.538089,9.35746,0.868756
4061.75,0.528831,0.535883,9.37304,0.86808
4062.08,0.528872,0.533288,9.3681,0.867406
4062.42,0.529272,0.530648,9.36317,0.866734
4062.75,0.52994,0.528172,9.35181,0.866065
4063.08,0.530675,0.525982,9.33831,0.865399
4063.41,0.531223,0.524182,9.3258,0.864735
4063.75,0.531379,0.522983,9.33519,0.864073
4064.08,0.531114,0.523147,9.34459,0.863415
4064.41,0.530442,0.527694,9.35342,0.862759
4064.74,0.5295,0.527367,9.36108,0.862106
4065.08,0.528614,0.527389,9.36875,0.861456
4065.41,0.528119,0.527745,9.37085,0.860809
4065.74,0.528194,0.528426,9.36965,0.860165
4066.07,0.528917,0.529423,9.36846,0.859524
4066.41,0.530313,0.530711,9.3432,0.858887
4066.74,0.532189,0.532261,9.31604,0.858252
4067.07,0.534278,0.534047,9.28187,0.857622
4067.41,0.536526,0.536054,9.22248,0.856994
4067.74,0.539317,0.538251,9.16366,0.85637
4068.07,0.543057,0.540588,9.10725,0.85575
4068.4,0.547359,0.542987,9.0531,0.855133
4068.74,0.551072,0.545346,8.99942,0.85452
