Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4051.13,0.692127,0.301367,0.0,0.89307
4051.46,0.694394,0.342822,0.0,0.893059
4051.79,0.691012,0.38266,0.0,0.893049
4052.13,0.681905,0.421951,0.0,0.893039
4052.46,0.671829,0.461058,0.0,0.893028
4052.79,0.665792,0.498341,0.0,0.893018
4053.12,0.664615,0.531504,0.0,0.893008
4053.45,0.665641,0.55906,0.0,0.892997
4053.78,0.666364,0.580358,0.0,0.892987
4054.12,0.665888,0.595466,0.0,0.892977
4054.45,0.663935,0.604873,0.0,0.892967
4054.78,0.660412,0.611167,0.0,0.892957
4055.11,0.655702,0.617832,0.0,0.892947
4055.44,0.65027,0.62493,0.0,0.892937
4055.77,0.644656,0.629731,0.0,0.892927
4056.11,0.639487,0.630258,0.0,0.892918
4056.44,0.635358,0.627475,0.0,0.892908
4056.77,0.632489,0.624637,0.0,0.892899
4057.1,0.630891,0.622537,0.0,0.89289
4057.43,0.630501,0.62127,0.0,0.892881
4057.77,0.630981,0.62085,0.0,0.892872
4058.1,0.631922,0.621416,0.0,0.892863
4058.43,0.632957,0.622925,0.0,0.892854
4058.76,0.633795,0.624631,0.0,0.892846
4059.09,0.634155,0.626105,0.0,0.892837
4059.43,0.633887,0.627374,6.01381,0.892829
4059.76,0.632943,0.628019,6.02119,0.892821
4060.09,0.631288,0.628226,6.03952,0.892814
4060.42,0.62895,0.62811,6.05951,0.892806
4060.76,0.625978,0.627121,6.08057,0.892799
4061.09,0.622465,0.624448,6.10663,0.892792
4061.42,0.618601,0.620378,6.13285,0.892785
4061.75,0.614589,0.615287,6.16954,0.892778
4062.08,0.610424,0.609438,6.21893,0.892772
4062.42,0.605875,0.603162,6.26891,0.892766
4062.75,0.600833,0.596842,6.31762,0.89276
4063.08,0.596363,0.590864,6.36627,0.892754
4063.41,0.594134,0.585568,6.41403,0.892749
4063.75,0.594903,0.581249,6.42845,0.892744
4064.08,0.596181,0.578223,6.44292,0.892739
4064.41,0.594802,0.579835,6.46767,0.892735
4064.74,0.589949,0.579661,6.51306,0.892731
4065.08,0.584442,0.581099,6.55892,0.892727
4065.41,0.581279,0.584144,6.57166,0.892724
4065.74,0.581695,0.588677,6.56463,0.89272
4066.07,0.585662,0.594466,6.55762,0.892718
4066.41,0.592849,0.601172,6.50496,0.892715
4066.74,0.601522,0.608385,6.44919,0.892713
4067.07,0.609515,0.615686,6.39582,0.892711
4067.41,0.615546,0.622718,6.34912,0.89271
4067.74,0.620225,0.629205,6.30292,0.892709
4068.07,0.624377,0.634948,6.26899,0.892708
4068.4,0.628337,0.63979,6.24641,0.892708
4068.74,0.631963,0.643611,6.22396,0.892708
4069.07,0.635123,0.646314,6.20265,0.892708
4069.4,0.637901,0.64783,6.18169,0.892709
4069.74,0.640473,0.648157,6.16158,0.892711
4070.07,0.64285,0.647405,6.14776,0.892713
4070.4,0.644561,0.645799,6.13398,0.892715
4070.73,0.645061,0.643647,6.13208,0.892718
4071.07,0.644199,0.641286,6.14772,0.892721
4071.4,0.64234,0.63903,6.16342,0.892724
4071.73,0.639891,0.63711,6.17728,0.892728
4072.07,0.637379,0.635641,6.19038,0.892733
4072.4,0.635397,0.63464,6.20353,0.892738
4072.73,0.634347,0.634043,6.224,0.892743
4073.07,0.633856,0.633734,6.24458,0.892749
4073.4,0.633354,0.633552,6.26649,0.892756
4073.73,0.632399,0.633294,6.29142,0.892763
4074.07,0.630753,0.632729,6.31649,0.892771
4074.4,0.628229,0.63163,6.34305,0.892779
4074.73,0.625112,0.629818,6.37068,0.892787
4075.07,0.622046,0.627207,6.39848,0.892796
4075.4,0.619601,0.623859,6.42861,0.892806
4075.73,0.617885,0.620003,6.4592,0.892816
4076.07,0.616852,0.615988,6.48522,0.892827
4076.4,0.616407,0.612223,6.49234,0.892839
4076.73,0.616348,0.609114,6.49946,0.892851
4077.07,0.616466,0.607006,6.498,0.892863
4077.4,0.616714,0.606141,6.48804,0.892876
4077.73,0.617207,0.606672,6.4781,0.89289
4078.07,0.618107,0.608679,6.47117,0.892905
4078.4,0.619866,0.612182,6.46498,0.89292
4078.74,0.623065,0.617133,6.4541,0.892935
4079.07,0.628044,0.623419,6.40448,0.892952
4079.4,0.634442,0.630835,6.35543,0.892968
4079.74,0.641774,0.639081,6.30046,0.892986
4080.07,0.649631,0.647783,6.23706,0.893004
4080.4,0.657701,0.656527,6.1746,0.893023
