Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4051.13,0.690315,0.301229,0.0,0.835307
4051.46,0.690952,0.354161,0.0,0.83546
4051.79,0.692726,0.405045,0.0,0.835613
4052.13,0.695808,0.452608,0.0,0.835766
4052.46,0.699664,0.495698,0.0,0.835919
4052.79,0.703652,0.532964,0.0,0.836073
4053.12,0.706492,0.564708,0.0,0.836226
4053.45,0.706374,0.590319,0.0,0.836379
4053.78,0.701857,0.610376,0.0,0.836533
4054.12,0.693902,0.625028,0.0,0.836686
4054.45,0.684385,0.634877,0.0,0.836839
4054.78,0.67483,0.639668,0.0,0.836993
4055.11,0.665825,0.639917,0.0,0.837146
4055.44,0.657804,0.636914,0.0,0.8373
4055.77,0.651169,0.632867,0.0,0.837454
4056.11,0.646274,0.629061,0.0,0.837607
4056.44,0.643378,0.625639,0.0,0.837761
4056.77,0.641804,0.622734,0.0,0.837915
4057.1,0.640349,0.620512,0.0,0.838069
4057.43,0.638189,0.619198,0.0,0.838223
4057.77,0.636012,0.619517,0.0,0.838377
4058.1,0.634871,0.62185,0.0,0.838531
4058.43,0.635246,0.62475,0.0,0.838685
4058.76,0.636632,0.627814,0.0,0.83884
4059.09,0.638417,0.631539,0.0,0.838994
4059.43,0.639794,0.635468,1.37717,0.839149
4059.76,0.639804,0.639021,1.38141,0.839303
4060.09,0.637751,0.641591,1.39077,0.839458
4060.42,0.634512,0.64263,1.40097,0.839613
4060.76,0.631529,0.641753,1.41081,0.839768
4061.09,0.62955,0.638806,1.41833,0.839923
4061.42,0.627598,0.63388,1.42591,0.840079
4061.75,0.624468,0.627307,1.43399,0.840234
4062.08,0.619744,0.619599,1.44268,0.84039
4062.42,0.613898,0.611384,1.45144,0.840545
4062.75,0.607473,0.603267,1.45894,0.840701
4063.08,0.601219,0.595818,1.46605,0.840857
4063.41,0.595993,0.589511,1.47304,0.841014
4063.75,0.592397,0.584671,1.47622,0.84117
4064.08,0.590126,0.581493,1.4794,0.841327
4064.41,0.588683,0.580056,1.48447,0.841483
4064.74,0.588054,0.580352,1.49333,0.84164
4065.08,0.588975,0.582317,1.50227,0.841797
4065.41,0.592182,0.585856,1.50096,0.841955
4065.74,0.597538,0.590858,1.4936,0.842112
4066.07,0.604284,0.597179,1.4863,0.84227
4066.41,0.611658,0.604634,1.47036,0.842428
4066.74,0.618956,0.612964,1.45398,0.842586
4067.07,0.625492,0.62181,1.4392,0.842744
4067.41,0.630942,0.630709,1.42941,0.842903
4067.74,0.635741,0.639127,1.41972,0.843062
4068.07,0.640387,0.646516,1.41176,0.843221
4068.4,0.644537,0.652387,1.40538,0.84338
4068.74,0.647035,0.656387,1.39905,0.843539
4069.07,0.646901,0.658365,1.39923,0.843699
4069.4,0.644633,0.658389,1.40093,0.843859
4069.74,0.641376,0.656724,1.40299,0.844019
4070.07,0.638213,0.653778,1.40808,0.84418
4070.4,0.636049,0.650045,1.4132,0.84434
4070.73,0.635734,0.646043,1.41595,0.844501
4071.07,0.637257,0.642247,1.41517,0.844663
4071.4,0.639496,0.639052,1.41439,0.844824
4071.73,0.641287,0.636752,1.4105,0.844986
4072.07,0.641757,0.635507,1.40532,0.845148
4072.4,0.640205,0.635327,1.40016,0.84531
4072.73,0.636438,0.636069,1.40176,0.845473
4073.07,0.632286,0.637451,1.40336,0.845636
4073.4,0.630073,0.639081,1.40389,0.845799
4073.73,0.631012,0.640509,1.40194,0.845963
4074.07,0.634442,0.641287,1.4,0.846127
4074.4,0.639452,0.641032,1.39524,0.846291
4074.73,0.644148,0.639469,1.38865,0.846455
4075.07,0.645881,0.636473,1.3821,0.84662
4075.4,0.642652,0.63208,1.38566,0.846785
4075.73,0.636101,0.626494,1.39037,0.846951
4076.07,0.629087,0.620082,1.39555,0.847117
4076.4,0.623557,0.613348,1.40254,0.847283
4076.73,0.619423,0.6069,1.40958,0.847449
4077.07,0.616336,0.601394,1.41491,0.847616
4077.4,0.614316,0.597475,1.4185,0.847783
4077.73,0.613748,0.595695,1.42211,0.847951
4078.07,0.614911,0.596436,1.42127,0.848119
4078.4,0.617216,0.599868,1.41936,0.848287
4078.74,0.619684,0.605922,1.4167,0.848456
4079.07,0.622049,0.614289,1.40785,0.848625
4079.4,0.626109,0.624467,1.39909,0.848794
4079.74,0.633974,0.635821,1.3885,0.848964
4080.07,0.645438,0.64765,1.37533,0.849134
4080.4,0.657372,0.659251,1.36234,0.849305
4080.74,0.666643,0.669976,1.35218,0.849476
4081.07,0.671969,0.679287,1.34317,0.849647
4081.41,0.673113,0.686782,1.33434,0.849819
4081.74,0.670572,0.692217,1.32996,0.849991
4082.07,0.667551,0.695521,1.32559,0.850164
4082.41,0.667864,0.6968,1.32041,0.850337
4082.74,0.673052,0.696315,1.31353,0.85051
4083.08,0.681041,0.694459,1.30671,0.850684
4083.41,0.689505,0.691721,1.29881,0.850858
4083.74,0.697069,0.688639,1.29033,0.851033
4084.08,0.703025,0.685753,1.28194,0.851208
4084.41,0.706772,0.683557,1.27932,0.851384
4084.75,0.708143,0.682464,1.2771,0.85156
4085.08,0.707106,0.682772,1.27643,0.851737
4085.42,0.704302,0.684646,1.28055,0.851914
4085.75,0.701706,0.688109,1.2847,0.852091
4086.08,0.70135,0.693054,1.2881,0.852269
4086.42,0.703395,0.699256,1.29087,0.852448
4086.75,0.706366,0.7064,1.29365,0.852627
4087.09,0.708952,0.714104,1.29116,0.852806
4087.42,0.711196,0.721958,1.2878,0.852986
4087.76,0.713654,0.72954,1.28412,0.853167
4088.09,0.716737,0.736451,1.27876,0.853348
4088.42,0.720503,0.742335,1.27343,0.853529
4088.76,0.724935,0.746908,1.26973,0.853711
4089.09,0.729554,0.74998,1.2678,0.853893
4089.43,0.73339,0.751484,1.26586,0.854076
4089.76,0.735649,0.751485,1.26593,0.85426
4090.1,0.737115,0.750176,1.26653,0.854444
4090.43,0.739303,0.747829,1.26658,0.854628
4090.77,0.743078,0.744755,1.26153,0.854813
4091.1,0.747345,0.741249,1.2565,0.854999
4091.44,0.750654,0.737549,1.25423,0.855185
4091.77,0.752039,0.733804,1.25593,0.855372
4092.11,0.751151,0.73007,1.25763,0.855559
4092.44,0.747663,0.726323,1.26866,0.855747
4092.78,0.741078,0.722489,1.28354,0.855935
4093.11,0.73081,0.718451,1.29881,0.856124
4093.45,0.717043,0.714075,1.31826,0.856314
4093.78,0.70279,0.709237,1.33814,0.856504
4094.12,0.691659,0.703846,1.3547,0.856695
4094.45,0.684918,0.697862,1.3643,0.856886
4094.79,0.680306,0.691321,1.374,0.857078
4095.12,0.675406,0.684338,1.38192,0.85727
4095.46,0.669414,0.677092,1.38892,0.857463
4095.79,0.662589,0.669786,1.39598,0.857657
4096.13,0.655515,0.662613,1.40476,0.857851
4096.46,0.650097,0.655708,1.41367,0.858045
4096.8,0.648571,0.649102,1.42138,0.85824
4097.13,0.650368,0.642711,1.42594,0.858436
4097.47,0.649991,0.636352,1.43053,0.858632
4097.8,0.641868,0.629779,1.44333,0.858829
4098.14,0.626772,0.622733,1.46183,0.859026
4098.47,0.610331,0.615005,1.48069,0.859224
4098.81,0.597372,0.606484,1.50402,0.859422
4099.14,0.58797,0.597189,1.52829,0.85962
4099.48,0.580681,0.587274,1.55069,0.859819
4099.81,0.574346,0.577024,1.56539,0.860019
4100.15,0.568373,0.566823,1.58031,0.860219
4100.48,0.562289,0.557124,1.59027,0.860419
4100.82,0.556434,0.548405,1.59608,0.86062
4101.16,0.551862,0.541137,1.60193,0.860821
4101.49,0.549384,0.535755,1.60777,0.861023
4101.83,0.548233,0.532622,1.61363,0.861225
4102.16,0.547058,0.532,1.61974,0.861427
4102.5,0.545253,0.534022,1.62686,0.86163
4102.83,0.543936,0.53868,1.63402,0.861834
4103.17,0.544484,0.545821,1.63395,0.862037
4103.51,0.548675,0.555161,1.62683,0.862241
4103.84,0.558683,0.566306,1.61975,0.862446
4104.18,0.575958,0.578784,1.58899,0.86265
4104.51,0.596926,0.592081,1.55428,0.862855
4104.85,0.615915,0.60567,1.5219,0.863061
4105.18,0.629196,0.619041,1.4975,0.863266
4105.52,0.63814,0.631732,1.47369,0.863472
4105.86,0.644912,0.643352,1.4575,0.863679
4106.19,0.650856,0.653601,1.44963,0.863885
4106.53,0.656417,0.662281,1.44182,0.864092
4106.86,0.661957,0.669302,1.43473,0.8643
4107.2,0.66753,0.674681,1.42786,0.864507
4107.54,0.673049,0.678512,1.42123,0.864715
4107.87,0.678248,0.680944,1.41622,0.864923
4108.21,0.682352,0.682162,1.41124,0.865131
4108.54,0.684523,0.68238,1.4081,0.86534
4108.88,0.684754,0.681824,1.40737,0.865549
4109.22,0.684041,0.680744,1.40665,0.865758
4109.55,0.68339,0.679418,1.40709,0.865967
4109.89,0.683388,0.678139,1.40792,0.866176
4110.23,0.684405,0.677182,1.40863,0.866386
4110.56,0.686483,0.676782,1.40791,0.866596
4110.9,0.688609,0.67711,1.40719,0.866806
4111.23,0.6896,0.678255,1.40684,0.867016
4111.57,0.689586,0.680222,1.40703,0.867226
4111.91,0.690411,0.682962,1.40723,0.867437
4112.24,0.693732,0.686391,1.40799,0.867648
4112.58,0.698375,0.690408,1.40896,0.867859
4112.92,0.70161,0.694913,1.41003,0.86807
4113.25,0.701729,0.699805,1.41286,0.868281
4113.59,0.700617,0.704969,1.41569,0.868492
4113.93,0.7009,0.710255,1.41593,0.868704
4114.26,0.703927,0.71547,1.41187,0.868915
4114.6,0.709272,0.720378,1.40783,0.869127
4114.94,0.716343,0.724704,1.40039,0.869339
4115.27,0.724172,0.728163,1.39158,0.86955
4115.61,0.731566,0.730508,1.38291,0.869762
4115.95,0.737525,0.731569,1.37602,0.869974
4116.28,0.741743,0.731283,1.36919,0.870186
4116.62,0.744078,0.729712,1.36528,0.870398
4116.96,0.74427,0.727035,1.36658,0.870611
4117.29,0.741898,0.723519,1.36788,0.870823
4117.63,0.736548,0.719476,1.37573,0.871035
4117.97,0.728066,0.715228,1.3867,0.871247
4118.3,0.716452,0.711063,1.39783,0.871459
4118.64,0.702665,0.70722,1.41114,0.871672
4118.98,0.691323,0.703871,1.42464,0.871884
4119.32,0.68784,0.701114,1.43174,0.872096
4119.65,0.692744,0.698983,1.42629,0.872308
4119.99,0.699186,0.697464,1.42088,0.872521
4120.33,0.700299,0.696527,1.42281,0.872733
4120.66,0.695993,0.696138,1.42833,0.872945
4121.0,0.690482,0.696281,1.43384,0.873157
4121.34,0.687362,0.696957,1.42992,0.873369
4121.68,0.687519,0.698174,1.426,0.873581
4122.01,0.691154,0.699922,1.42085,0.873793
4122.35,0.697732,0.702149,1.41323,0.874005
4122.69,0.705578,0.704757,1.40567,0.874217
4123.02,0.712962,0.707618,1.39962,0.874428
4123.36,0.718643,0.710581,1.39432,0.87464
4123.7,0.721697,0.71348,1.38906,0.874851
4124.04,0.721454,0.716151,1.38839,0.875062
4124.37,0.718253,0.718446,1.38773,0.875274
4124.71,0.712696,0.720233,1.38869,0.875485
4125.05,0.705871,0.721408,1.39294,0.875696
4125.39,0.699632,0.721904,1.39721,0.875906
4125.72,0.695802,0.721701,1.40411,0.876117
4126.06,0.695117,0.720824,1.41239,0.876327
4126.4,0.697601,0.719344,1.42075,0.876538
4126.74,0.702655,0.717358,1.4162,0.876748
4127.07,0.707222,0.714974,1.41165,0.876957
4127.41,0.707673,0.712294,1.40925,0.877167
4127.75,0.7031,0.709399,1.41113,0.877377
4128.09,0.696831,0.706334,1.41302,0.877586
4128.43,0.692298,0.703104,1.4195,0.877795
4128.76,0.689949,0.699674,1.42835,0.878004
4129.1,0.688306,0.695992,1.43728,0.878212
4129.44,0.686007,0.692005,1.44794,0.878421
4129.78,0.682276,0.687674,1.45871,0.878629
4130.11,0.676498,0.682981,1.46817,0.878836
4130.45,0.669143,0.677938,1.47489,0.879044
4130.79,0.662339,0.672605,1.48166,0.879251
4131.13,0.658186,0.667105,1.48426,0.879458
4131.47,0.656896,0.661629,1.48487,0.879665
4131.8,0.657496,0.656445,1.48545,0.879871
4132.14,0.659091,0.65189,1.48439,0.880077
4132.48,0.661156,0.648332,1.48334,0.880283
4132.82,0.663255,0.646104,1.4834,0.880488
4133.16,0.664957,0.645453,1.48552,0.880693
4133.5,0.665839,0.646515,1.48764,0.880898
4133.83,0.665625,0.649312,1.48768,0.881102
4134.17,0.665616,0.653756,1.48679,0.881306
4134.51,0.668064,0.659676,1.4857,0.88151
4134.85,0.674202,0.666851,1.47801,0.881713
4135.19,0.681472,0.675015,1.47038,0.881916
4135.53,0.686493,0.683854,1.46472,0.882119
4135.86,0.688034,0.693017,1.46237,0.882321
4136.2,0.687882,0.702152,1.46001,0.882522
4136.54,0.688051,0.710941,1.45576,0.882724
4136.88,0.690506,0.719135,1.45076,0.882924
4137.22,0.697184,0.726575,1.44528,0.883125
4137.56,0.708843,0.733184,1.43058,0.883325
4137.89,0.722188,0.738927,1.4161,0.883524
4138.23,0.733106,0.743756,1.40363,0.883723
4138.57,0.73959,0.747571,1.39406,0.883922
4138.91,0.742427,0.750199,1.38458,0.88412
4139.25,0.74256,0.751395,1.38355,0.884317
4139.59,0.74058,0.750883,1.38557,0.884514
4139.93,0.736884,0.748415,1.38821,0.88471
4140.26,0.732055,0.743821,1.39833,0.884905
4140.6,0.727262,0.737065,1.40856,0.8851
4140.94,0.723743,0.728283,1.41946,0.885294
4141.28,0.721061,0.717797,1.43126,0.885487
4141.62,0.716713,0.706096,1.44321,0.885679
