log[Age(Myr)] 3664_SAD
2.6989700043360187 6.32626e-06
2.7484376745664973 4.11915e-06
2.7979056993527007 1.73305e-06
2.8473739733267314 2.43247e-07
2.8968413524209744 7.99906e-07
2.9463092780221425 1.69008e-06
2.9957773040840703 1.80823e-05
3.045244720478147 5.3766e-05
3.0947121423588384 0.000229178
3.1441817643668375 0.000335375
3.1936476637667615 0.000322264
3.243117455274604 0.000447507
3.292583884255552 0.000516623
3.3420533735347466 0.000331071
3.3915208329544204 0.000281572
3.440987751476157 5.4773e-05
3.490455735894072 0.000976243
3.539923776965465 0.00209272
3.5893921410106087 0.00273073
3.6388594973752038 0.00254555
3.688328147713719 0.0043281
3.7377959405311976 0.00679705
3.7872634741087965 0.0128473
3.836731629478519 0.0221821
3.8861995939089495 0.0327221
3.9356674516452066 0.0489106
3.985135349823362 0.0916869
4.034604395322679 0.165376
4.084071989200302 0.269871
4.133538908370218 0.33427
