Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4051.13,0.679224,0.308936,0.0,0.830279
4051.46,0.680922,0.357454,0.0,0.830638
4051.79,0.678503,0.401582,0.0,0.830997
4052.13,0.671541,0.443983,0.0,0.831355
4052.46,0.662474,0.487784,0.0,0.831714
4052.79,0.653992,0.533067,0.0,0.832072
4053.12,0.647978,0.575558,0.0,0.832431
4053.45,0.645647,0.610225,0.0,0.832789
4053.78,0.647637,0.632258,0.0,0.833147
4054.12,0.651154,0.640798,0.0,0.833506
4054.45,0.652092,0.639858,0.0,0.833864
4054.78,0.647756,0.636076,0.0,0.834222
4055.11,0.63917,0.632583,0.0,0.83458
4055.44,0.628034,0.629976,0.0,0.834938
4055.77,0.618393,0.628395,0.0,0.835296
4056.11,0.617104,0.626699,0.0,0.835654
4056.44,0.629685,0.623784,0.0,0.836011
4056.77,0.646964,0.620223,0.0,0.836369
4057.1,0.651502,0.617411,0.0,0.836726
4057.43,0.632406,0.615827,0.0,0.837083
4057.77,0.604875,0.615726,0.0,0.83744
4058.1,0.59037,0.617128,0.0,0.837797
4058.43,0.59788,0.619844,0.0,0.838154
4058.76,0.614949,0.623568,0.0,0.83851
4059.09,0.627611,0.627919,0.0,0.838867
4059.43,0.631593,0.63247,0.217367,0.839223
4059.76,0.630388,0.63675,0.217324,0.839578
4060.09,0.627517,0.640236,0.217433,0.839934
4060.42,0.625362,0.642342,0.217564,0.84029
4060.76,0.625886,0.64264,0.217709,0.840645
4061.09,0.629199,0.641364,0.217927,0.841
4061.42,0.630846,0.638157,0.218144,0.841354
4061.75,0.62583,0.632267,0.218716,0.841709
4062.08,0.613417,0.623884,0.219713,0.842063
4062.42,0.59764,0.614252,0.220716,0.842417
4062.75,0.582895,0.604646,0.22155,0.84277
4063.08,0.574551,0.596053,0.222329,0.843124
4063.41,0.57848,0.589078,0.222995,0.843477
4063.75,0.596565,0.584031,0.220984,0.843829
4064.08,0.61658,0.581024,0.218999,0.844182
4064.41,0.623368,0.579935,0.217406,0.844534
4064.74,0.612892,0.580595,0.21655,0.844885
4065.08,0.598297,0.582915,0.215699,0.845237
4065.41,0.593315,0.586906,0.214169,0.845588
4065.74,0.599747,0.592605,0.212255,0.845938
4066.07,0.610877,0.599965,0.210367,0.846289
4066.41,0.620908,0.608758,0.210035,0.846639
4066.74,0.629645,0.618548,0.209833,0.846988
4067.07,0.638644,0.628744,0.209592,0.847337
4067.41,0.648621,0.638698,0.209213,0.847686
4067.74,0.658501,0.647797,0.208836,0.848034
4068.07,0.666957,0.655547,0.208581,0.848382
4068.4,0.672182,0.661594,0.208442,0.848729
4068.74,0.671904,0.665711,0.208302,0.849076
4069.07,0.664431,0.667788,0.208695,0.849423
4069.4,0.652345,0.667856,0.209215,0.849769
4069.74,0.640099,0.66611,0.209698,0.850115
4070.07,0.631748,0.662922,0.209849,0.85046
4070.4,0.630164,0.658815,0.209999,0.850804
4070.73,0.637884,0.654393,0.209492,0.851149
4071.07,0.652707,0.650234,0.208023,0.851492
4071.4,0.666344,0.646775,0.20657,0.851835
4071.73,0.67092,0.644265,0.205875,0.852178
4072.07,0.666954,0.642786,0.205498,0.85252
4072.4,0.659896,0.642296,0.205124,0.852862
4072.73,0.654023,0.642705,0.207805,0.853203
4073.07,0.648675,0.64391,0.21054,0.853543
4073.4,0.641975,0.645756,0.213078,0.853883
4073.73,0.633415,0.647966,0.215069,0.854223
4074.07,0.624806,0.650088,0.217088,0.854562
4074.4,0.618112,0.65151,0.218474,0.8549
4074.73,0.614189,0.651546,0.219428,0.855237
4075.07,0.613042,0.649626,0.220389,0.855574
4075.4,0.614595,0.645483,0.220916,0.855911
4075.73,0.618462,0.639264,0.221397,0.856247
4076.07,0.624146,0.631529,0.221905,0.856582
4076.4,0.630637,0.623152,0.222518,0.856917
4076.73,0.635765,0.615135,0.223134,0.85725
4077.07,0.6373,0.608415,0.223787,0.857584
4077.4,0.63514,0.603739,0.224475,0.857916
4077.73,0.631299,0.601631,0.225167,0.858248
4078.07,0.628179,0.602397,0.225021,0.85858
4078.4,0.630323,0.606153,0.224672,0.85891
4078.74,0.643221,0.612826,0.224063,0.85924
4079.07,0.667638,0.622144,0.221323,0.859569
4079.4,0.690585,0.633616,0.218632,0.859898
4079.74,0.696957,0.646514,0.218012,0.860226
4080.07,0.68536,0.659931,0.220334,0.860553
4080.4,0.671739,0.672905,0.222693,0.860879
4080.74,0.671518,0.684578,0.222129,0.861205
4081.07,0.684064,0.694291,0.220406,0.861529
4081.41,0.699626,0.70167,0.218742,0.861853
4081.74,0.710176,0.706631,0.21917,0.862177
4082.07,0.714589,0.709319,0.219599,0.862499
4082.41,0.713386,0.71,0.220221,0.862821
4082.74,0.707889,0.709009,0.22125,0.863142
4083.08,0.700686,0.706714,0.222286,0.863462
4083.41,0.694406,0.703517,0.222849,0.863781
4083.74,0.690619,0.699866,0.223133,0.8641
4084.08,0.690148,0.696275,0.223417,0.864418
4084.41,0.693622,0.693302,0.222823,0.864734
4084.75,0.700821,0.691483,0.222172,0.86505
4085.08,0.71126,0.691253,0.2214,0.865366
4085.42,0.72382,0.692876,0.220249,0.86568
4085.75,0.736114,0.696418,0.219107,0.865993
4086.08,0.74564,0.701747,0.217973,0.866306
4086.42,0.750472,0.70855,0.216848,0.866618
4086.75,0.749187,0.716403,0.215731,0.866928
4087.09,0.741224,0.724842,0.218299,0.867238
4087.42,0.731212,0.733402,0.221538,0.867547
4087.76,0.725742,0.741641,0.224087,0.867855
4088.09,0.728443,0.749182,0.222882,0.868162
4088.42,0.735685,0.75572,0.221686,0.868468
4088.76,0.742821,0.761,0.220859,0.868774
4089.09,0.747153,0.764813,0.220429,0.869078
4089.43,0.748047,0.767016,0.220001,0.869381
4089.76,0.745154,0.767549,0.220508,0.869684
4090.1,0.739522,0.766457,0.221274,0.869985
4090.43,0.732846,0.763931,0.222049,0.870285
4090.77,0.72662,0.760328,0.222881,0.870585
4091.1,0.721705,0.756123,0.223717,0.870883
4091.44,0.718826,0.751807,0.224286,0.871181
4091.77,0.71796,0.747774,0.224459,0.871477
4092.11,0.71813,0.744215,0.224632,0.871772
4092.44,0.718286,0.741058,0.224739,0.872066
4092.78,0.717264,0.737999,0.224821,0.87236
4093.11,0.713839,0.734628,0.224938,0.872652
4093.45,0.707378,0.730577,0.226115,0.872943
4093.78,0.69941,0.725646,0.227302,0.873233
4094.12,0.691942,0.719849,0.228443,0.873522
4094.45,0.686149,0.713382,0.229488,0.87381
4094.79,0.681964,0.70652,0.230539,0.874097
4095.12,0.679256,0.699494,0.230508,0.874382
4095.46,0.678398,0.692425,0.229915,0.874667
4095.79,0.680097,0.685328,0.229324,0.87495
4096.13,0.684198,0.67818,0.230277,0.875232
4096.46,0.686769,0.670997,0.231282,0.875513
4096.8,0.682885,0.663872,0.232893,0.875793
4097.13,0.670401,0.656944,0.236039,0.876072
4097.47,0.652055,0.650315,0.23925,0.876349
4097.8,0.631101,0.643937,0.24267,0.876625
4098.14,0.611055,0.637564,0.246261,0.8769
4098.47,0.595636,0.630784,0.249932,0.877173
4098.81,0.587697,0.623141,0.252193,0.877446
4099.14,0.585608,0.614292,0.254351,0.877717
4099.48,0.586314,0.604168,0.256189,0.877986
4099.81,0.587325,0.593049,0.256905,0.878254
4100.15,0.587303,0.581528,0.257623,0.878521
4100.48,0.585086,0.570394,0.258303,0.878786
4100.82,0.580259,0.560455,0.25895,0.87905
4101.16,0.573053,0.552378,0.2596,0.879313
4101.49,0.564059,0.546601,0.26072,0.879574
4101.83,0.555855,0.54335,0.261918,0.879834
4102.16,0.551749,0.542699,0.262764,0.880092
4102.5,0.553464,0.54467,0.262047,0.880349
4102.83,0.559053,0.549287,0.261334,0.880604
4103.17,0.566137,0.556556,0.259451,0.880858
4103.51,0.574256,0.56638,0.256463,0.88111
4103.84,0.58485,0.578496,0.253526,0.881361
4104.18,0.599067,0.592412,0.250808,0.88161
4104.51,0.615551,0.607411,0.248169,0.881857
4104.85,0.631895,0.622655,0.24571,0.882103
4105.18,0.646078,0.637346,0.244097,0.882347
4105.52,0.657093,0.650846,0.242501,0.88259
4105.86,0.664167,0.662745,0.24095,0.882831
4106.19,0.668502,0.672882,0.239449,0.88307
4106.53,0.673458,0.681288,0.237961,0.883308
4106.86,0.682,0.688066,0.235891,0.883544
4107.2,0.693175,0.693317,0.23369,0.883778
4107.54,0.704203,0.697111,0.231572,0.88401
4107.87,0.712523,0.699506,0.229921,0.884241
4108.21,0.716231,0.700591,0.228286,0.88447
4108.54,0.713653,0.700536,0.227545,0.884697
4108.88,0.70665,0.699604,0.227968,0.884922
