log[Age(Myr)] 3329_SFR
2.6989700043360187 5.38482e-17
2.7484376745664973 5.85681e-17
2.7979056993527007 1.18026e-15
2.8473739733267314 4.13352e-15
2.8968413524209744 3.00873e-15
2.9463092780221425 6.04784e-15
2.9957773040840703 1.7241e-16
3.045244720478147 3.42087e-15
3.0947121423588384 1.61983e-14
3.1441817643668375 3.30124e-15
3.1936476637667615 2.45557e-14
3.243117455274604 3.98005e-15
3.292583884255552 1.36382e-14
3.3420533735347466 1.57682e-13
3.3915208329544204 4.59103e-13
3.440987751476157 1.50515e-13
3.490455735894072 1.96963e-11
3.539923776965465 6.06608e-11
3.5893921410106087 7.00758e-11
3.6388594973752038 5.09185e-11
3.688328147713719 2.22197e-10
3.7377959405311976 3.38423e-10
3.7872634741087965 3.95636e-10
3.836731629478519 6.14622e-10
3.8861995939089495 3.40019e-10
3.9356674516452066 4.75516e-10
3.985135349823362 1.1222e-09
4.034604395322679 2.78625e-09
4.084071989200302 5.02855e-09
4.133538908370218 6.25173e-09
