log[Age(Myr)] 3414_MASS
2.6989700043360187 4.63151e-05
2.7484376745664973 4.36178e-05
2.7979056993527007 3.04378e-05
2.8473739733267314 1.83781e-05
2.8968413524209744 2.09135e-05
2.9463092780221425 3.81746e-07
2.9957773040840703 9.48046e-06
3.045244720478147 0.000134357
3.0947121423588384 0.000470276
3.1441817643668375 3.44758e-05
3.1936476637667615 0.00015105
3.243117455274604 4.94014e-06
3.292583884255552 1.01286e-05
3.3420533735347466 3.25158e-05
3.3915208329544204 0.00118511
3.440987751476157 0.00759543
3.490455735894072 0.0133234
3.539923776965465 0.0335712
3.5893921410106087 0.073975
3.6388594973752038 0.0946057
3.688328147713719 0.100543
3.7377959405311976 0.256946
3.7872634741087965 0.525509
3.836731629478519 0.369617
3.8861995939089495 0.683511
3.9356674516452066 1.30838
3.985135349823362 1.63388
4.034604395322679 3.28048
4.084071989200302 5.338
4.133538908370218 7.20664
