log[Age(Myr)] 3254_SFR
2.6989700043360187 1.14118e-11
2.7484376745664973 7.99183e-12
2.7979056993527007 4.65116e-12
2.8473739733267314 3.25623e-12
2.8968413524209744 1.99872e-12
2.9463092780221425 1.07431e-12
2.9957773040840703 2.55113e-12
3.045244720478147 5.65518e-12
3.0947121423588384 5.43666e-12
3.1441817643668375 2.96942e-11
3.1936476637667615 3.53427e-11
3.243117455274604 8.03834e-11
3.292583884255552 9.53721e-11
3.3420533735347466 1.31885e-10
3.3915208329544204 1.61879e-10
3.440987751476157 2.10362e-10
3.490455735894072 2.09922e-10
3.539923776965465 2.84417e-10
3.5893921410106087 2.94524e-10
3.6388594973752038 4.68111e-10
3.688328147713719 4.36301e-10
3.7377959405311976 5.00191e-10
3.7872634741087965 4.89753e-10
3.836731629478519 7.58015e-10
3.8861995939089495 9.9396e-10
3.9356674516452066 1.30426e-09
3.985135349823362 1.71288e-09
4.034604395322679 2.24811e-09
4.084071989200302 2.78303e-09
4.133538908370218 4.01382e-09
