log[Age(Myr)] 3534_AMR
2.6989700043360187 0.00520143
2.7484376745664973 0.00601238
2.7979056993527007 0.00888856
2.8473739733267314 0.0115331
2.8968413524209744 0.0113258
2.9463092780221425 0.0161916
2.9957773040840703 0.0190598
3.045244720478147 0.0194871
3.0947121423588384 0.00762436
3.1441817643668375 0.00840614
3.1936476637667615 0.0127028
3.243117455274604 0.01241
3.292583884255552 0.00910397
3.3420533735347466 0.0081211
3.3915208329544204 0.00802546
3.440987751476157 0.00813424
3.490455735894072 0.0191229
3.539923776965465 0.016526
3.5893921410106087 0.033191
3.6388594973752038 0.0146187
3.688328147713719 0.00868328
3.7377959405311976 0.0079156
3.7872634741087965 0.00795427
3.836731629478519 0.00346307
3.8861995939089495 0.00405432
3.9356674516452066 0.00153652
3.985135349823362 0.00674645
4.034604395322679 0.00214057
4.084071989200302 0.0200076
4.133538908370218 0.0199931
