Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4051.13,0.646132,0.273627,0.0,0.893865
4051.46,0.652423,0.313256,0.0,0.893895
4051.79,0.659784,0.354622,0.0,0.893925
4052.13,0.667341,0.396249,0.0,0.893954
4052.46,0.671743,0.435752,0.0,0.893984
4052.79,0.669625,0.470823,0.0,0.894014
4053.12,0.661632,0.500213,0.0,0.894044
4053.45,0.651755,0.524232,0.0,0.894074
4053.78,0.643551,0.544122,0.0,0.894104
4054.12,0.637262,0.561138,0.0,0.894134
4054.45,0.63186,0.575668,0.0,0.894164
4054.78,0.626572,0.587074,0.0,0.894194
4055.11,0.621294,0.594458,0.0,0.894225
4055.44,0.616042,0.597539,0.0,0.894255
4055.77,0.611108,0.597125,0.0,0.894286
4056.11,0.60712,0.594732,0.0,0.894317
4056.44,0.604615,0.591698,0.0,0.894348
4056.77,0.603049,0.588855,0.0,0.894379
4057.1,0.601269,0.5867,0.0,0.894411
4057.43,0.598427,0.585556,0.0,0.894442
4057.77,0.594895,0.585559,0.0,0.894474
4058.1,0.591342,0.586507,0.0,0.894506
4058.43,0.58823,0.587931,0.0,0.894538
4058.76,0.585659,0.589458,0.0,0.894571
4059.09,0.583724,0.590941,0.0,0.894604
4059.43,0.582976,0.592273,2.44732,0.894637
4059.76,0.584336,0.593379,2.43804,0.89467
4060.09,0.588252,0.59396,2.44169,0.894704
4060.42,0.592348,0.593646,2.4472,0.894738
4060.76,0.593233,0.592145,2.45203,0.894772
4061.09,0.58931,0.589414,2.45329,0.894807
4061.42,0.583403,0.585614,2.45456,0.894842
4061.75,0.578926,0.581031,2.45593,0.894877
4062.08,0.577029,0.576108,2.45742,0.894913
4062.42,0.576331,0.57141,2.45891,0.894949
4062.75,0.57538,0.567291,2.46765,0.894986
4063.08,0.573283,0.563566,2.47888,0.895023
4063.41,0.569434,0.559907,2.49023,0.89506
4063.75,0.563783,0.556424,2.50284,0.895098
4064.08,0.558239,0.55355,2.51555,0.895136
4064.41,0.555124,0.551686,2.5233,0.895174
4064.74,0.555476,0.550972,2.52106,0.895213
4065.08,0.558353,0.551837,2.51882,0.895253
4065.41,0.56268,0.554315,2.51051,0.895293
4065.74,0.567884,0.558339,2.49868,0.895333
4066.07,0.573752,0.563737,2.48694,0.895375
4066.41,0.580063,0.570252,2.47167,0.895416
4066.74,0.586515,0.57756,2.45623,0.895458
4067.07,0.592778,0.585294,2.44172,0.895501
4067.41,0.59832,0.593063,2.4301,0.895544
4067.74,0.602174,0.60047,2.41855,0.895588
4068.07,0.603377,0.607131,2.42042,0.895632
4068.4,0.602181,0.612713,2.43501,0.895677
4068.74,0.600012,0.616957,2.44974,0.895722
4069.07,0.598284,0.619722,2.44813,0.895768
4069.4,0.597967,0.621001,2.44267,0.895815
4069.74,0.59984,0.620936,2.43682,0.895862
4070.07,0.604134,0.619791,2.42752,0.89591
4070.4,0.609499,0.617906,2.41828,0.895959
4070.73,0.614305,0.615638,2.41432,0.896008
4071.07,0.617293,0.613312,2.41812,0.896058
4071.4,0.617678,0.611181,2.42193,0.896109
4071.73,0.614849,0.609409,2.43368,0.89616
4072.07,0.609663,0.608078,2.44892,0.896212
4072.4,0.603834,0.607202,2.46431,0.896265
4072.73,0.598875,0.606733,2.48073,0.896318
4073.07,0.595447,0.606575,2.49731,0.896373
4073.4,0.593994,0.60658,2.50799,0.896428
4073.73,0.594861,0.606569,2.50454,0.896483
4074.07,0.598225,0.606354,2.5011,0.89654
4074.4,0.604107,0.605769,2.4886,0.896597
4074.73,0.610425,0.604706,2.47019,0.896656
4075.07,0.613477,0.603139,2.45199,0.896714
4075.4,0.610495,0.601119,2.46413,0.896774
4075.73,0.604024,0.598762,2.47978,0.896835
4076.07,0.598386,0.596224,2.49306,0.896896
4076.4,0.596182,0.59369,2.49642,0.896959
4076.73,0.596168,0.591375,2.49979,0.897022
4077.07,0.596622,0.589519,2.50509,0.897086
4077.4,0.596701,0.5884,2.51233,0.897151
4077.73,0.596443,0.588322,2.5196,0.897217
4078.07,0.596043,0.589573,2.52207,0.897284
4078.4,0.596574,0.59238,2.52336,0.897351
4078.74,0.599496,0.596857,2.52259,0.89742
4079.07,0.605587,0.60297,2.5047,0.89749
4079.4,0.61363,0.610521,2.487,0.89756
4079.74,0.622067,0.619167,2.46879,0.897632
4080.07,0.630087,0.62847,2.44978,0.897704
4080.4,0.63782,0.637944,2.43099,0.897778
4080.74,0.645431,0.64711,2.41049,0.897853
4081.07,0.652789,0.655536,2.38947,0.897928
4081.41,0.659597,0.66287,2.36884,0.898005
4081.74,0.665473,0.668857,2.35368,0.898082
4082.07,0.669717,0.673361,2.33867,0.898161
4082.41,0.671571,0.676374,2.32932,0.898241
4082.74,0.671439,0.678023,2.33156,0.898322
4083.08,0.671572,0.678557,2.33379,0.898404
4083.41,0.674207,0.678323,2.33141,0.898487
4083.74,0.67924,0.677713,2.32632,0.898571
4084.08,0.684894,0.677119,2.32125,0.898656
4084.41,0.689542,0.676882,2.3202,0.898743
4084.75,0.69244,0.677268,2.31942,0.89883
4085.08,0.693122,0.678458,2.319,0.898919
4085.42,0.691978,0.680549,2.31969,0.899009
4085.75,0.691098,0.683571,2.32039,0.8991
4086.08,0.692701,0.687496,2.31441,0.899192
4086.42,0.697713,0.692243,2.30305,0.899285
4086.75,0.705925,0.697667,2.29178,0.89938
4087.09,0.716759,0.703564,2.26968,0.899476
4087.42,0.727595,0.709674,2.24612,0.899573
4087.76,0.735043,0.715697,2.22542,0.899672
4088.09,0.737036,0.721328,2.21729,0.899771
4088.42,0.734752,0.726291,2.2092,0.899872
4088.76,0.729868,0.730372,2.20935,0.899974
4089.09,0.724401,0.733438,2.21854,0.900078
4089.43,0.72073,0.735428,2.2278,0.900183
4089.76,0.720797,0.736342,2.23648,0.900289
4090.1,0.723056,0.736228,2.24504,0.900396
4090.43,0.724339,0.735173,2.25375,0.900505
4090.77,0.722571,0.733292,2.26335,0.900615
4091.1,0.718989,0.730713,2.27302,0.900727
4091.44,0.715416,0.727569,2.28298,0.90084
4091.77,0.712498,0.72397,2.29335,0.900954
4092.11,0.709387,0.719981,2.30378,0.90107
4092.44,0.70519,0.715625,2.31736,0.901187
4092.78,0.699578,0.710893,2.33226,0.901305
4093.11,0.692531,0.70577,2.34736,0.901425
4093.45,0.684506,0.70025,2.36443,0.901546
4093.78,0.677676,0.694347,2.38168,0.901669
4094.12,0.67456,0.688091,2.39681,0.901794
4094.45,0.675162,0.681515,2.40768,0.901919
4094.79,0.675703,0.674654,2.41863,0.902047
4095.12,0.672393,0.667553,2.43953,0.902175
4095.46,0.665064,0.660281,2.46593,0.902305
4095.79,0.655938,0.652931,2.49275,0.902437
4096.13,0.646974,0.645606,2.51917,0.902569
4096.46,0.638803,0.638401,2.54599,0.902703
4096.8,0.631695,0.63137,2.56981,0.902838
4097.13,0.625567,0.624519,2.58536,0.902975
4097.47,0.619725,0.617804,2.60106,0.903112
4097.8,0.613452,0.611156,2.61549,0.903251
4098.14,0.606643,0.604512,2.62909,0.903391
4098.47,0.599662,0.597841,2.6428,0.903532
4098.81,0.592883,0.591159,2.66062,0.903674
4099.14,0.586686,0.584531,2.67897,0.903817
4099.48,0.581445,0.578051,2.69785,0.903961
4099.81,0.577202,0.571831,2.71802,0.904105
