log[Age(Myr)] 3534_SAD
2.6989700043360187 5.11723e-05
2.7484376745664973 1.88327e-05
2.7979056993527007 5.72755e-06
2.8473739733267314 4.1039e-06
2.8968413524209744 2.6502e-06
2.9463092780221425 7.46891e-07
2.9957773040840703 6.97244e-06
3.045244720478147 1.99181e-05
3.0947121423588384 0.000226591
3.1441817643668375 0.00129653
3.1936476637667615 0.00399539
3.243117455274604 0.00876257
3.292583884255552 0.0186898
3.3420533735347466 0.0330251
3.3915208329544204 0.0276398
3.440987751476157 0.0206735
3.490455735894072 0.0184421
3.539923776965465 0.0183723
3.5893921410106087 0.0227952
3.6388594973752038 0.0288965
3.688328147713719 0.0368817
3.7377959405311976 0.0412732
3.7872634741087965 0.0538803
3.836731629478519 0.046918
3.8861995939089495 0.0548658
3.9356674516452066 0.0739387
3.985135349823362 0.0753599
4.034604395322679 0.0731706
4.084071989200302 0.147645
4.133538908370218 0.19314
