log[Age(Myr)] 3269_SAD
2.6989700043360187 0.0116663
2.7484376745664973 0.00774387
2.7979056993527007 0.0019196
2.8473739733267314 0.000305338
2.8968413524209744 2.60668e-05
2.9463092780221425 2.18464e-07
2.9957773040840703 1.27161e-07
3.045244720478147 0.000756238
3.0947121423588384 2.06306e-07
3.1441817643668375 1.08566e-05
3.1936476637667615 5.90356e-07
3.243117455274604 1.23984e-06
3.292583884255552 4.60657e-06
3.3420533735347466 0.000113159
3.3915208329544204 0.000119865
3.440987751476157 0.00120249
3.490455735894072 0.00120876
3.539923776965465 0.00218319
3.5893921410106087 0.00329625
3.6388594973752038 0.00426958
3.688328147713719 0.00753266
3.7377959405311976 0.0120977
3.7872634741087965 0.0172827
3.836731629478519 0.0190743
3.8861995939089495 0.013249
3.9356674516452066 0.0408045
3.985135349823362 0.0623729
4.034604395322679 0.0809093
4.084071989200302 0.213082
4.133538908370218 0.498793
