"v (km/s)" BF[g(v)]
-1003.98 0.00782776
-979.531 0.00195848
-955.082 0.00101741
-930.63 0.00103814
-906.177 0.00132539
-881.722 0.00156262
-857.265 0.00154556
-832.805 0.00136491
-808.344 0.00119225
-783.881 0.00112254
-759.416 0.00119151
-734.949 0.00141435
-710.479 0.00177786
-686.008 0.00220829
-661.535 0.00258092
-637.06 0.00284238
-612.582 0.0036671
-588.103 0.00462993
-563.622 0.00571014
-539.139 0.00684443
-514.653 0.00798316
-490.166 0.00921464
-465.677 0.0107595
-441.186 0.0127787
-416.692 0.01514
-392.197 0.0174375
-367.7 0.0193766
-343.2 0.0212242
-318.699 0.0236849
-294.196 0.0271162
-269.691 0.0307543
-245.183 0.0330002
-220.674 0.032998
-196.163 0.0318351
-171.649 0.0317399
-147.134 0.0339279
-122.617 0.0374872
-98.0974 0.0402543
-73.5761 0.0406289
-49.0527 0.0387734
-24.5274 0.0361958
-2.66269e-10 0.0343132
24.5294 0.0334629
49.0607 0.0329687
73.5941 0.0320033
98.1295 0.0303932
122.667 0.0285175
147.206 0.0265977
171.748 0.0243044
196.291 0.021248
220.837 0.0177652
245.384 0.0147266
269.933 0.0126351
294.485 0.0113212
319.038 0.010294
343.594 0.00918406
368.151 0.00795057
392.711 0.00671193
417.272 0.00553853
441.836 0.00442506
466.401 0.00337519
490.969 0.00247245
515.538 0.00182397
540.11 0.00148975
564.683 0.00151187
589.259 0.00207551
613.837 0.00362877
638.416 0.00236567
662.998 0.00145872
687.581 0.000765992
712.167 0.000368288
736.755 0.000192889
761.344 0.000135611
785.936 0.000148665
810.53 0.000235731
835.125 0.000427087
859.723 0.00069924
884.323 0.00087633
908.924 0.00080975
933.528 0.000599804
958.134 0.000478302
982.742 0.00077905
1007.35 0.00380037
