Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4051.13,0.566812,0.262756,0.0,0.884111
4051.46,0.569846,0.286745,0.0,0.883458
4051.79,0.571998,0.3112,0.0,0.882805
4052.13,0.572966,0.335143,0.0,0.882152
4052.46,0.572689,0.357708,0.0,0.8815
4052.79,0.571167,0.378684,0.0,0.880847
4053.12,0.56895,0.398569,0.0,0.880195
4053.45,0.567048,0.418062,0.0,0.879544
4053.78,0.566282,0.437275,0.0,0.878893
4054.12,0.566193,0.455459,0.0,0.878242
4054.45,0.565838,0.471643,0.0,0.877592
4054.78,0.56451,0.485436,0.0,0.876943
4055.11,0.562133,0.497203,0.0,0.876294
4055.44,0.558746,0.507592,0.0,0.875646
4055.77,0.554773,0.516949,0.0,0.874999
4056.11,0.5511,0.525118,0.0,0.874353
4056.44,0.548559,0.531726,0.0,0.873708
4056.77,0.547166,0.536602,0.0,0.873064
4057.1,0.546475,0.53996,0.0,0.872421
4057.43,0.546081,0.542245,0.0,0.871779
4057.77,0.545751,0.54384,0.0,0.871139
4058.1,0.545299,0.544901,0.0,0.8705
4058.43,0.54454,0.545408,0.0,0.869862
4058.76,0.543303,0.545324,0.0,0.869225
4059.09,0.541436,0.544716,0.0,0.868591
4059.43,0.539091,0.543734,9.19792,0.867957
4059.76,0.536671,0.542595,9.22675,0.867326
4060.09,0.534531,0.541521,9.24855,0.866696
4060.42,0.532737,0.540618,9.2694,0.866068
4060.76,0.53125,0.539802,9.29222,0.865442
4061.09,0.530059,0.538762,9.32476,0.864817
4061.42,0.529228,0.537176,9.35746,0.864195
4061.75,0.528831,0.535022,9.37304,0.863575
4062.08,0.528872,0.532544,9.3681,0.862956
4062.42,0.529272,0.530009,9.36317,0.86234
4062.75,0.52994,0.527602,9.35181,0.861726
4063.08,0.530675,0.525457,9.33831,0.861115
4063.41,0.531223,0.523704,9.3258,0.860506
4063.75,0.531379,0.522567,9.33519,0.859899
4064.08,0.531114,0.522739,9.34459,0.859295
4064.41,0.530442,0.526725,9.35342,0.858693
4064.74,0.5295,0.526457,9.36108,0.858094
4065.08,0.528614,0.526554,9.36875,0.857498
4065.41,0.528119,0.526986,9.37085,0.856905
4065.74,0.528194,0.527731,9.36965,0.856314
4066.07,0.528917,0.528767,9.36846,0.855726
4066.41,0.530313,0.530068,9.3432,0.855141
4066.74,0.532189,0.53161,9.31604,0.854559
4067.07,0.534278,0.533378,9.28187,0.853981
4067.41,0.536526,0.535368,9.22248,0.853405
4067.74,0.539317,0.537557,9.16366,0.852833
4068.07,0.543057,0.539903,9.10725,0.852264
4068.4,0.547359,0.542327,9.0531,0.851698
4068.74,0.551072,0.544726,8.99942,0.851136
4069.07,0.553183,0.546979,8.97282,0.850577
4069.4,0.553894,0.548963,8.95259,0.850022
4069.74,0.553936,0.550583,8.93402,0.849471
4070.07,0.55395,0.551798,8.92891,0.848923
4070.4,0.554302,0.552607,8.9238,0.848379
4070.73,0.555293,0.553045,8.92093,0.847838
4071.07,0.556764,0.553175,8.92134,0.847302
4071.4,0.55796,0.55307,8.92176,0.846769
4071.73,0.558161,0.552795,8.93328,0.846241
4072.07,0.557429,0.552398,8.94957,0.845717
4072.4,0.556281,0.551918,8.96591,0.845196
4072.73,0.55515,0.551379,8.98744,0.84468
4073.07,0.554101,0.55079,9.00906,0.844169
