Mhost,Msat,R,V,m_infall,m_max,r,r_min,t_infall,t_peri,v,v_max
163171349260478.56,106676514410.63516,0.0384759512414465,0.6836064797900907,545347127208.2717,580206809807.9763,0.11115903231854248,0.11115903231854248,0.398825,0.45974499999999996,1.9983220977731293,1.9983220977731293
362664702054853.75,690004439917.2821,0.033032200740774835,0.627757253301936,838847828324.963,875824265642.5405,1.4087127826678878,0.330255944377924,0.61674,0.8273459999999999,0.7424166986182247,1.6782891350277305
206991132753678.0,135297934558.34566,0.035246170993881915,0.6188690483563538,154505173648.44904,161299850776.95715,1.0630963969113365,0.5503223547151471,0.6413260000000001,0.892508,0.8723137638043151,1.5152903989936268
183604139720413.6,32776957353.02806,0.04812061575065428,0.6711647947839093,254456419072.3781,350713435509.60114,0.09853459436245296,0.09853459436245296,0.29172,0.482054,1.0375669907797476,1.3266244247143903
95460413675958.64,31742983562.776955,0.058527811589450286,0.6927743505247722,182677994067.9468,182677994067.9468,0.12496620500020912,0.10841410403675987,0.45974499999999996,0.61674,2.0371323313896728,2.0371323313896728
230132947963462.3,68168390901.033966,0.04555785678761512,0.6996145252632505,592171340762.186,592171340762.186,0.38704161547314136,0.11713230952211058,0.45974499999999996,0.684501,0.9201460017672566,1.7058747066667612
90940471843545.05,129561743692.76218,0.056684070371395084,0.6357340125999189,237765140419.49774,413245185890.6942,0.07358423545110762,0.07358423545110762,0.363626,0.593799,1.8370811001518559,1.8370811001518559
155964543720177.25,183161007456.42535,0.04136317365316804,0.6255483610390041,334612997293.94385,334612997293.94385,0.30484228159282345,0.30484228159282345,0.61674,0.759707,1.1398287581448356,1.700394322612343
343821261625855.25,495912848070.901,0.05470366927329408,0.6953328101130439,483963079657.3117,495912848070.901,1.4883677630392187,1.4883677630392187,0.8512049999999999,1.131106,1.2397180440741895,1.2397180440741895
153471194170989.66,623437240153.6189,0.06470860901876059,0.6537088836240786,949187606688.3308,1181782905382.57,0.06650656493334964,0.06650656493334964,0.731448,1.0,1.5043034625182787,1.5043034625182787
95011375330883.3,90546526912.8508,0.02081788529519908,0.6272925159029535,425652883474.1506,439192020892.1713,0.8080879009620542,0.14583836838295972,0.482054,0.665315,0.667808345153027,1.9660351311677295
441063492464307.2,31742983562.776955,0.06477062860262715,0.6105336441698778,276858187249.6307,704623324076.8094,0.2329587076643457,0.08907549428598388,0.363626,0.545254,0.9254731779546844,1.246517290702056
274298386713335.28,133220082765.14032,0.03274939815528164,0.6159949236527061,292958649666.17426,298670615444.6085,0.6599910005730277,0.3744341121408072,0.418178,0.545254,1.029165255317398,1.9046843253639858
386546536224141.75,243525846782.8656,0.054511096017006634,0.6675206435162276,404332338292.4667,554701640980.7976,0.5271983023318626,0.3868069484412603,0.363626,0.43846899999999994,0.8832233129216892,1.4163068174351718
132619345036667.64,129581540017.72525,0.06390823251444956,0.6977109417932083,338257021542.0975,347070911716.3958,0.4317137328021901,0.26856126445169154,0.43846899999999994,0.593799,1.2673046232591858,1.785367817451979
326488910595403.25,61925112815.361885,0.05825120490626948,0.6162606897047416,,218069418540.6204,0.3804227653128612,0.1920198427074397,,0.18162799999999998,1.0375432019745277,1.7067509151634794
160378141050138.84,268488915757.7548,0.057163172813450965,0.6607627528384042,1001757739864.1064,1179763680236.337,0.7360759416038799,0.21744449373654967,0.482054,0.665315,0.8757126192223731,1.806289644926237
138890690681004.42,40585966227.47415,0.06399206367155569,0.6399294604705451,153549480649.92615,187336785677.99112,0.14621237589303573,0.14621237589303573,0.418178,0.8041560000000001,1.3162188047607253,1.3699162674781429
158788778628348.6,103037959562.77696,0.06251060995661764,0.6868156310400991,185771048838.99554,224800580443.13144,0.07454031104776014,0.07454031104776014,0.500677,0.6413260000000001,2.0056841125176104,2.0056841125176104
129682564003734.12,512063503125.5539,0.01979050273801716,0.6576351852491172,636927636986.706,1069423901872.9688,0.032843329307577024,0.032843329307577024,0.308788,0.571712,0.9488216790366228,1.8920189774635896
99820829461553.9,53082272330.87149,0.03514512819117822,0.639988461135417,366864114765.1403,639487461530.2806,0.12660645166899506,0.07855963181977439,0.308788,0.500677,1.1731978800265006,1.1731978800265006
250890700954280.62,176415070912.8508,0.03771789635932071,0.6860052035570651,535992613435.7459,563023648141.802,0.08273834588655797,0.08273834588655797,0.43846899999999994,0.8041560000000001,1.1351399739370396,1.1413701783071386
542841965303302.8,151443132313.1462,0.057935063511002416,0.6656830163681146,280763653672.0827,280763653672.0827,0.058370651502044416,0.058370651502044416,0.759707,1.001185,2.1737998807460586,2.1737998807460586
177892166778516.97,252437218127.031,0.05786003187574551,0.6672920860655938,465731148384.0472,465731148384.0472,0.8702449068827293,0.5786744709708046,0.524972,0.9182459999999999,0.9288582009535448,1.398117405469399
406989660656118.1,44751404620.38404,0.02890832062864607,0.6520572862853606,248202353441.65436,407484503728.2127,0.3858429357705871,0.21365047284228844,0.219532,0.45974499999999996,0.9965702589396108,1.053772198421533
155511075644880.34,296553909128.5081,0.06458497076347285,0.6528453507960806,441802086475.62775,526587907025.1107,0.4616557737418508,0.4616557737418508,0.500677,0.61674,1.28624058774135,1.7065846531399556
182274737410646.97,154062043320.53174,0.06301127991300161,0.6482336224808308,196208273961.59525,229493350097.4889,0.8474176260880043,0.3535576826542557,0.61674,0.9182459999999999,0.7845578496779476,1.8023048312586352
112861447208838.98,39546970753.32349,0.035433416706759105,0.6332105999571095,176415070912.8508,177991141530.28064,0.06691729006922932,0.06691729006922932,0.482054,0.684501,2.0810515830538225,2.0810515830538225
94961155200567.2,111363814664.6972,0.03637486937633037,0.6355060077573141,302855239090.1034,341949786375.18463,0.310846711727842,0.310846711727842,0.418178,0.593799,1.2853853404779692,1.619205910374883
93584487979107.84,88980796124.0768,0.030162505176541086,0.6028128178646578,71811967432.79172,172230423066.4697,0.5867096658294582,0.5867096658294582,0.731448,1.038634,1.4186802020260132,1.4186802020260132
93584487979107.84,222205325802.06796,0.044094117059359436,0.6636027857936109,251339732135.89365,513076794233.3825,0.5652316883601209,0.5652316883601209,0.731448,1.038634,1.3601503081361868,1.3601503081361868
93097044182782.86,196208273961.59525,0.039860214579009984,0.6899738488301592,207090105666.1743,254505159657.31165,0.22369459160237545,0.22369459160237545,0.684501,1.001185,1.6415534126434723,1.6415534126434723
390401776901672.06,67651405518.46381,0.06436957098149806,0.6291562265059025,,153028060454.9483,0.15082004875531368,0.15082004875531368,,1.001185,1.5460815505638663,1.5460815505638663
227917289838038.4,533924647704.579,0.025800198483992908,0.6689051257914328,1041753286144.7562,1041753286144.7562,0.0259001317288854,0.0259001317288854,0.759707,1.0,2.2633333880770183,2.2633333880770183
103609010838499.23,115524370528.80354,0.01702300233287933,0.6500859393835167,340867062924.6676,340867062924.6676,0.10800746827516083,0.10800746827516083,0.710946,0.8757520000000001,1.3361357999414079,1.8811076766363708
591038421382239.2,228999990830.1329,0.026008200247551128,0.6213909607403396,214376653707.53326,263319049831.61,0.3259696200368791,0.3259696200368791,0.684501,1.019134,1.5068405703751635,1.5068405703751635
220230425450257.0,248202353441.65436,0.02375830556706712,0.6882620291340543,167035448720.82718,889856713926.1447,0.3978832384990145,0.2689475353400998,0.15906099999999998,0.20544099999999998,0.9692477157120369,1.3580041087805206
128493351813483.0,404332338292.4667,0.04860928586357893,0.6569302091698926,761348604218.6115,761348604218.6115,1.3239515269509443,1.3239515269509443,0.8041560000000001,1.152749,0.8951768353578136,1.2647753286194818
357212701615834.56,98872527220.08862,0.0007475066588703008,0.6838260507439091,310143287586.4106,310143287586.4106,0.033674826890682415,0.033674826890682415,0.545254,0.640567,2.14322059728756,2.14322059728756
92750961441654.34,241998528850.8124,0.049307281464416486,0.6038837158980629,339833080059.08417,339833080059.08417,0.04947872412055555,0.04947872412055555,0.759707,1.001185,2.2925425249956115,2.2925425249956115
183259971366192.0,163367804407.68094,0.053405366957478856,0.6992822266338656,287788783740.02954,300246673961.5953,1.1920957080584742,0.189648048859839,0.6413260000000001,0.8757520000000001,0.5626735630244569,1.8361835305148708
