3254,3269,3291,3329,3352,3367,3414,3484,3534,3565,3639,3664
,4.289755938000697,,,5.8192307629786155,4.7154515639876475,5.8192307629786155,5.417001299802472,8.726738187487669,3.171517848268497,9.048081990773564,6.558662041093442
7.326060612218041,5.417001299802472,7.326060612218041,,4.7154515639876475,2.465563537956891,3.962249115733787,,3.171517848268497,,,6.558662041093442
6.195688514298286,,6.195688514298286,,3.171517848268497,3.171517848268497,6.993409363228223,2.465563537956891,2.465563537956891,8.386200760336752,,6.993409363228223
10.203556684368529,5.417001299802472,10.203556684368529,,,9.048081990773564,4.7154515639876475,,4.7154515639876475,,3.962249115733787,9.048081990773564
9.048081990773564,6.558662041093442,5.026315003666847,,10.936935442304934,11.36349409568806,9.903674505823926,9.350896028552546,4.7154515639876475,5.417001299802472,11.158823448212644,3.962249115733787
6.195688514298286,6.558662041093442,9.048081990773564,,,3.962249115733787,9.635851453726046,2.821688542049529,2.465563537956891,3.962249115733787,10.696559772843926,6.993409363228223
2.821688542049529,3.962249115733787,,,11.88597800841575,3.171517848268497,10.696559772843926,7.723103753559302,4.289755938000697,11.725953526668889,8.726738187487669,10.936935442304934
4.289755938000697,8.386200760336752,5.417001299802472,,,3.962249115733787,6.558662041093442,4.289755938000697,4.289755938000697,10.936935442304934,5.8192307629786155,9.903674505823926
7.723103753559302,,6.195688514298286,,,5.417001299802472,7.723103753559302,,,4.289755938000697,4.7154515639876475,7.723103753559302
10.203556684368529,,2.821688542049529,,5.429393889719062,8.386200760336752,10.436413662808722,3.962249115733787,,6.558662041093442,8.726738187487669,5.417001299802472
3.5148691393392646,3.962249115733787,4.289755938000697,,4.289755938000697,,3.962249115733787,10.696559772843926,3.962249115733787,,9.048081990773564,5.417001299802472
9.890684824613503,,8.025892560343147,,10.696559772843926,4.7154515639876475,11.158823448212644,,7.723103753559302,,3.5148691393392646,9.635851453726046
3.962249115733787,2.465563537956891,,,4.289755938000697,5.026315003666847,9.635851453726046,4.7154515639876475,8.726738187487669,2.465563537956891,4.7154515639876475,10.696559772843926
6.993409363228223,7.326060612218041,10.203556684368529,,5.8192307629786155,10.936935442304934,9.048081990773564,9.350896028552546,4.289755938000697,,3.962249115733787,10.436413662808722
6.558662041093442,,3.5148691393392646,,9.635851453726046,4.289755938000697,10.696559772843926,3.5148691393392646,,,5.026315003666847,3.962249115733787
6.558662041093442,2.821688542049529,9.890684824613503,,,10.436413662808722,8.386200760336752,6.993409363228223,6.558662041093442,4.7154515639876475,5.8192307629786155,4.289755938000697
8.726738187487669,,8.025892560343147,,8.386200760336752,10.696559772843926,,5.8192307629786155,11.88597800841575,9.635851453726046,8.386200760336752,8.386200760336752
6.195688514298286,10.203556684368529,9.350896028552546,,,8.025892560343147,,3.962249115733787,,9.048081990773564,3.962249115733787,3.962249115733787
7.723103753559302,10.436413662808722,6.993409363228223,,6.195688514298286,7.326060612218041,,,6.993409363228223,5.417001299802472,3.962249115733787,3.962249115733787
7.723103753559302,7.326060612218041,6.558662041093442,,10.936935442304934,6.195688514298286,,6.993409363228223,3.962249115733787,11.36349409568806,6.195688514298286,9.635851453726046
3.5148691393392646,10.203556684368529,6.558662041093442,,,,,6.195688514298286,,10.936935442304934,5.8192307629786155,9.048081990773564
3.962249115733787,11.552164673887582,8.726738187487669,,,,,11.88597800841575,,9.350896028552546,3.5148691393392646,
6.195688514298286,3.5148691393392646,6.195688514298286,,,,,,4.289755938000697,,3.5148691393392646,8.386200760336752
5.8192307629786155,8.726738187487669,7.723103753559302,,5.417001299802472,,,3.962249115733787,5.429393889719062,,6.195688514298286,
6.558662041093442,5.026315003666847,7.723103753559302,,,,,9.635851453726046,6.558662041093442,4.289755938000697,3.5148691393392646,
