Mhost,Msat,R,V
410388471844301.3,97833528720.82718,0.05833939467121866,0.7311840137194592
410388471844301.3,173268834694.2393,0.05427172414816152,0.7304922807038712
1171339721904969.0,98345643675.03693,0.02504188542162609,0.7489662913284905
545298377717412.06,98345643675.03693,0.07851999276507582,0.7401527915896614
547070914130434.3,233677997943.87,0.05743169435323975,0.7367413314895197
