Rvir,Rvir+,Rvir-,Mvir,Mvir+,Mvir-,sig1d,sig1d+,sig1d-,sig3d,sig3d+,sig3d-
2.9,3.1999999999999997,2.6,1444618991597543.2,1940927267074020.0,1041068653750396.5,1008.0219433916301,1111.321512267667,904.6266132646773,1745.945221098622,1924.8653227918785,1566.8592560533828
