log[Age(Myr)] 3664_MASS
2.6989700043360187 8.98097e-05
2.7484376745664973 8.09378e-05
2.7979056993527007 6.32837e-05
2.8473739733267314 3.8626e-05
2.8968413524209744 1.22735e-05
2.9463092780221425 1.13043e-07
2.9957773040840703 1.20098e-05
3.045244720478147 2.76395e-05
3.0947121423588384 3.08306e-05
3.1441817643668375 5.12187e-05
3.1936476637667615 1.07314e-05
3.243117455274604 1.59568e-06
3.292583884255552 4.38532e-06
3.3420533735347466 8.61852e-09
3.3915208329544204 4.80975e-05
3.440987751476157 0.000147069
3.490455735894072 0.00061933
3.539923776965465 0.000325909
3.5893921410106087 4.66143e-05
3.6388594973752038 0.0011694
3.688328147713719 0.00769949
3.7377959405311976 0.0601035
3.7872634741087965 0.129491
3.836731629478519 0.706797
3.8861995939089495 1.66351
3.9356674516452066 3.89328
3.985135349823362 6.24347
4.034604395322679 17.1549
4.084071989200302 11.9478
4.133538908370218 19.7559
