log[Age(Myr)] 3414_SFR
2.6989700043360187 2.67718e-12
2.7484376745664973 1.91081e-12
2.7979056993527007 8.93386e-13
2.8473739733267314 3.69218e-13
2.8968413524209744 6.72784e-14
2.9463092780221425 2.72049e-14
2.9957773040840703 8.76316e-14
3.045244720478147 5.07876e-15
3.0947121423588384 2.07111e-15
3.1441817643668375 2.37363e-13
3.1936476637667615 5.64921e-13
3.243117455274604 3.29625e-12
3.292583884255552 3.76156e-12
3.3420533735347466 4.66791e-12
3.3915208329544204 5.96211e-12
3.440987751476157 2.96142e-12
3.490455735894072 6.75199e-14
3.539923776965465 3.09047e-11
3.5893921410106087 3.56222e-11
3.6388594973752038 1.88585e-10
3.688328147713719 3.9378e-10
3.7377959405311976 8.86797e-10
3.7872634741087965 1.55382e-09
3.836731629478519 2.81006e-09
3.8861995939089495 4.28154e-09
3.9356674516452066 6.63752e-09
3.985135349823362 9.74713e-09
4.034604395322679 5.78797e-09
4.084071989200302 7.72266e-09
4.133538908370218 9.1942e-09
