"v (km/s)" BF[g(v)]
-1001.26 4.9459e-07
-995.825 1.18501e-06
-990.392 1.60504e-06
-984.959 1.25271e-06
-979.526 4.49364e-07
-974.093 2.49526e-08
-968.66 8.78399e-09
-963.227 4.35169e-10
-957.794 1.1615e-08
-952.361 1.47413e-06
-946.927 1.54449e-05
-941.494 6.36215e-05
-936.06 0.000148309
-930.626 0.000226028
-925.192 0.000239429
-919.758 0.000179722
-914.324 9.50512e-05
-908.89 3.43958e-05
-903.456 7.99336e-06
-898.022 1.02502e-06
-892.587 4.58247e-08
-887.153 1.23794e-11
-881.718 1.71886e-12
-876.283 1.32929e-10
-870.848 5.61465e-09
-865.413 2.39776e-08
-859.978 4.24559e-08
-854.543 4.23302e-08
-849.108 2.40959e-08
-843.673 5.98728e-09
-838.237 1.57713e-10
-832.802 2.3443e-12
-827.366 1.33385e-09
-821.93 1.16909e-10
-816.494 1.87134e-07
-811.059 2.67443e-06
-805.623 1.57214e-05
-800.186 5.55117e-05
-794.75 0.000134564
-789.314 0.000239883
-783.877 0.00033189
-778.441 0.000376024
-773.004 0.000371308
-767.568 0.000339122
-762.131 0.000298142
-756.694 0.000254959
-751.257 0.000205838
-745.82 0.000148802
-740.382 9.09024e-05
-734.945 4.41746e-05
-729.508 1.59562e-05
-724.07 3.80109e-06
-718.633 4.31783e-07
-713.195 2.37889e-09
-707.757 7.79913e-09
-702.319 3.26203e-10
-696.881 1.36235e-09
-691.443 1.73512e-09
-686.005 6.75498e-08
-680.567 3.01789e-07
-675.128 6.64686e-07
-669.69 9.45422e-07
-664.251 9.30929e-07
-658.812 6.03267e-07
-653.374 1.88047e-07
-647.935 1.38098e-11
-642.496 2.08814e-07
-637.057 7.27917e-07
-631.618 1.31005e-06
-626.178 1.73117e-06
-620.739 1.90295e-06
-615.299 1.86399e-06
-609.86 1.7081e-06
-604.42 1.52125e-06
-598.98 1.35583e-06
-593.54 1.23349e-06
-588.1 1.15792e-06
-582.66 1.12495e-06
-577.22 1.12832e-06
-571.78 1.16257e-06
-566.34 1.2245e-06
-560.899 1.31189e-06
-555.458 1.42097e-06
-550.018 1.54402e-06
-544.577 1.66686e-06
-539.136 1.7698e-06
-533.695 1.82976e-06
-528.254 1.81929e-06
