Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.07,0.587482,0.274862,0.0,0.898186
4050.15,0.587795,0.280924,0.0,0.897974
4050.22,0.58811,0.286921,0.0,0.897762
4050.29,0.58843,0.292748,0.0,0.89755
4050.37,0.588756,0.298354,0.0,0.897338
4050.44,0.589091,0.303774,0.0,0.897126
4050.52,0.589435,0.309143,0.0,0.896914
4050.59,0.589784,0.314702,0.0,0.896702
4050.66,0.590135,0.320645,0.0,0.89649
4050.74,0.590487,0.326932,0.0,0.896278
4050.81,0.590837,0.333295,0.0,0.896066
4050.88,0.591183,0.339476,0.0,0.895854
4050.96,0.591523,0.345326,0.0,0.895642
4051.03,0.591855,0.350831,0.0,0.89543
4051.1,0.592177,0.356049,0.0,0.895218
4051.18,0.592485,0.36116,0.0,0.895006
4051.25,0.592779,0.366527,0.0,0.894794
4051.33,0.593056,0.372493,0.0,0.894582
4051.4,0.593315,0.379115,0.0,0.89437
4051.47,0.593553,0.385884,0.0,0.894158
4051.55,0.59377,0.391835,0.0,0.893947
4051.62,0.593966,0.396231,0.0,0.893735
4051.69,0.59414,0.399232,0.0,0.893523
4051.77,0.59429,0.401902,0.0,0.893311
4051.84,0.594417,0.406651,0.0,0.893099
4051.91,0.59452,0.421599,2.88439,0.892888
4051.99,0.594597,0.425948,2.88399,0.892676
4052.06,0.594649,0.428253,2.88359,0.892464
4052.14,0.594674,0.430793,2.8832,0.892252
4052.21,0.594671,0.434603,2.88283,0.892041
4052.28,0.59464,0.439828,2.88268,0.891829
4052.36,0.594581,0.445658,2.88254,0.891618
4052.43,0.594494,0.451098,2.88276,0.891406
4052.5,0.594381,0.455749,2.88352,0.891195
4052.58,0.594249,0.459756,2.88427,0.890983
4052.65,0.594103,0.463484,2.88503,0.890772
4052.73,0.593948,0.467227,2.88578,0.89056
4052.8,0.593788,0.471161,2.88654,0.890349
4052.87,0.593628,0.475339,2.8873,0.890137
4052.95,0.593475,0.479728,2.88805,0.889926
4053.02,0.593331,0.4842,2.88881,0.889715
4053.09,0.593204,0.488611,2.88957,0.889504
4053.17,0.593097,0.492865,2.89032,0.889292
4053.24,0.593016,0.496922,2.89107,0.889081
4053.31,0.592966,0.500797,2.8918,0.88887
4053.39,0.592951,0.504576,2.89254,0.888659
4053.46,0.592972,0.508355,2.89312,0.888448
4053.54,0.593024,0.512112,2.89367,0.888237
4053.61,0.593098,0.515811,2.89423,0.888026
4053.68,0.593183,0.519444,2.89479,0.887816
4053.76,0.593272,0.52302,2.89534,0.887605
4053.83,0.593355,0.526452,2.8959,0.887394
4053.9,0.593424,0.529664,2.89645,0.887183
4053.98,0.593471,0.532654,2.89701,0.886973
4054.05,0.593486,0.53551,2.89757,0.886762
4054.13,0.59346,0.538311,2.89812,0.886552
4054.2,0.593386,0.541158,2.89868,0.886341
4054.27,0.593254,0.544077,2.89927,0.886131
4054.35,0.593055,0.547002,2.89986,0.88592
4054.42,0.592781,0.549801,2.90113,0.88571
4054.49,0.59243,0.552398,2.90415,0.8855
4054.57,0.592008,0.554774,2.90718,0.88529
4054.64,0.591524,0.556908,2.91021,0.885079
4054.72,0.590988,0.558887,2.91324,0.884869
4054.79,0.590408,0.560849,2.91628,0.884659
4054.86,0.589791,0.562883,2.91933,0.884449
4054.94,0.589147,0.564972,2.92238,0.88424
4055.01,0.588484,0.566993,2.92543,0.88403
4055.08,0.587812,0.568753,2.92849,0.88382
4055.16,0.587137,0.570128,2.93155,0.88361
4055.23,0.586469,0.571186,2.93462,0.883401
4055.31,0.585816,0.572136,2.9377,0.883191
4055.38,0.585188,0.573164,2.94078,0.882982
4055.45,0.584593,0.574351,2.94332,0.882773
4055.53,0.584031,0.575719,2.94566,0.882563
4055.6,0.5835,0.577183,2.948,0.882354
4055.67,0.582994,0.578609,2.95026,0.882145
4055.75,0.58251,0.579934,2.95253,0.881936
4055.82,0.582043,0.581133,2.9548,0.881727
4055.9,0.581587,0.582188,2.95708,0.881518
4055.97,0.58114,0.583089,2.95936,0.881309
4056.04,0.580695,0.5839,2.96164,0.8811
4056.12,0.580248,0.584693,2.96392,0.880892
4056.19,0.579796,0.585528,2.96621,0.880683
4056.26,0.579333,0.586427,2.96849,0.880475
4056.34,0.578855,0.587381,2.97078,0.880266
4056.41,0.578356,0.588309,2.97344,0.880058
4056.49,0.577833,0.589093,2.97809,0.87985
4056.56,0.577287,0.589663,2.98274,0.879642
4056.63,0.576722,0.590097,2.98767,0.879434
4056.71,0.576138,0.590485,2.99292,0.879226
4056.78,0.575542,0.590884,2.99819,0.879018
4056.85,0.574935,0.591373,3.00347,0.87881
4056.93,0.574322,0.59201,3.00877,0.878603
4057.0,0.573707,0.592702,3.01408,0.878395
4057.08,0.573092,0.593311,3.0194,0.878187
4057.15,0.572482,0.593806,3.02474,0.87798
4057.22,0.571879,0.594224,3.0301,0.877773
4057.3,0.571287,0.594571,3.03547,0.877566
4057.37,0.570711,0.594845,3.04085,0.877359
4057.44,0.570153,0.595114,3.04473,0.877152
4057.52,0.569616,0.595436,3.04761,0.876945
4057.59,0.569102,0.59577,3.05048,0.876738
4057.67,0.56861,0.596049,3.05239,0.876531
4057.74,0.56814,0.59626,3.05417,0.876325
4057.81,0.567693,0.596419,3.05596,0.876118
4057.89,0.567267,0.596539,3.05775,0.875912
4057.96,0.566864,0.596651,3.05954,0.875706
4058.03,0.566482,0.596782,3.06133,0.8755
4058.11,0.566121,0.596915,3.06312,0.875294
4058.18,0.565782,0.597023,3.06491,0.875088
4058.26,0.565464,0.597127,3.06671,0.874882
4058.33,0.565168,0.59725,3.06851,0.874676
4058.4,0.564893,0.597372,3.07024,0.874471
