log[Age(Myr)] 3565_AMR
2.6989700043360187 0.0115921
2.7484376745664973 0.0145186
2.7979056993527007 0.0169629
2.8473739733267314 0.0183511
2.8968413524209744 0.0199033
2.9463092780221425 0.0253279
2.9957773040840703 0.0259831
3.045244720478147 0.0300219
3.0947121423588384 0.0333592
3.1441817643668375 0.0294463
3.1936476637667615 0.0266563
3.243117455274604 0.0437529
3.292583884255552 0.0323597
3.3420533735347466 0.0333408
3.3915208329544204 0.0499999
3.440987751476157 0.0499999
3.490455735894072 0.0160233
3.539923776965465 0.0200265
3.5893921410106087 0.0144494
3.6388594973752038 0.0109824
3.688328147713719 0.0080047
3.7377959405311976 0.0131816
3.7872634741087965 0.0200014
3.836731629478519 0.0200069
3.8861995939089495 0.0199861
3.9356674516452066 0.0200032
3.985135349823362 0.0171278
4.034604395322679 0.00671851
4.084071989200302 0.00087145
4.133538908370218 0.0014505
