log[Age(Myr)] 3484_AMR
2.6989700043360187 0.0132497
2.7484376745664973 0.0171968
2.7979056993527007 0.0214228
2.8473739733267314 0.0261955
2.8968413524209744 0.0332388
2.9463092780221425 0.0441886
2.9957773040840703 0.0212357
3.045244720478147 0.0448649
3.0947121423588384 0.0359927
3.1441817643668375 0.0354746
3.1936476637667615 0.046161
3.243117455274604 0.0351113
3.292583884255552 0.039994
3.3420533735347466 0.0446319
3.3915208329544204 0.00388375
3.440987751476157 0.0416251
3.490455735894072 0.0497054
3.539923776965465 0.05
3.5893921410106087 0.0462771
3.6388594973752038 0.049991
3.688328147713719 0.0499999
3.7377959405311976 0.0499985
3.7872634741087965 0.0499998
3.836731629478519 0.0499968
3.8861995939089495 0.0500001
3.9356674516452066 0.05
3.985135349823362 0.00799592
4.034604395322679 0.0080201
4.084071989200302 0.00803324
4.133538908370218 0.00799993
