log[Age(Myr)] 3484_SFR
2.6989700043360187 1.22159e-12
2.7484376745664973 1.17714e-12
2.7979056993527007 1.09527e-12
2.8473739733267314 8.88256e-13
2.8968413524209744 5.05453e-13
2.9463092780221425 1.02911e-13
2.9957773040840703 2.83609e-13
3.045244720478147 2.40929e-12
3.0947121423588384 7.82324e-12
3.1441817643668375 1.60329e-11
3.1936476637667615 2.34995e-11
3.243117455274604 2.82662e-11
3.292583884255552 2.51832e-11
3.3420533735347466 2.0451e-11
3.3915208329544204 5.38613e-12
3.440987751476157 1.10903e-13
3.490455735894072 8.03896e-12
3.539923776965465 1.77479e-10
3.5893921410106087 3.42781e-10
3.6388594973752038 4.64052e-10
3.688328147713719 8.11329e-10
3.7377959405311976 1.43724e-09
3.7872634741087965 2.31474e-09
3.836731629478519 3.58338e-09
3.8861995939089495 3.98556e-09
3.9356674516452066 5.53865e-09
3.985135349823362 3.72854e-09
4.034604395322679 5.20893e-09
4.084071989200302 7.2235e-09
4.133538908370218 8.94001e-09
