log[Age(Myr)] 3352_MASS
2.6989700043360187 4.75164e-07
2.7484376745664973 4.13688e-06
2.7979056993527007 1.87633e-06
2.8473739733267314 1.9984e-05
2.8968413524209744 0.000118326
2.9463092780221425 0.000134177
2.9957773040840703 0.000113408
3.045244720478147 3.30069e-06
3.0947121423588384 2.37378e-07
3.1441817643668375 3.67477e-08
3.1936476637667615 6.814e-07
3.243117455274604 2.18314e-08
3.292583884255552 2.56926e-08
3.3420533735347466 1.31612e-07
3.3915208329544204 0.000141685
3.440987751476157 6.15778e-05
3.490455735894072 2.53207e-07
3.539923776965465 0.000668305
3.5893921410106087 0.00585265
3.6388594973752038 0.0154108
3.688328147713719 0.0582431
3.7377959405311976 0.11667
3.7872634741087965 0.513638
3.836731629478519 1.20673
3.8861995939089495 2.50251
3.9356674516452066 3.95098
3.985135349823362 8.99368
4.034604395322679 16.3111
4.084071989200302 11.8047
4.133538908370218 16.1717
