log[Age(Myr)] 3639_AMR
2.6989700043360187 0.00987638
2.7484376745664973 0.0122204
2.7979056993527007 0.0143638
2.8473739733267314 0.0190483
2.8968413524209744 0.0215
2.9463092780221425 0.0249947
2.9957773040840703 0.0271483
3.045244720478147 0.0111081
3.0947121423588384 0.00540942
3.1441817643668375 0.0118079
3.1936476637667615 0.00945914
3.243117455274604 0.00568213
3.292583884255552 0.00708671
3.3420533735347466 0.00569662
3.3915208329544204 0.00408801
3.440987751476157 0.000647826
3.490455735894072 0.000400218
3.539923776965465 0.0114193
3.5893921410106087 0.000945047
3.6388594973752038 0.000400026
3.688328147713719 0.000812153
3.7377959405311976 0.000399998
3.7872634741087965 0.0276482
3.836731629478519 0.0499995
3.8861995939089495 0.0499913
3.9356674516452066 0.0500003
3.985135349823362 0.049999
4.034604395322679 0.00800437
4.084071989200302 0.008787
4.133538908370218 0.0138995
