log[Age(Myr)] 3269_SFR
2.6989700043360187 1.89378e-13
2.7484376745664973 1.68538e-13
2.7979056993527007 1.56887e-13
2.8473739733267314 1.33731e-13
2.8968413524209744 6.11877e-14
2.9463092780221425 1.31126e-15
2.9957773040840703 1.96791e-13
3.045244720478147 9.45384e-13
3.0947121423588384 3.1448e-12
3.1441817643668375 5.44037e-12
3.1936476637667615 4.89737e-12
3.243117455274604 9.27054e-12
3.292583884255552 5.54637e-12
3.3420533735347466 1.33727e-12
3.3915208329544204 1.66895e-12
3.440987751476157 1.81135e-11
3.490455735894072 1.1075e-10
3.539923776965465 3.67227e-10
3.5893921410106087 5.00656e-10
3.6388594973752038 8.33962e-10
3.688328147713719 1.3543e-09
3.7377959405311976 1.88617e-09
3.7872634741087965 2.39274e-09
3.836731629478519 2.94753e-09
3.8861995939089495 3.06804e-09
3.9356674516452066 2.93879e-09
3.985135349823362 3.85555e-09
4.034604395322679 5.34289e-09
4.084071989200302 6.85957e-09
4.133538908370218 7.72885e-09
