log[Age(Myr)] 3534_MASS
2.6989700043360187 0.000134756
2.7484376745664973 0.000109916
2.7979056993527007 0.000102657
2.8473739733267314 9.74342e-05
2.8968413524209744 8.15159e-05
2.9463092780221425 5.01494e-05
2.9957773040840703 8.02731e-06
3.045244720478147 3.81507e-05
3.0947121423588384 0.000556688
3.1441817643668375 0.00282615
3.1936476637667615 0.00772305
3.243117455274604 0.0242814
3.292583884255552 0.0487959
3.3420533735347466 0.114961
3.3915208329544204 0.256619
3.440987751476157 0.401064
3.490455735894072 0.566384
3.539923776965465 0.785703
3.5893921410106087 0.662166
3.6388594973752038 0.794872
3.688328147713719 1.03223
3.7377959405311976 1.57001
3.7872634741087965 2.59957
3.836731629478519 1.80713
3.8861995939089495 5.20331
3.9356674516452066 3.38305
3.985135349823362 3.94521
4.034604395322679 4.79171
4.084071989200302 3.66828
4.133538908370218 3.98549
