log[Age(Myr)] 3291_MASS
2.6989700043360187 1.95955e-05
2.7484376745664973 4.03393e-05
2.7979056993527007 6.63889e-05
2.8473739733267314 7.79146e-05
2.8968413524209744 9.1732e-05
2.9463092780221425 0.000143602
2.9957773040840703 0.00012319
3.045244720478147 8.51115e-05
3.0947121423588384 8.92752e-06
3.1441817643668375 0.000150944
3.1936476637667615 0.00195864
3.243117455274604 0.00794422
3.292583884255552 0.026311
3.3420533735347466 0.068537
3.3915208329544204 0.119535
3.440987751476157 0.251015
3.490455735894072 0.371155
3.539923776965465 0.665559
3.5893921410106087 0.306429
3.6388594973752038 0.470798
3.688328147713719 0.610588
3.7377959405311976 0.772403
3.7872634741087965 1.10103
3.836731629478519 1.67598
3.8861995939089495 2.12878
3.9356674516452066 2.79751
3.985135349823362 3.6357
4.034604395322679 8.94268
4.084071989200302 12.1836
4.133538908370218 15.6662
