log[Age(Myr)] 3664_SAD
2.6989700043360187 3.58213e-05
2.7484376745664973 2.78967e-05
2.7979056993527007 1.8738e-05
2.8473739733267314 9.31807e-06
2.8968413524209744 2.39206e-06
2.9463092780221425 2.15281e-08
2.9957773040840703 2.34086e-06
3.045244720478147 4.918e-06
3.0947121423588384 4.83579e-06
3.1441817643668375 5.24725e-06
3.1936476637667615 9.7163e-07
3.243117455274604 1.69263e-07
3.292583884255552 3.92038e-07
3.3420533735347466 4.92128e-10
3.3915208329544204 2.33481e-06
3.440987751476157 7.97927e-06
3.490455735894072 2.45014e-05
3.539923776965465 1.30639e-05
3.5893921410106087 1.55951e-06
3.6388594973752038 3.51007e-05
3.688328147713719 0.000202408
3.7377959405311976 0.00137885
3.7872634741087965 0.00323123
3.836731629478519 0.0126057
3.8861995939089495 0.0262602
3.9356674516452066 0.0549637
3.985135349823362 0.079169
4.034604395322679 0.192852
4.084071989200302 0.255282
4.133538908370218 0.373862
