log[Age(Myr)] 3534_SAD
2.6989700043360187 5.40209e-05
2.7484376745664973 3.76817e-05
2.7979056993527007 3.05598e-05
2.8473739733267314 2.47863e-05
2.8968413524209744 1.75921e-05
2.9463092780221425 9.12665e-06
2.9957773040840703 1.24542e-06
3.045244720478147 5.02261e-06
3.0947121423588384 6.34808e-05
3.1441817643668375 0.000290657
3.1936476637667615 0.000667215
3.243117455274604 0.00175871
3.292583884255552 0.00324764
3.3420533735347466 0.0063848
3.3915208329544204 0.0122849
3.440987751476157 0.0170459
3.490455735894072 0.021695
3.539923776965465 0.0277205
3.5893921410106087 0.0240728
3.6388594973752038 0.0303346
3.688328147713719 0.0378978
3.7377959405311976 0.0465177
3.7872634741087965 0.0579344
3.836731629478519 0.0635713
3.8861995939089495 0.0864303
3.9356674516452066 0.0900612
3.985135349823362 0.102122
4.034604395322679 0.111682
4.084071989200302 0.122414
4.133538908370218 0.135622
