log[Age(Myr)] 3565_MASS
2.6989700043360187 0.00020852
2.7484376745664973 8.51619e-07
2.7979056993527007 6.89315e-05
2.8473739733267314 0.000253327
2.8968413524209744 0.000469051
2.9463092780221425 0.000551883
2.9957773040840703 0.00087712
3.045244720478147 0.0011238
3.0947121423588384 0.0017336
3.1441817643668375 0.00385788
3.1936476637667615 0.00918062
3.243117455274604 0.0181126
3.292583884255552 0.0285098
3.3420533735347466 0.0604385
3.3915208329544204 0.150172
3.440987751476157 0.220515
3.490455735894072 0.182054
3.539923776965465 0.292083
3.5893921410106087 0.482939
3.6388594973752038 0.7007
3.688328147713719 0.926432
3.7377959405311976 1.35707
3.7872634741087965 2.09192
3.836731629478519 3.37018
3.8861995939089495 4.60008
3.9356674516452066 4.60889
3.985135349823362 5.57671
4.034604395322679 4.40635
4.084071989200302 3.53125
4.133538908370218 4.35202
