"v (km/s)" BF[g(v)]
-1001.26 0.00145365
-995.825 0.000470376
-990.392 0.00019621
-984.959 0.000113108
-979.526 9.06342e-05
-974.093 9.35884e-05
-968.66 0.00011072
-963.227 0.000135718
-957.794 0.000162397
-952.361 0.000185663
-946.927 0.000203612
-941.494 0.000216797
-936.06 0.000225646
-930.626 0.000228681
-925.192 0.00022238
-919.758 0.000204947
-914.324 0.000179899
-908.89 0.000153697
-903.456 0.000132064
-898.022 0.000116067
-892.587 0.000101364
-887.153 8.45163e-05
-881.718 6.68532e-05
-876.283 5.21401e-05
-870.848 4.39686e-05
-865.413 4.35521e-05
-859.978 5.02547e-05
-854.543 6.32791e-05
-849.108 8.10629e-05
-843.673 0.000100313
-838.237 0.000118219
-832.802 0.000133633
-827.366 0.000146158
-821.93 0.000157179
-816.494 0.000170224
-811.059 0.000188938
-805.623 0.000214053
-800.186 0.000239876
-794.75 0.000251024
-789.314 0.000231051
-783.877 0.000180662
-778.441 0.000120262
-773.004 7.23397e-05
-767.568 4.35865e-05
-762.131 2.94995e-05
-756.694 2.43526e-05
-751.257 2.40109e-05
-745.82 2.58082e-05
-740.382 2.7749e-05
-734.945 2.85082e-05
-729.508 2.84738e-05
-724.07 2.89051e-05
-718.633 3.0579e-05
-713.195 3.36494e-05
-707.757 3.76114e-05
-702.319 4.16646e-05
-696.881 4.57176e-05
-691.443 5.0465e-05
-686.005 5.70356e-05
-680.567 6.69009e-05
-675.128 8.15221e-05
-669.69 0.000102244
-664.251 0.0001296
-658.812 0.000162347
-653.374 0.000197081
-647.935 0.000228544
-642.496 0.000253101
-637.057 0.000270539
-631.618 0.000282954
-626.178 0.000294617
-620.739 0.000309963
-615.299 0.000332556
-609.86 0.000364729
-604.42 0.000405778
-598.98 0.000450593
-593.54 0.000491216
-588.1 0.000520578
-582.66 0.000536242
-577.22 0.000541322
-571.78 0.000542493
-566.34 0.000550031
-560.899 0.000571769
-555.458 0.000606746
-550.018 0.00064462
-544.577 0.000663067
-539.136 0.000644189
-533.695 0.000600606
-528.254 0.000560902
-522.813 0.000549648
-517.372 0.000580668
-511.93 0.000646335
-506.489 0.000723827
-501.047 0.000794781
-495.606 0.000856223
-490.164 0.000919027
-484.722 0.00100009
-479.28 0.00110564
-473.838 0.00122247
-468.396 0.00133027
-462.954 0.00140738
-457.511 0.0014491
-452.069 0.0014756
-446.626 0.00150908
-441.184 0.00157119
-435.741 0.00167394
-430.298 0.0018149
-424.855 0.00198545
-419.412 0.00215631
-413.969 0.00227957
-408.526 0.00231168
-403.082 0.00226091
-397.639 0.00219626
-392.195 0.00220571
-386.752 0.00236725
-381.308 0.00267711
-375.864 0.00303752
-370.42 0.00332099
-364.976 0.00341755
-359.532 0.00336126
-354.088 0.00329351
-348.643 0.00330066
-343.199 0.00342603
-337.754 0.00366542
-332.31 0.00397556
-326.865 0.00431274
-321.42 0.0046165
-315.975 0.00483817
-310.53 0.00494975
-305.085 0.00497851
-299.64 0.00500263
-294.195 0.00507276
-288.749 0.00522063
-283.304 0.00545463
-277.858 0.00575173
-272.412 0.00607123
-266.966 0.0063456
-261.521 0.00650826
-256.075 0.00653739
-250.628 0.00650778
-245.182 0.00655337
-239.736 0.0067544
-234.289 0.00710718
-228.843 0.00752076
-223.396 0.00783034
-217.95 0.00795052
-212.503 0.00791135
-207.056 0.00777864
-201.609 0.00768015
-196.162 0.00777051
-190.715 0.00817903
-185.267 0.00893011
-179.82 0.00980542
-174.372 0.0102554
-168.925 0.00970123
-163.477 0.00827413
-158.029 0.00688073
-152.581 0.00658772
-147.133 0.00891589
-141.685 0.0193375
-136.237 0.00976437
-130.789 0.00732585
-125.34 0.00752798
-119.892 0.00897741
-114.443 0.0106222
-108.995 0.0115312
-103.546 0.0114529
-98.097 0.0108314
-92.648 0.0101925
-87.1989 0.00979834
-81.7497 0.00969954
-76.3004 0.0098554
-70.851 0.0102145
-65.4015 0.0106691
-59.952 0.0110205
-54.5023 0.0110655
-49.0525 0.0107155
-43.6026 0.0102384
-38.1526 0.0100682
-32.7026 0.0102966
-27.2524 0.0106739
-21.8021 0.0108824
-16.3517 0.0107961
-10.9012 0.0105137
-5.45067 0.0101356
-1.13164e-09 0.00990422
5.45077 0.00992459
10.9016 0.00999133
16.3526 0.01001
21.8037 0.00984488
27.2549 0.00956927
32.7061 0.0094618
38.1575 0.00954111
43.609 0.00969634
49.0605 0.00985365
54.5122 0.00992954
59.9639 0.00979621
65.4158 0.0093399
70.8678 0.00862195
76.3198 0.00792661
81.772 0.00766231
87.2242 0.00817011
92.6766 0.00948739
98.1291 0.0109532
103.582 0.0109955
109.034 0.00860015
114.487 0.00520617
119.94 0.00296919
125.393 0.00255367
130.846 0.00553112
136.299 0.0317473
141.752 0.00415421
147.206 0.00176262
152.659 0.00216369
158.113 0.00400579
163.566 0.0066487
169.02 0.00826465
