log[Age(Myr)] 3291_SAD
2.6989700043360187 8.13754e-06
2.7484376745664973 1.47524e-05
2.7979056993527007 2.12832e-05
2.8473739733267314 2.22437e-05
2.8968413524209744 2.32227e-05
2.9463092780221425 3.15369e-05
2.9957773040840703 2.4387e-05
3.045244720478147 1.47863e-05
3.0947121423588384 1.30157e-06
3.1441817643668375 1.76422e-05
3.1936476637667615 0.000216039
3.243117455274604 0.000953704
3.292583884255552 0.00167959
3.3420533735347466 0.00380653
3.3915208329544204 0.0171778
3.440987751476157 0.0106686
3.490455735894072 0.0142166
3.539923776965465 0.0234809
3.5893921410106087 0.0243544
3.6388594973752038 0.0379603
3.688328147713719 0.0484717
3.7377959405311976 0.0510219
3.7872634741087965 0.0527782
3.836731629478519 0.0635702
3.8861995939089495 0.0780184
3.9356674516452066 0.0889772
3.985135349823362 0.100504
4.034604395322679 0.10952
4.084071989200302 0.129867
4.133538908370218 0.142579
