"v (km/s)" BF[g(v)]
867.919 1.85948e-07
873.385 1.04159e-08
878.852 1.66854e-08
884.319 1.34469e-10
889.786 4.3401e-07
895.253 3.85965e-06
900.72 1.47743e-05
906.187 3.71439e-05
911.654 7.11423e-05
917.121 0.000112343
922.589 0.000154138
928.056 0.000190369
933.524 0.000216714
938.992 0.000229549
944.46 0.00022456
949.928 0.000198301
955.396 0.000153182
960.864 9.94343e-05
966.332 5.1175e-05
971.8 1.94036e-05
977.269 5.39758e-06
982.737 2.36921e-06
988.206 7.87394e-06
993.675 5.58302e-05
999.143 0.000343564
1004.61 0.0018331
