log[Age(Myr)] 3254_AMR
2.6989700043360187 0.00824489
2.7484376745664973 0.0110249
2.7979056993527007 0.0158701
2.8473739733267314 0.022784
2.8968413524209744 0.0302596
2.9463092780221425 0.0385528
2.9957773040840703 0.0471123
3.045244720478147 0.0223952
3.0947121423588384 0.017416
3.1441817643668375 0.0448387
3.1936476637667615 0.0456992
3.243117455274604 0.0337694
3.292583884255552 0.0119644
3.3420533735347466 0.00993193
3.3915208329544204 0.0171489
3.440987751476157 0.0170693
3.490455735894072 0.00184569
3.539923776965465 0.000400019
3.5893921410106087 0.0165813
3.6388594973752038 0.00174994
3.688328147713719 0.00072018
3.7377959405311976 0.0241557
3.7872634741087965 0.0315466
3.836731629478519 0.0335869
3.8861995939089495 0.0499987
3.9356674516452066 0.0499998
3.985135349823362 0.0499997
4.034604395322679 0.0499999
4.084071989200302 0.00820974
4.133538908370218 0.0079468
