log[Age(Myr)] 3352_AMR
2.6989700043360187 0.0109626
2.7484376745664973 0.0138756
2.7979056993527007 0.0174716
2.8473739733267314 0.0259718
2.8968413524209744 0.0342373
2.9463092780221425 0.0375296
2.9957773040840703 0.0416098
3.045244720478147 0.0299066
3.0947121423588384 0.0370917
3.1441817643668375 0.012361
3.1936476637667615 0.0220408
3.243117455274604 0.0133385
3.292583884255552 0.0199886
3.3420533735347466 0.0455203
3.3915208329544204 0.00878911
3.440987751476157 0.03513
3.490455735894072 0.00819586
3.539923776965465 0.0367101
3.5893921410106087 0.0462253
3.6388594973752038 0.0124878
3.688328147713719 0.0220838
3.7377959405311976 0.0141318
3.7872634741087965 0.0395122
3.836731629478519 0.0490584
3.8861995939089495 0.0499997
3.9356674516452066 0.0343725
3.985135349823362 0.0500001
4.034604395322679 0.0499997
4.084071989200302 0.00847824
4.133538908370218 0.00799995
