log[Age(Myr)] 3639_SFR
2.6989700043360187 1.06697e-11
2.7484376745664973 1.57144e-11
2.7979056993527007 1.31669e-11
2.8473739733267314 1.08607e-11
2.8968413524209744 6.58983e-12
2.9463092780221425 4.43147e-12
2.9957773040840703 4.08892e-12
3.045244720478147 9.51806e-13
3.0947121423588384 2.95753e-12
3.1441817643668375 1.05709e-11
3.1936476637667615 2.10972e-11
3.243117455274604 1.71067e-12
3.292583884255552 3.0266e-12
3.3420533735347466 9.76595e-16
3.3915208329544204 3.03641e-12
3.440987751476157 6.93501e-11
3.490455735894072 1.90921e-10
3.539923776965465 5.74342e-11
3.5893921410106087 2.14975e-10
3.6388594973752038 4.68216e-10
3.688328147713719 3.54565e-10
3.7377959405311976 5.46883e-10
3.7872634741087965 1.35901e-09
3.836731629478519 3.12119e-09
3.8861995939089495 4.86045e-09
3.9356674516452066 7.22059e-09
3.985135349823362 1.11433e-08
4.034604395322679 4.57917e-09
4.084071989200302 6.40279e-09
4.133538908370218 8.59274e-09
