log[Age(Myr)] 3352_SAD
2.6989700043360187 1.91605e-07
2.7484376745664973 1.45361e-06
2.7979056993527007 5.69561e-07
2.8473739733267314 4.86984e-06
2.8968413524209744 2.3599e-05
2.9463092780221425 2.31387e-05
2.9957773040840703 1.68911e-05
3.045244720478147 4.90811e-07
3.0947121423588384 2.91891e-08
3.1441817643668375 5.54207e-09
3.1936476637667615 7.29899e-08
3.243117455274604 2.39082e-09
3.292583884255552 2.17657e-09
3.3420533735347466 7.50769e-09
3.3915208329544204 1.19672e-05
3.440987751476157 2.94062e-06
3.490455735894072 1.77903e-08
3.539923776965465 2.58804e-05
3.5893921410106087 0.000189254
3.6388594973752038 0.000656098
3.688328147713719 0.00189929
3.7377959405311976 0.00397537
3.7872634741087965 0.0109771
3.836731629478519 0.0216439
3.8861995939089495 0.0395047
3.9356674516452066 0.0638007
3.985135349823362 0.114041
4.034604395322679 0.183367
4.084071989200302 0.246051
4.133538908370218 0.313783
