log[Age(Myr)] 3414_AMR
2.6989700043360187 0.0120535
2.7484376745664973 0.0128488
2.7979056993527007 0.0171954
2.8473739733267314 0.0223183
2.8968413524209744 0.0325457
2.9463092780221425 0.0376404
2.9957773040840703 0.023798
3.045244720478147 0.0409146
3.0947121423588384 0.0459211
3.1441817643668375 0.0282759
3.1936476637667615 0.0408314
3.243117455274604 0.00835742
3.292583884255552 0.0174701
3.3420533735347466 0.00392743
3.3915208329544204 0.0426341
3.440987751476157 0.0361703
3.490455735894072 0.0396466
3.539923776965465 0.0490792
3.5893921410106087 0.0132064
3.6388594973752038 0.0499792
3.688328147713719 0.0499702
3.7377959405311976 0.0499669
3.7872634741087965 0.0499953
3.836731629478519 0.0496989
3.8861995939089495 0.05
3.9356674516452066 0.0498365
3.985135349823362 0.0499887
4.034604395322679 0.012304
4.084071989200302 0.00958847
4.133538908370218 0.00801972
