Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.07,0.648222,0.287625,0.0,0.812369
4050.15,0.650975,0.298563,0.0,0.812448
4050.22,0.653831,0.310136,0.0,0.812526
4050.29,0.6568,0.321959,0.0,0.812604
4050.37,0.659817,0.333373,0.0,0.812682
4050.44,0.662813,0.344041,0.0,0.812761
4050.52,0.665736,0.354207,0.0,0.812839
4050.59,0.668548,0.364462,0.0,0.812917
4050.66,0.671212,0.375251,0.0,0.812996
4050.74,0.673678,0.386523,0.0,0.813074
4050.81,0.675893,0.397878,0.0,0.813152
4050.88,0.677815,0.408957,0.0,0.813231
4050.96,0.679426,0.419616,0.0,0.813309
4051.03,0.680714,0.429884,0.0,0.813387
4051.1,0.681681,0.439854,0.0,0.813465
4051.18,0.682346,0.449661,0.0,0.813544
4051.25,0.68273,0.459511,0.0,0.813622
4051.33,0.682849,0.469611,0.0,0.8137
4051.4,0.682716,0.48,0.0,0.813779
4051.47,0.682345,0.490364,0.0,0.813857
4051.55,0.681752,0.500062,0.0,0.813935
4051.62,0.680952,0.508539,0.0,0.814014
4051.69,0.67996,0.515845,0.0,0.814092
4051.77,0.67879,0.522891,0.0,0.81417
4051.84,0.677458,0.5317,0.0,0.814248
4051.91,0.675979,0.546837,0.0484646,0.814327
4051.99,0.674371,0.554424,0.0484969,0.814405
4052.06,0.672652,0.560049,0.0485475,0.814483
4052.14,0.670843,0.565719,0.0486016,0.814562
4052.21,0.668965,0.572215,0.0486557,0.81464
4052.28,0.667042,0.579452,0.0487099,0.814718
4052.36,0.665093,0.586747,0.0487641,0.814796
4052.43,0.663141,0.593409,0.0488185,0.814875
4052.5,0.661207,0.59918,0.048873,0.814953
4052.58,0.65931,0.604184,0.0489276,0.815031
4052.65,0.657474,0.60869,0.0489822,0.81511
4052.73,0.655719,0.612919,0.049037,0.815188
4052.8,0.654069,0.616984,0.0490918,0.815266
4052.87,0.652546,0.620873,0.0491299,0.815344
4052.95,0.651165,0.624507,0.0491678,0.815423
4053.02,0.649941,0.627791,0.0491961,0.815501
4053.09,0.648881,0.630676,0.0491985,0.815579
4053.17,0.647982,0.633162,0.049201,0.815658
4053.24,0.647238,0.635272,0.0492034,0.815736
4053.31,0.646648,0.637037,0.0492058,0.815814
4053.39,0.646208,0.638482,0.0492083,0.815892
4053.46,0.645918,0.639627,0.0492107,0.815971
4053.54,0.645775,0.640471,0.0492132,0.816049
4053.61,0.645775,0.64104,0.0492156,0.816127
4053.68,0.645915,0.641373,0.0492181,0.816205
4053.76,0.646196,0.641506,0.0492205,0.816284
4053.83,0.646618,0.641436,0.0492211,0.816362
4053.9,0.647174,0.641161,0.0492192,0.81644
4053.98,0.647855,0.640694,0.0492173,0.816518
4054.05,0.648645,0.640089,0.0492047,0.816597
4054.13,0.649506,0.639428,0.0491877,0.816675
4054.2,0.650381,0.638813,0.0491706,0.816753
