"v (km/s)" BF[g(v)]
-1001.26 0.000903741
-995.825 0.000418543
-990.392 0.000249955
-984.959 0.000193462
-979.526 0.000185739
-974.093 0.000204927
-968.66 0.000239052
-963.227 0.000276393
-957.794 0.000305627
-952.361 0.000321267
-946.927 0.000326789
-941.494 0.000329546
-936.06 0.000333767
-930.626 0.000336713
-925.192 0.000327704
-919.758 0.000296086
-914.324 0.000242734
-908.89 0.000179466
-903.456 0.000120434
-898.022 7.23729e-05
-892.587 3.60209e-05
-887.153 1.32492e-05
-881.718 3.20175e-06
-876.283 4.19759e-07
-870.848 1.29079e-08
-865.413 6.11118e-09
-859.978 1.762e-08
-854.543 1.92585e-08
-849.108 1.43236e-08
-843.673 5.07202e-09
-838.237 8.33638e-10
-832.802 4.87955e-08
-827.366 3.13503e-07
-821.93 1.2556e-06
-816.494 4.06044e-06
-811.059 1.15728e-05
-805.623 2.95914e-05
-800.186 6.61617e-05
-794.75 0.000122073
-789.314 0.000176154
-783.877 0.00019573
-778.441 0.00017308
-773.004 0.000135336
-767.568 0.000108286
-762.131 0.000100854
-756.694 0.000115849
-751.257 0.000153477
-745.82 0.000207534
-740.382 0.000260814
-734.945 0.000292913
-729.508 0.000303328
-724.07 0.000307521
-718.633 0.000317064
-713.195 0.000334673
-707.757 0.000354022
-702.319 0.000365062
-696.881 0.000365275
-691.443 0.0003594
-686.005 0.000354067
-680.567 0.000355536
-675.128 0.000367137
-669.69 0.000390625
-664.251 0.000425446
-658.812 0.00046776
-653.374 0.000510922
-647.935 0.000545223
-642.496 0.000565878
-637.057 0.000574924
-631.618 0.000577267
-626.178 0.000581982
-620.739 0.000598117
-615.299 0.000632846
-609.86 0.000691103
-604.42 0.000771019
-598.98 0.000860377
-593.54 0.000940251
-588.1 0.000994273
-582.66 0.00101781
-577.22 0.0010195
-571.78 0.0010159
-566.34 0.0010328
-560.899 0.00109158
-555.458 0.00119386
-550.018 0.00131668
-544.577 0.00139748
-539.136 0.00137726
-533.695 0.00128458
-528.254 0.00119658
-522.813 0.0011774
-517.372 0.00125929
-511.93 0.00141154
-506.489 0.00155696
-501.047 0.00163868
-495.606 0.00165952
-490.164 0.00166617
-484.722 0.0017148
-479.28 0.00182905
-473.838 0.00198828
-468.396 0.00215759
-462.954 0.00229251
-457.511 0.0023733
-452.069 0.00242317
-446.626 0.00246512
-441.184 0.00252762
-435.741 0.00263166
-430.298 0.00278462
-424.855 0.0029988
-419.412 0.00325149
-413.969 0.00346894
-408.526 0.00354976
-403.082 0.00346451
-397.639 0.00330526
-392.195 0.00321919
-386.752 0.00334784
-381.308 0.00368797
-375.864 0.00409274
-370.42 0.0043936
-364.976 0.00444418
-359.532 0.0043128
-354.088 0.00420725
-348.643 0.00421432
-343.199 0.00435663
-337.754 0.00459768
-332.31 0.00486798
-326.865 0.00513778
-321.42 0.00537129
-315.975 0.00554644
-310.53 0.00563644
-305.085 0.00565681
-299.64 0.00567793
-294.195 0.00572615
-288.749 0.00582116
-283.304 0.00598138
-277.858 0.0062085
-272.412 0.00649338
-266.966 0.00677281
-261.521 0.00694601
-256.075 0.00693981
-250.628 0.00681388
-245.182 0.00673346
-239.736 0.00681229
-234.289 0.00707663
-228.843 0.00745665
-223.396 0.00777366
-217.95 0.00790889
-212.503 0.00784305
-207.056 0.0075846
-201.609 0.00726907
-196.162 0.0071246
-190.715 0.00738654
-185.267 0.00818154
-179.82 0.00931803
-174.372 0.0100329
-168.925 0.00933611
-163.477 0.00733555
-158.029 0.00538712
-152.581 0.00477765
-147.133 0.00721548
-141.685 0.0228225
-136.237 0.00784357
-130.789 0.00519326
-125.34 0.00571854
-119.892 0.00772659
-114.443 0.00989303
-108.995 0.0108059
-103.546 0.0102963
-98.097 0.0093116
-92.648 0.00862368
-87.1989 0.00841999
-81.7497 0.00856439
-76.3004 0.00884687
-70.851 0.0091484
-65.4015 0.00941444
-59.952 0.00957094
-54.5023 0.00953259
-49.0525 0.009216
-43.6026 0.00880618
-38.1526 0.00866451
-32.7026 0.00887717
-27.2524 0.00926193
-21.8021 0.00953313
-16.3517 0.00949445
-10.9012 0.00917923
-5.45067 0.00872491
-1.13164e-09 0.00846464
5.45077 0.00848512
10.9016 0.00852359
16.3526 0.00854739
21.8037 0.00845124
27.2549 0.00823137
32.7061 0.00807278
38.1575 0.00798774
43.609 0.00799159
49.0605 0.0081648
54.5122 0.00847417
59.9639 0.00868819
65.4158 0.00846901
70.8678 0.00770994
76.3198 0.00674286
81.772 0.00615679
87.2242 0.00644945
92.6766 0.0078527
98.1291 0.00989587
103.582 0.0105523
109.034 0.00791365
114.487 0.00394255
119.94 0.00163077
125.393 0.0011092
130.846 0.00297146
136.299 0.0344196
141.752 0.00219293
147.206 0.000779782
152.659 0.0012298
158.113 0.0030948
163.566 0.00619962
169.02 0.00814836
174.474 0.00751922
179.928 0.00576709
185.382 0.00441589
190.836 0.00383332
196.29 0.00385444
201.745 0.00421275
207.199 0.0045936
212.654 0.00472479
218.108 0.00452877
223.563 0.00415773
229.018 0.00380126
234.473 0.0035511
239.928 0.00342706
245.383 0.00341386
250.838 0.00345958
256.293 0.00347763
261.749 0.00340191
267.204 0.00323719
272.66 0.00304388
278.116 0.00287055
283.572 0.00275833
289.028 0.00271292
294.484 0.0026983
299.94 0.00265861
305.396 0.00256528
310.852 0.00242739
316.309 0.00227107
321.765 0.0021217
327.222 0.0020036
332.679 0.00192229
338.135 0.00186055
343.592 0.00179837
349.049 0.00171863
354.506 0.00161406
359.964 0.00149156
365.421 0.00137229
370.878 0.00127035
376.336 0.00118864
381.793 0.00112701
387.251 0.00107901
392.709 0.00103781
398.167 0.0010003
403.625 0.000965488
409.083 0.000929786
414.541 0.000892302
420.0 0.000856147
425.458 0.000823313
430.916 0.000794681
436.375 0.000771759
441.834 0.000755637
447.293 0.000742501
452.751 0.000726749
458.21 0.00070474
463.67 0.000676686
469.129 0.000643745
474.588 0.000609434
480.048 0.000578598
485.507 0.000554815
490.967 0.000536433
496.426 0.000521607
501.886 0.000510636
507.346 0.000501992
512.806 0.000489628
518.266 0.000469199
523.726 0.000440798
529.187 0.000406153
534.647 0.00036762
540.107 0.000329352
545.568 0.000296515
551.029 0.000271848
556.49 0.000256539
561.95 0.000250512
567.411 0.000251529
572.873 0.000254049
578.334 0.000250788
583.795 0.000236413
589.256 0.000211632
594.718 0.000183061
600.179 0.000159237
605.641 0.000145906
611.103 0.000144551
616.565 0.00015313
622.027 0.000165417
627.489 0.000170765
632.951 0.000158748
638.413 0.000128565
643.876 9.08315e-05
649.338 5.74273e-05
654.801 3.35573e-05
660.263 1.85994e-05
665.726 9.82797e-06
671.189 4.85905e-06
676.652 2.16349e-06
682.115 8.22664e-07
687.578 2.47691e-07
693.042 5.0584e-08
698.505 3.85566e-09
703.968 5.36686e-10
709.432 3.83612e-09
714.896 5.93804e-09
720.359 6.61183e-09
725.823 6.45083e-09
731.287 5.83848e-09
736.751 5.11816e-09
742.216 4.58904e-09
747.68 4.39921e-09
753.144 4.53495e-09
758.609 4.88761e-09
764.073 5.31759e-09
769.538 5.76359e-09
775.003 6.25538e-09
780.467 6.82317e-09
785.932 7.3951e-09
791.397 7.78398e-09
796.863 7.79849e-09
802.328 7.47529e-09
807.793 7.16271e-09
813.259 7.27135e-09
818.724 8.07978e-09
824.19 9.757e-09
829.656 1.23989e-08
835.122 1.60928e-08
840.588 2.06294e-08
846.054 2.39657e-08
851.52 1.94391e-08
856.986 2.53492e-09
862.452 3.62127e-08
867.919 4.44446e-07
873.385 2.00571e-06
878.852 5.7464e-06
884.319 1.2336e-05
889.786 2.17792e-05
895.253 3.373e-05
900.72 4.77748e-05
906.187 6.30639e-05
911.654 7.83946e-05
917.121 9.2781e-05
922.589 0.000105793
928.056 0.000117161
933.524 0.000126438
938.992 0.000132061
944.46 0.000130894
949.928 0.000119639
955.396 9.83397e-05
960.864 7.15961e-05
966.332 4.61134e-05
971.8 2.74248e-05
977.269 1.74168e-05
982.737 1.57177e-05
988.206 2.55679e-05
993.675 7.00499e-05
999.143 0.000263595
1004.61 0.00119692
