log[Age(Myr)] 3414_SAD
2.6989700043360187 6.06003e-05
2.7484376745664973 4.34304e-05
2.7979056993527007 1.94615e-05
2.8473739733267314 7.56479e-06
2.8968413524209744 1.22394e-06
2.9463092780221425 4.72078e-07
2.9957773040840703 1.77701e-06
3.045244720478147 8.65337e-08
3.0947121423588384 3.40057e-08
3.1441817643668375 4.29237e-06
3.1936476637667615 8.83094e-06
3.243117455274604 8.39933e-05
3.292583884255552 7.36966e-05
3.3420533735347466 0.000142227
3.3915208329544204 8.41369e-05
3.440987751476157 4.40417e-05
3.490455735894072 9.83171e-07
3.539923776965465 0.000433099
3.5893921410106087 0.000741381
3.6388594973752038 0.00255703
3.688328147713719 0.00528299
3.7377959405311976 0.0121151
3.7872634741087965 0.0215527
3.836731629478519 0.0392895
3.8861995939089495 0.0592722
3.9356674516452066 0.0921898
3.985135349823362 0.136128
4.034604395322679 0.142012
4.084071989200302 0.211652
4.133538908370218 0.27621
