log[Age(Myr)] 3329_SAD
2.6989700043360187 5.60553e-05
2.7484376745664973 4.905e-05
2.7979056993527007 3.77269e-05
2.8473739733267314 2.03315e-05
2.8968413524209744 4.35784e-06
2.9463092780221425 5.28542e-07
2.9957773040840703 1.04533e-05
3.045244720478147 3.1889e-05
3.0947121423588384 4.86805e-05
3.1441817643668375 2.3868e-05
3.1936476637667615 7.37644e-06
3.243117455274604 1.52248e-08
3.292583884255552 8.29553e-08
3.3420533735347466 1.30612e-05
3.3915208329544204 2.13613e-05
3.440987751476157 1.00125e-07
3.490455735894072 1.5903e-05
3.539923776965465 2.21499e-05
3.5893921410106087 5.29504e-06
3.6388594973752038 2.65506e-05
3.688328147713719 0.000272996
3.7377959405311976 0.00120197
3.7872634741087965 0.00459573
3.836731629478519 0.010728
3.8861995939089495 0.0246257
3.9356674516452066 0.0451544
3.985135349823362 0.0840818
4.034604395322679 0.146137
4.084071989200302 0.255969
4.133538908370218 0.426793
