log[Age(Myr)] 3352_SFR
2.6989700043360187 8.33872e-15
2.7484376745664973 6.47829e-14
2.7979056993527007 2.62198e-14
2.8473739733267314 2.49193e-13
2.8968413524209744 1.31663e-12
2.9463092780221425 1.33228e-12
2.9957773040840703 1.00483e-12
3.045244720478147 2.60967e-14
3.0947121423588384 1.67476e-15
3.1441817643668375 2.31353e-16
3.1936476637667615 3.82806e-15
3.243117455274604 1.09444e-16
3.292583884255552 1.14934e-16
3.3420533735347466 5.25376e-16
3.3915208329544204 5.04696e-13
3.440987751476157 1.95732e-13
3.490455735894072 7.182e-16
3.539923776965465 1.69152e-12
3.5893921410106087 1.32186e-11
3.6388594973752038 3.10592e-11
3.688328147713719 1.04747e-10
3.7377959405311976 1.87235e-10
3.7872634741087965 7.35562e-10
3.836731629478519 1.54207e-09
3.8861995939089495 2.85366e-09
3.9356674516452066 4.02035e-09
3.985135349823362 8.16636e-09
4.034604395322679 1.32162e-08
4.084071989200302 8.53512e-09
4.133538908370218 1.04338e-08
