log[Age(Myr)] 3565_SFR
2.6989700043360187 3.65936e-12
2.7484376745664973 1.33363e-14
2.7979056993527007 9.63249e-13
2.8473739733267314 3.15889e-12
2.8968413524209744 5.21922e-12
2.9463092780221425 5.4798e-12
2.9957773040840703 7.77157e-12
3.045244720478147 8.88528e-12
3.0947121423588384 1.2231e-11
3.1441817643668375 2.42881e-11
3.1936476637667615 5.15763e-11
3.243117455274604 9.08009e-11
3.292583884255552 1.27537e-10
3.3420533735347466 2.41261e-10
3.3915208329544204 5.34928e-10
3.440987751476157 7.00933e-10
3.490455735894072 5.16382e-10
3.539923776965465 7.39281e-10
3.5893921410106087 1.09076e-09
3.6388594973752038 1.41221e-09
3.688328147713719 1.66614e-09
3.7377959405311976 2.17788e-09
3.7872634741087965 2.99577e-09
3.836731629478519 4.30674e-09
3.8861995939089495 5.24558e-09
3.9356674516452066 4.68982e-09
3.985135349823362 5.06372e-09
4.034604395322679 3.57028e-09
4.084071989200302 2.5532e-09
4.133538908370218 2.80788e-09
