log[Age(Myr)] 3534_AMR
2.6989700043360187 0.0113753
2.7484376745664973 0.0161236
2.7979056993527007 0.0195382
2.8473739733267314 0.0226203
2.8968413524209744 0.0263784
2.9463092780221425 0.0314736
2.9957773040840703 0.0365124
3.045244720478147 0.044208
3.0947121423588384 0.0486826
3.1441817643668375 0.0412985
3.1936476637667615 0.0432059
3.243117455274604 0.048474
3.292583884255552 0.0420991
3.3420533735347466 0.0500001
3.3915208329544204 0.0499895
3.440987751476157 0.0499896
3.490455735894072 0.0499973
3.539923776965465 0.0499945
3.5893921410106087 0.0312094
3.6388594973752038 0.019211
3.688328147713719 0.015083
3.7377959405311976 0.0216427
3.7872634741087965 0.0347903
3.836731629478519 0.00783668
3.8861995939089495 0.0427003
3.9356674516452066 0.00945562
3.985135349823362 0.00800717
4.034604395322679 0.00817719
4.084071989200302 0.00118873
4.133538908370218 0.000693147
