"v (km/s)" BF[g(v)]
-1001.26 0.000664918
-995.825 0.000259564
-990.392 0.00012415
-984.959 7.50766e-05
-979.526 5.77605e-05
-974.093 5.50729e-05
-968.66 6.14327e-05
-963.227 7.48959e-05
-957.794 9.418e-05
-952.361 0.000117869
-946.927 0.000144943
-941.494 0.000174792
-936.06 0.00020602
-930.626 0.000234796
-925.192 0.000253727
-919.758 0.00025619
-914.324 0.00024332
-908.89 0.000222866
-903.456 0.000203702
-898.022 0.000187735
-892.587 0.000166444
-887.153 0.000133453
-881.718 9.46474e-05
-876.283 6.15466e-05
-870.848 4.12917e-05
-865.413 3.27426e-05
-859.978 3.17508e-05
-854.543 3.56495e-05
-849.108 4.2753e-05
-843.673 5.12064e-05
-838.237 6.00879e-05
-832.802 6.95362e-05
-827.366 7.97202e-05
-821.93 9.17253e-05
-816.494 0.00010845
-811.059 0.000133852
-805.623 0.000170314
-800.186 0.000212557
-794.75 0.000238408
-789.314 0.000218283
-783.877 0.000151652
-778.441 7.67965e-05
-773.004 2.86773e-05
-767.568 8.17533e-06
-762.131 1.76499e-06
-756.694 2.27817e-07
-751.257 7.44342e-14
-745.82 7.81606e-08
-740.382 1.90047e-07
-734.945 2.50212e-07
-729.508 2.50652e-07
-724.07 2.25868e-07
-718.633 2.07513e-07
-713.195 2.08015e-07
-707.757 2.26519e-07
-702.319 2.52562e-07
-696.881 2.61007e-07
-691.443 2.03578e-07
-686.005 5.35992e-08
-680.567 8.78355e-08
-675.128 1.75364e-06
-669.69 9.19212e-06
-664.251 3.00513e-05
-658.812 7.24091e-05
-653.374 0.000136993
-647.935 0.00021094
-642.496 0.000274607
-637.057 0.000315565
-631.618 0.000334066
-626.178 0.00034071
-620.739 0.000348091
-615.299 0.000366074
-609.86 0.000400979
-604.42 0.000453743
-598.98 0.00051792
-593.54 0.000580626
-588.1 0.000628271
-582.66 0.000654229
-577.22 0.000662145
-571.78 0.000663025
-566.34 0.000674329
-560.899 0.000710066
-555.458 0.000770988
-550.018 0.000842328
-544.577 0.000886841
-539.136 0.000871058
-533.695 0.000812147
-528.254 0.000754852
-522.813 0.000736447
-517.372 0.000775228
-511.93 0.000853564
-506.489 0.000929405
-501.047 0.0009731
-495.606 0.000987114
-490.164 0.000996975
-484.722 0.00103295
-479.28 0.00110712
-473.838 0.00120568
-468.396 0.00130515
-462.954 0.00137716
-457.511 0.0014115
-452.069 0.00142766
-446.626 0.00144759
-441.184 0.00149453
