log[Age(Myr)] 3254_SFR
2.6989700043360187 6.4631e-11
2.7484376745664973 4.71597e-11
2.7979056993527007 3.2839e-11
2.8473739733267314 2.26108e-11
2.8968413524209744 1.84697e-11
2.9463092780221425 1.77035e-11
2.9957773040840703 1.95862e-11
3.045244720478147 2.5078e-11
3.0947121423588384 1.39383e-11
3.1441817643668375 2.28192e-11
3.1936476637667615 1.76519e-11
3.243117455274604 7.76826e-12
3.292583884255552 1.57983e-13
3.3420533735347466 1.18369e-11
3.3915208329544204 4.20641e-11
3.440987751476157 9.18365e-11
3.490455735894072 2.49536e-10
3.539923776965465 4.28684e-10
3.5893921410106087 4.96984e-10
3.6388594973752038 5.73774e-10
3.688328147713719 8.71893e-10
3.7377959405311976 1.49611e-09
3.7872634741087965 2.24443e-09
3.836731629478519 3.10965e-09
3.8861995939089495 4.75257e-09
3.9356674516452066 6.23464e-09
3.985135349823362 8.16154e-09
4.034604395322679 1.07687e-08
4.084071989200302 5.84428e-09
4.133538908370218 6.53325e-09
