"v (km/s)" BF[g(v)]
-1001.26 1.71968e-05
-995.825 1.20342e-05
-990.392 1.08426e-05
-984.959 1.3242e-05
-979.526 2.02525e-05
-974.093 3.37525e-05
-968.66 5.52756e-05
-963.227 8.47792e-05
-957.794 0.000120227
-952.361 0.000158334
-946.927 0.000195779
-941.494 0.000229441
-936.06 0.000255711
-930.626 0.00026998
-925.192 0.000267144
-919.758 0.000244866
-914.324 0.000206768
-908.89 0.000160946
-903.456 0.000116278
-898.022 7.81152e-05
-892.587 4.77865e-05
-887.153 2.58289e-05
-881.718 1.2151e-05
-876.283 5.05388e-06
-870.848 2.0411e-06
-865.413 9.66136e-07
-859.978 6.34368e-07
-854.543 5.90683e-07
-849.108 6.9372e-07
-843.673 9.00065e-07
-838.237 1.22045e-06
-832.802 1.70173e-06
-827.366 2.39864e-06
-821.93 3.38876e-06
-816.494 4.79339e-06
-811.059 6.73827e-06
-805.623 9.20993e-06
-800.186 1.18246e-05
-794.75 1.36509e-05
-789.314 1.36817e-05
-783.877 1.17996e-05
-778.441 8.96226e-06
-773.004 6.4406e-06
-767.568 4.87045e-06
-762.131 4.30498e-06
-756.694 4.71374e-06
-751.257 6.15667e-06
-745.82 8.79945e-06
-740.382 1.27996e-05
-734.945 1.81955e-05
-729.508 2.52123e-05
-724.07 3.4387e-05
-718.633 4.61826e-05
-713.195 6.06068e-05
-707.757 7.67893e-05
-702.319 9.31377e-05
-696.881 0.000108489
-691.443 0.000122605
-686.005 0.000135925
-680.567 0.000149249
-675.128 0.000163091
-669.69 0.00017744
-664.251 0.000191409
-658.812 0.000203253
-653.374 0.000210994
-647.935 0.000213068
-642.496 0.000209698
-637.057 0.000202575
-631.618 0.00019364
-626.178 0.000184801
-620.739 0.000177295
-615.299 0.000171633
-609.86 0.00016775
-604.42 0.000164766
-598.98 0.000160982
-593.54 0.000154398
-588.1 0.00014343
-582.66 0.000127611
-577.22 0.000107927
-571.78 8.65535e-05
-566.34 6.627e-05
-560.899 4.90401e-05
-555.458 3.54257e-05
-550.018 2.51171e-05
-544.577 1.73904e-05
-539.136 1.17271e-05
-533.695 7.96471e-06
-528.254 5.86343e-06
-522.813 5.14465e-06
-517.372 5.74793e-06
-511.93 7.93498e-06
-506.489 1.23946e-05
-501.047 2.03717e-05
-495.606 3.37476e-05
-490.164 5.49938e-05
-484.722 8.68268e-05
-479.28 0.000130775
-473.838 0.000185066
-468.396 0.000244648
-462.954 0.000302878
-457.511 0.000355571
-452.069 0.00040391
-446.626 0.000451861
-441.184 0.000504527
-435.741 0.000565022
-430.298 0.000631989
-424.855 0.000700784
-419.412 0.000762658
-413.969 0.000808182
-408.526 0.000833476
-403.082 0.000847892
-397.639 0.00087297
-392.195 0.000933514
-386.752 0.0010514
-381.308 0.00122478
-375.864 0.00142016
-370.42 0.00159105
-364.976 0.00169794
-359.532 0.0017484
-354.088 0.00179118
-348.643 0.00186705
-343.199 0.00200416
-337.754 0.00221116
-332.31 0.00247554
-326.865 0.002774
-321.42 0.00306836
-315.975 0.00332213
-310.53 0.00351371
-305.085 0.00365519
-299.64 0.00379017
-294.195 0.00395554
-288.749 0.0041756
-283.304 0.00445458
-277.858 0.00477296
-272.412 0.00509823
-266.966 0.00538934
-261.521 0.00561548
-256.075 0.00577625
-250.628 0.00592055
-245.182 0.00612481
-239.736 0.00643056
-234.289 0.0068237
-228.843 0.0072339
-223.396 0.0075536
-217.95 0.00773673
-212.503 0.00782229
-207.056 0.0078799
-201.609 0.00800583
-196.162 0.00829108
-190.715 0.00878518
-185.267 0.00945002
-179.82 0.0101034
-174.372 0.0104288
-168.925 0.010166
-163.477 0.00943156
-158.029 0.00875297
-152.581 0.00886877
-147.133 0.01084
-141.685 0.0170409
-136.237 0.0118104
-130.789 0.0100037
-125.34 0.00996643
-119.892 0.0108572
-114.443 0.012005
-108.995 0.0128829
-103.546 0.0132534
-98.097 0.0131893
-92.648 0.0128926
-87.1989 0.0125578
-81.7497 0.0123543
-76.3004 0.0124182
-70.851 0.0128204
-65.4015 0.0134623
-59.952 0.0140267
-54.5023 0.0141302
-49.0525 0.0136383
-43.6026 0.0129627
-38.1526 0.0127181
-32.7026 0.0130546
-27.2524 0.0135894
-21.8021 0.0138172
-16.3517 0.0135751
-10.9012 0.0131041
-5.45067 0.0126879
-1.13164e-09 0.0125564
5.45077 0.0126669
10.9016 0.01268
16.3526 0.0124131
21.8037 0.0118766
27.2549 0.011396
32.7061 0.0113464
38.1575 0.0116536
43.609 0.0119534
49.0605 0.0119615
54.5122 0.0116309
59.9639 0.0110897
65.4158 0.0104995
70.8678 0.00999723
76.3198 0.00969133
81.772 0.00968796
87.2242 0.0100364
92.6766 0.0105701
98.1291 0.0108106
103.582 0.010168
109.034 0.00852235
114.487 0.00653779
119.94 0.00516679
125.393 0.00518626
130.846 0.00811822
136.299 0.0207301
141.752 0.00627505
147.206 0.00361107
152.659 0.00357092
158.113 0.00454869
163.566 0.00579646
169.02 0.00653418
174.474 0.00638856
179.928 0.00563381
185.382 0.00477425
190.836 0.0041239
196.29 0.00375398
201.745 0.00360969
207.199 0.00359291
212.654 0.00359888
218.108 0.00354413
223.563 0.00340009
229.018 0.00318646
234.473 0.00294175
239.928 0.00270591
245.383 0.00250652
250.838 0.00234913
256.293 0.00221948
261.749 0.00210066
267.204 0.00198291
272.66 0.00186343
278.116 0.00174025
283.572 0.00161726
289.028 0.00149876
294.484 0.00138497
299.94 0.00127249
305.396 0.00116092
310.852 0.00105256
316.309 0.000949662
321.765 0.000853306
327.222 0.000764475
332.679 0.000682485
338.135 0.000605231
343.592 0.000531966
349.049 0.000463247
354.506 0.000400343
359.964 0.000344793
365.421 0.000298187
370.878 0.000260985
376.336 0.000232801
381.793 0.000213156
387.251 0.000201292
392.709 0.0001965
398.167 0.00019826
403.625 0.000206027
409.083 0.000218625
414.541 0.000234375
420.0 0.000251208
425.458 0.000266394
430.916 0.000277158
436.375 0.00028171
441.834 0.000279775
447.293 0.000271951
452.751 0.000259563
458.21 0.000244237
463.67 0.000227268
469.129 0.0002091
474.588 0.000189908
480.048 0.000170031
485.507 0.000150021
490.967 0.000130289
496.426 0.000111441
501.886 9.4146e-05
507.346 7.86709e-05
512.806 6.48545e-05
518.266 5.26344e-05
523.726 4.21517e-05
529.187 3.35328e-05
534.647 2.6827e-05
540.107 2.20273e-05
545.568 1.90661e-05
551.029 1.78042e-05
556.49 1.81609e-05
561.95 2.01798e-05
567.411 2.39914e-05
572.873 2.96637e-05
578.334 3.70757e-05
583.795 4.58871e-05
589.256 5.57196e-05
594.718 6.65143e-05
600.179 7.88894e-05
605.641 9.41333e-05
611.103 0.000113683
616.565 0.000138299
622.027 0.000167012
627.489 0.000196344
632.951 0.000220872
638.413 0.000235959
643.876 0.000240587
649.338 0.000237479
654.801 0.000230702
660.263 0.000223333
665.726 0.000216148
671.189 0.000207826
676.652 0.000196146
682.115 0.00017958
687.578 0.000158294
693.042 0.000134124
698.505 0.000109847
703.968 8.80178e-05
709.432 7.0034e-05
714.896 5.60149e-05
720.359 4.53657e-05
725.823 3.72421e-05
731.287 3.0807e-05
736.751 2.53899e-05
742.216 2.06537e-05
747.68 1.65094e-05
753.144 1.29788e-05
758.609 1.00811e-05
764.073 7.78786e-06
769.538 5.98896e-06
775.003 4.52871e-06
780.467 3.2837e-06
785.932 2.21322e-06
791.397 1.33789e-06
796.863 6.93379e-07
802.328 2.88539e-07
807.793 8.35911e-08
813.259 9.5517e-09
818.724 1.40814e-09
824.19 1.47849e-08
829.656 2.58e-08
835.122 2.50452e-08
840.588 1.24295e-08
846.054 3.61548e-11
851.52 3.56654e-08
856.986 2.72831e-07
862.452 1.116e-06
867.919 3.40876e-06
873.385 8.51167e-06
878.852 1.80945e-05
884.319 3.36333e-05
889.786 5.5853e-05
895.253 8.44234e-05
900.72 0.000117896
906.187 0.000153632
911.654 0.000188401
917.121 0.000219362
922.589 0.000244689
928.056 0.000263385
933.524 0.000275179
938.992 0.00027987
944.46 0.000276836
949.928 0.000265466
955.396 0.000246436
960.864 0.000221928
966.332 0.00019477
971.8 0.000168031
977.269 0.000144386
982.737 0.000125596
988.206 0.000112391
993.675 0.000104849
999.143 0.000102425
1004.61 0.000103836
