Wavelength,Spectra,Best_Fitting_Model,Non_parm_Extinction_Curve,Non_param_Adjusted_Continuum
4050.07,0.594324,0.282966,0.0,0.9361
4050.15,0.59522,0.289887,0.0,0.935897
4050.22,0.596105,0.296065,0.0,0.935693
4050.29,0.596975,0.301622,0.0,0.935489
4050.37,0.59783,0.307005,0.0,0.935286
4050.44,0.598669,0.312677,0.0,0.935082
4050.52,0.599494,0.318792,0.0,0.934879
4050.59,0.600301,0.325181,0.0,0.934675
4050.66,0.60109,0.33156,0.0,0.934472
4050.74,0.601859,0.33769,0.0,0.934268
4050.81,0.602607,0.343614,0.0,0.934064
4050.88,0.603334,0.349684,0.0,0.933861
4050.96,0.604038,0.356121,0.0,0.933657
4051.03,0.604719,0.362677,0.0,0.933454
4051.1,0.605374,0.368649,0.0,0.93325
4051.18,0.606003,0.373605,0.0,0.933047
4051.25,0.606604,0.378036,0.0,0.932843
4051.33,0.607173,0.383109,0.0,0.93264
4051.4,0.60771,0.390245,0.0,0.932436
4051.47,0.608213,0.399646,0.0,0.932233
4051.55,0.608679,0.408194,0.0,0.93203
4051.62,0.609106,0.412461,0.0,0.931826
4051.69,0.609492,0.413288,0.0,0.931623
4051.77,0.609836,0.412929,0.0,0.931419
4051.84,0.610136,0.413793,0.0,0.931216
4051.91,0.610388,0.443598,4.63805,0.931013
4051.99,0.610591,0.444657,4.63734,0.930809
4052.06,0.610743,0.444495,4.63845,0.930606
4052.14,0.610844,0.445189,4.63989,0.930403
4052.21,0.610897,0.448851,4.64151,0.9302
4052.28,0.610905,0.456019,4.64434,0.929996
4052.36,0.610875,0.463597,4.64717,0.929793
4052.43,0.610812,0.469138,4.65,0.92959
4052.5,0.610722,0.472949,4.65284,0.929387
4052.58,0.610611,0.476141,4.65568,0.929184
4052.65,0.610483,0.47961,4.65852,0.928981
4052.73,0.610345,0.483694,4.66136,0.928778
4052.8,0.610201,0.488208,4.6642,0.928575
4052.87,0.610056,0.492705,4.66705,0.928372
