log[Age(Myr)] 3367_SAD
2.6989700043360187 0.00025427
2.7484376745664973 0.000208739
2.7979056993527007 0.000135145
2.8473739733267314 5.07424e-05
2.8968413524209744 1.51582e-05
2.9463092780221425 2.96141e-06
2.9957773040840703 0.000341
3.045244720478147 0.000305543
3.0947121423588384 6.45361e-05
3.1441817643668375 0.000209843
3.1936476637667615 0.000230239
3.243117455274604 0.000764841
3.292583884255552 0.000648247
3.3420533735347466 0.000215855
3.3915208329544204 0.00020341
3.440987751476157 5.45438e-05
3.490455735894072 0.000998279
3.539923776965465 0.000836949
3.5893921410106087 0.00197247
3.6388594973752038 0.00401568
3.688328147713719 0.00722381
3.7377959405311976 0.0132382
3.7872634741087965 0.0259264
3.836731629478519 0.0487514
3.8861995939089495 0.0619226
3.9356674516452066 0.0779555
3.985135349823362 0.156571
4.034604395322679 0.144866
4.084071989200302 0.204791
4.133538908370218 0.247238
