log[Age(Myr)] 3414_MASS
2.6989700043360187 0.000152555
2.7484376745664973 0.000122021
2.7979056993527007 6.39328e-05
2.8473739733267314 2.96098e-05
2.8968413524209744 6.04639e-06
2.9463092780221425 2.7399e-06
2.9957773040840703 9.89048e-06
3.045244720478147 6.42365e-07
3.0947121423588384 2.93558e-07
3.1441817643668375 3.77027e-05
3.1936476637667615 0.000100558
3.243117455274604 0.00065753
3.292583884255552 0.000840875
3.3420533735347466 0.00116937
3.3915208329544204 0.00167378
3.440987751476157 0.000931681
3.490455735894072 2.38049e-05
3.539923776965465 0.0122103
3.5893921410106087 0.0157722
3.6388594973752038 0.0935718
3.688328147713719 0.218958
3.7377959405311976 0.552585
3.7872634741087965 1.08503
3.836731629478519 2.199
3.8861995939089495 3.75473
3.9356674516452066 6.52307
3.985135349823362 10.7347
4.034604395322679 7.14346
4.084071989200302 10.6811
4.133538908370218 14.2506
