log[Age(Myr)] 3269_SAD
2.6989700043360187 4.32735e-06
2.7484376745664973 3.7333e-06
2.7979056993527007 3.35067e-06
2.8473739733267314 2.6691e-06
2.8968413524209744 1.10915e-06
2.9463092780221425 2.16181e-08
2.9957773040840703 4.97874e-06
3.045244720478147 1.97542e-05
3.0947121423588384 5.68348e-05
3.1441817643668375 0.000138743
3.1936476637667615 0.000151066
3.243117455274604 0.000147118
3.292583884255552 8.6932e-05
3.3420533735347466 2.38201e-05
3.3915208329544204 2.36171e-05
3.440987751476157 0.000248328
3.490455735894072 0.00156699
3.539923776965465 0.00511881
3.5893921410106087 0.0070132
3.6388594973752038 0.0113064
3.688328147713719 0.0181661
3.7377959405311976 0.0257641
3.7872634741087965 0.0331881
3.836731629478519 0.0437219
3.8861995939089495 0.0581869
3.9356674516452066 0.0818622
3.985135349823362 0.111026
4.034604395322679 0.156055
4.084071989200302 0.204336
4.133538908370218 0.241784
